index,event_id,filename,anumber,sentence_count,report_type,sentence_idx,sentence_triggers,event_text,label,lower_idx,upper_idx,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
938,a088191_for_c261_1997_2010a_14726625_1390,a088191_for_c261_1997_2010a_14726625.json,88191,1814,Annual,1390,rises,"Hannans Reward Flora and Vegetation Survey Botanica Consulting 16 Banksia viscida (P3) This priority species is a densely branched, non-lignotuberous shrub which grows 0.4-1m high. It has orange flowers that appear between July and October. It inhabits lateritic rises (WAHERB, 2010). This species was located within the Mixed Mallee vegetation group. GPS co-ordinates of the location and population size of this species are provided in Appendix 11.",False,1390,1390,"between July and October, 2010",,,,Mixed,,,rises
235,a072409_western tanami combined annual report_14271769_990,a072409_western tanami combined annual report_14271769.json,72409,1640,Annual,990,high grade,"Metallurgical testwork conducted upon variability composites from Coyote Gold Project for Tanami Gold NL. Geology and Mineralisation of the Coyote Gold Deposit, 2005, Volume 1 Carras, Nov 2003. High grade cutting analysis. Report on check assaying at Coyote Fawcett, June 2005. Findings on assaying conducted to June 2005.",False,989,990,"2005, Nov 2003, June 2005, June 2005",,"Gold, Gold",Gold Deposit,,,,High grade
241,a072670_e52_1598_2005a_10458772_83,a072670_e52_1598_2005a_10458772.json,72670,90,Annual,83,higher grade,"This postulated magma driven epithermal system is considered to at least partly explain the lack of Zn at the Abra Resource compared to more conventional basin margin hydrothermal sedex type deposits. A global inferred resource at the Abra Resource, quoted back in 1987, was 200 Mt at 1.8% Pb, 0.18%Cu, 6g/t Ag and 0.18g/t Au and had very low Zn values, with sphalerite only occurring in the lower stringer zone5,6. Abra Mining are currently resuming diamond drilling to identify a smaller higher grade resource with grades expected to be above 10% Pb but restricted to maybe only some 1km or more of strike. Geological Survey of Western Australia. Geological Survey of Western Australia.",False,83,83,"1987, 0.18%Cu","Western Australia, Western Australia","hydrothermal, sphalerite, diamond",,,,,higher grade
1002,a090404_rb_e80-2612_2011a_14159889_267,a090404_rb_e80-2612_2011a_14159889.json,90404,276,Annual,267,mineralisation,"The Emull base metal occurrence within the E80/2612 tenement area is hosted by altered and contact metamorphosed calc-silicate rocks, which have been partially assimilated by the Emull gabbro. The deposit was recognised as a series of copper stained, siliceous gossans located adjacent to the contact between the Emull gabbro and felsic volcanic rocks of the Koongie Park Formation. Thin semi-massive and disseminated mineralisation is confined to 4 discontinuous but apparently stratabound lenses, dominated by sphalerite, with subordinate chalcopyrite and galena. The largest lens has a strike length of 500m and a maximum width of 50m. The genesis of mineralisation at Emull is not certain, although models based on an origin as a volcanic hosted massive sulphide (VHMS) deposit partially assimilated during intrusion of gabbro, or as a skarn developed during intrusion of gabbro into carbonate units within the Koongie Park Formation, have been proposed.",False,267,268,,"galena, genesis","silicate, copper, sphalerite, chalcopyrite, sulphide, carbonate","base metal, VHMS","gossans, felsic volcanic rocks, gabbro, skarn, gabbro","Emull gabbro, Emull gabbro, Koongie Park Formation, Koongie Park Formation",,"mineralisation, mineralisation, proposed"
1123,a096028_sr_e69-2236_2012_11112214_1890,a096028_sr_e69-2236_2012_11112214.json,96028,3698,Final Surrender,1890,broader,"Complications of Anomaly Interpretation In the grading process, small, discrete conductors were given a better grade than larger bodies, which were assumed to be lithological. Lithological conductors are generally formational (i.e. composed of a particular stratigraphic unit), with extended strike lengths, broader anomalies, and moderate to large electromagnetic responses. Often their conductivity is due to graphitic content rather than economic mineralisation. However the conclusion should not be drawn that larger conductors are definitely not mineralised.",False,1890,1892,,,,,,,,"broader, economic mineralisation"
383,a075664_2007 annual report_26mar2007_16608207_230,a075664_2007 annual report_26mar2007_16608207.json,75664,299,Annual,230,prospective,Magnetite is not common in the felsic units. City Resources believed the area was prospective for gold mineralisation as it was close the Bamboo Creek Shear Zone and North Pole mining centres. They completed programmes of: Bulk Stream Sediment sampling; Bulk Soil sampling; Rock chip sampling of fault systems; General geological reconnaissance of prospective areas; and Re-assaying of diamond drill pulps for gold. City Resources detected low grade gold anomalism in both rock chips and soil sampling programmes. These results were disappointing and City Resources allowed the exploration licence to lapse.,False,230,232,,Bamboo,"Magnetite, gold, diamond, gold, gold",,Sediment,,,"prospective, mineralisation, prospective, low grade, anomalism"
414,a076489_norseman_18510587_31,a076489_norseman_18510587.json,76489,130,Annual,31,exploration drilling,"Rose S. and Kelly S. (2005) Central Norseman Gold Operations Resource and Reserve Statement March 31 2005. Appendix 1 Drill Hole Data Appendix 2 Croesus Mining NL lithology codes Appendix 3:Norseman Operations Mineral resource and Ore Reserve Report, 30/06/2007. Additional exploration activity involved field reconnaissance, data review, geological interpretation, geophysical review and interpretation and the preparation of exploration drilling programmes. In June 2006 Croesus Mining NL, the manager of the Norseman operations, entered Administration. This resulted in the restriction of exploration activity while the operation while attempts were made to re-structure the operation, or complete a sale of the operation.",False,31,32,"2005, March 31 2005, 30/06/2007, June 2006","Norseman, Norseman, Norseman",Gold,,,,,exploration drilling
169,a100272_c74!2012 warrawagine_20131209_2013 combined annual report_17162825_88,a100272_c74!2012 warrawagine_20131209_2013 combined annual report_17162825.json,100272,199,Annual,88,extensive,"Jones et al (2013), details the structural controls and timing of fault hosted manganese at Woodie Woodie. Consolidated Minerals Ltd, Ripon Hills project located 13km to the south of E45/3853 may represent the most significant undeveloped manganese resource in the province and is currently the focus of an extensive drilling campaign by Consolidated Minerals Ltd. Balfour Downs (Nicholas Downs) operated by Hancock Prospecting Pty Ltd has been in care and maintenance since ceasing operation in 2011. Shaw River Manganese Ltd, have conducted extensive exploration on their Barramine Project situated 7km to the east of E45/3854 and E45/3854 since 2009. Although numerous manganese intersections from RC drilling have been announced, no resource exists in the public domain. The only significant announcement relating to manganese in recent times appears to have come from Spitfire Resources Ltd.",False,88,88,"2013, 2011, 2009","Woodie Woodie, Nicholas Downs","manganese, manganese, Manganese, manganese, manganese",,,,,"significant, extensive, extensive, significant"
1378,a107516_20151130_e45_3615_partial surrender_95,a107516_20151130_e45_3615_partial surrender.json,107516,206,Partial Surrender,95,extensive,"The dykes range in thickness, being between 10 to 100 metres. h. FORTESCUE GROUP The weakly metamorphosed volcanic and sedimentary Neo Archean Fortescue Group is the most widespread supracrustal succession in the region. The succession is confined to the east along the western margin of the extensive northeast Pilbara Sub Basin of the Fortescue Basin. The Fortescue Group uncomformably overlies, or is faulted against, the Mount Edgar Granitic Complex, the Marble Bar, Kelly and McPhee Greenstone belts, and the Gorge Creek Group. The Black Range Dolerite Suite is considered to be part of the feeder dyke system for the Mount Roe Basalt.",False,95,95,,"Pilbara, Fortescue Basin, Marble Bar",,,,"FORTESCUE GROUP, Fortescue Group, Fortescue Group, Greenstone belts, Gorge Creek Group, Black Range Dolerite Suite, Mount Roe Basalt",Archean,extensive
1008,a090849_p77_3572_2011s_10924418_105,a090849_p77_3572_2011s_10924418.json,90849,121,Final Surrender,105,"anomalism, anomalism",These neighbouring ultramafic units with associated Cu anomalism are also associated with a low amplitude auger soil Au anomaly defined by previous explorers within transported sands. The RAB/aircore hole NITON geochemical results from the two small Sleeping Bear tenements suggest the presence of two to three parallel (komatiitic thin flow?) ultramafic units with associated; i) Cu anomalism in weathered bedrock; and ii) Au anomalism in overlying transported soils (aeolian sands). The exploration significance of these results remains highly speculative at best at present. The five tenements are owned 100% by Western Areas NL (WSA).,False,105,105,,,,,"sands, bedrock, sands",,,"anomalism, presence of, anomalism, anomalism, significance"
234,a072396_06fields_find_ann_rpt_16269784_28,a072396_06fields_find_ann_rpt_16269784.json,72396,57,Annual,28,"broad, mineralisation","Subsequent RAB drilling intersected broad zones of mineralisation within the saprolite profile, with up to 25m@ 0.61g/t combined platinum - palladium in drillhole BAB06.",True,28,28,,,"platinum, palladium",,saprolite,,,"broad, mineralisation"
1388,a108645_20160420_e45_3572 fsr_163,a108645_20160420_e45_3572 fsr.json,108645,190,Final Surrender,163,prospective,"As mentioned previously in section 9.2 Copper, the Mosquito Creek Formation and Coondamar Formation produced prospective drill chip results. These were not only prospective for Copper, but for Lead and Zinc as well. The assay results produced for Lead and Zinc were 1.7% and 19.5% respectively.",True,162,164,,,"Copper, Copper, Lead, Zinc, Lead, Zinc",,,"Mosquito Creek Formation, Coondamar Formation",,"prospective, prospective"
446,a077369_c591_1994_2007a_verification_11703684_7,a077369_c591_1994_2007a_verification_11703684.json,77369,26,Annual,7,"prospective, mineralised, possible","Results: Mineralised zones intersected in RC drilling at Yarlarweelor generally conformed to the resource wireframe, although intersections were typically narrow. Additional drilling was recommended through key areas to improve confidence in the resource. Geological mapping defined a region of prospective stratigraphy to the south of the defined mineralised zone at Forrest Gimp, comprising Ravelstone Formation sedimentary rocks with possible interbedded lenses of Narracoota ultramafics. Conclusion: Only limited exploration was conducted on the Fortnum Project during the work year, owing to the Gleneagle Golds voluntary appointmrnt of administrators in May, 2007. Work completed enhanced the prospectivity of several key areas of the project, including Forrest Gimp.",False,7,7,"the work year, May, 2007",,Golds,,sedimentary rocks,Ravelstone Formation,,"Mineralised, prospective, mineralised, possible, prospectivity"
1187,a098574_c256_2011_2013a_14525549_20,a098574_c256_2011_2013a_14525549.json,98574,64,Annual,20,prospect,"A total of 6 samples were taken for NITON portable XRF analysis within tenement E77/1372 (Figure 5), which has since been surrendered. This work is being synthesised with the historical work to assist the target generation and exploration planning of the remaining project tenure. The current state of knowledge suggests that the Lady Agnes prospect is comprised of a folded sequence of gabbro, pyroxenite and serpentinite approximately 7km long, closing to the northwest (Figure 3). It is unclear whether the stratigraphy represents a large differentiated ultramafic intrusion or a sequence of extrusive komatiites, however, the layered, cumulate nature of the Lady Agnes ultramafic sequence is indicative of nickel sulphide host rocks. Historical sampling in the area by SXG has yielded a number of interesting nickel anomalies in the Lady Agnes area, some untested with drilling or previously mapped.",False,20,20,,long,"nickel, sulphide, nickel",,"gabbro, pyroxenite, serpentinite, komatiites, host rocks",,,prospect
1356,a106225_anthiby well_p08-534-535_c226-2008_cr903_s_2015_58,a106225_anthiby well_p08-534-535_c226-2008_cr903_s_2015.json,106225,68,Final Surrender,58,further exploration,"Poseidon, in 1992, concluded that the style of mineralisation within the tenement area of E08/583 (western boundary abuts the current E08/1712 to be similar to that of Mount Clement. Figure 5 depicts the regional geology. No further exploration work was carried out by Giralia on either of the prospecting licences. This report details exploration for iron ore carried out within the surrendered two (2) tenements P08/0534?I and P08/0535?I from date of inception to date of surrender, 23 April 2015 (table 2). Tenure forms a portion of Atlas Iron Limiteds Anthiby Well/Mt wall group of tenements and belongs to the reporting group C226/2008.",False,58,58,"1992, April 2015",Atlas Iron,,iron ore,,,,"mineralisation, further exploration"
1116,a095665_e77_1336_2012p_14756873_51,a095665_e77_1336_2012p_14756873.json,95665,74,Partial Surrender,51,favourable,"The purpose of the drilling was to confirm the location of the palaeochannel as indicated by the gravity survey and then determine the stratigraphy and oxidation state of the sediments contained within it to provide a vector to those regions that contain sediments suitable to host uranium mineralisation. All holes were shallow, with depths ranging from 14- 24m, and the sediments intersected consisted of units of sand and sand clays with lesser amounts of gravel with the fill overlying a granite basement. The sediments were all oxidized with the extent of oxidation ranging from very weakly to strong, which is favourable for the uranium to remain dissolved in the ground water rather than for it to precipitate to form mineral deposits. Downhole gamma surveying was conducted on 2 aircore holes. The holes were cased with 50mm PVC casing as deep as possible before the hole became blocked and then the survey conducted to the depth of casing.",False,51,52,,gamma,,"uranium, uranium","sediments, sediments, sediments, sand, sand, clays, gravel, granite, sediments",,,"mineralisation, favourable, possible"
12,a073336_ek-159_bigbenc6-2004_06atr_17406307_46,a073336_ek-159_bigbenc6-2004_06atr_17406307.json,73336,161,Annual,46,prospect,"The gossan itself is described as a goethite-magnetite-sericite quartz vein with visible galena-pyrite. Prior to the 2004-05 reporting period the focus of Thundelarras work within the reporting group tenements was evaluating the PGE potential of the Big Ben intrusion, with particular reference to chromitite reef hosted mineralisation. In excess of 1000 soil samples were collected along with rock chip sampling and prospect mapping. From this work it was concluded the chromitite horizons were of limited width and strike extent and did not warrant further assessment. During the 2004-2005 reporting period the work was focused on testing a large number of targets within the project area but failed to identify high order gossan or geochemical anomalies.",False,46,46,"2004-05, 2004-2005",galena,"goethite, magnetite, sericite, pyrite",PGE,"gossan, quartz vein, chromitite, chromitite, gossan",,,"potential, mineralisation, prospect"
159,a097754_e08_2077_2013s_15868153_71,a097754_e08_2077_2013s_15868153.json,97754,223,Final Surrender,71,"anomalism, potential, mineralisation","At present (2013) Aurora are actively exploring for manganese at their Capricorn Southeast Project, which lies directly north and east of Mt Augustus (refer Figure 2) and approx. Airborne Geoscience Exploration NL (AGE) 2000-2002 Airborne Geoscience Exploration NLs tenement E08/1154 formed part of their Cheyne Spring Project and overlapped a portion of Shaw Rivers current E08/2077. AGE applied for the tenement on the basis of an interpretation of regional geochemical mapping data published by the Geological Survey of Western Australia (Pye et al., 1998) The data revealed a series of strong zinc stream sediment anomalies with associated silver, cadmium and lead anomalism aligned with stratigraphy and suggesting a potential for strata-bound zinc mineralisation (Agar, 2002). These lithologies are typical of deposition in a shallow marine environment marginal to the Bangemall Basin and are very similar to the lithologies and depositional environment of the Middle Proterozoic Upper McNamara Group, Lawn Hill, Queensland, which hosts the giant Century deposit and many other zinc and lead mineral occurrences (Andrews, 1998, Broadbent et al, 1998). From the regional stream sediment geochemical data AGE identified 2 target areas within the tenement (NW target and SE target).",False,71,71,"2013, 2000-2002, 1998, 2002, Century, 1998, 1998","Capricorn, Western Australia, Bangemall Basin, Queensland","manganese, zinc, silver, cadmium, lead, zinc, zinc, lead",,"sediment, sediment",McNamara Group,Proterozoic,"anomalism, potential, mineralisation"
298,a074020_c150-_2006_annrep_16199376_80,a074020_c150-_2006_annrep_16199376.json,74020,307,Annual,80,extensive,"The ultramafic rocks are also less MgO-rich (as reflected in Ni content) in BMW1 compared to further west (Mt Jope Komatiite, BMW1 max 1200 ppm, to west 1400 ppm Ni: Suite 16, 950 ppm compared to 1310 ppm Ni). Mapping coupled with detailed aeromagnetic data has defined the geometry and lateral extent of the main units within the Fortescue Group around the Bellary Dome that have potential to host magmatic Ni-Cu-PGE sulphide mineralisation. These are the Mt Jope Komatiite, an olivine-rich channel-facies sequence within a komatiitic basalt flow, Suite 16, an extensive (>40 km strike) fractionated mafic/ultramafic sill with an olivine-rich ultramafic zone up to 70 m thick, and several layered gabbrodominated sills with pyroxenitic basal zones. The komatiite flow is located in the lowest part of the Pyradie Formation whereas Suite 16 transgresses the lower Formations of the Fortescue Group particularly within a high-level feeder complex within a NW-trending fracture zone. One of the gabbro/pyroxenite sills also is markedly transgressive.",False,80,80,,,"sulphide, olivine, olivine",PGE,"Komatiite, Komatiite, komatiitic basalt, komatiite, gabbro, pyroxenite","Fortescue Group, Pyradie Formation, Fortescue Group",,"potential, mineralisation, extensive"
1376,a107388_annual_report_boorabbin_north_141001-150930_107,a107388_annual_report_boorabbin_north_141001-150930.json,107388,112,Annual,107,significant,"Recent geophysical survey work has identified a 700 m long electromagnetic conductor within which a number of drill targets for Kambalda type nickel mineralization have been located at their SW Nickel Project (White Cliffs Minerals, 2012a, b). White Cliffs Minerals Ltd have and extensive ground holding in this area and are actively undertaking nickel exploration work. A further 30 km to the south, significant nickel deposits occur in ultramafic rocks at Forrestania, Lounge Lizard (2.5 Mt at 5.5% Ni- held by Western Areas NL), Spotted Quoll (1.7 Mt at 6.0% Ni- Western Areas) and Lake Johnson (Magie Hayes -7.8 Mt at 1.63% Ni and Emily Ann 0.58 Mt at 3.7% Ni -held by Norilsk Nickel) in the Lake Johnson Greenstone Belt. Some 20 Km to the northeast of the Boorabbin block, Emu Nickel have recently obtained sulphide intersections on electromagnetic conductors in altered granitic rocks at their Woolgangie Prospect. The best intersection to date has been 10 m at 3.73 g/t Ag.",False,107,107,2012a,"long, Kambalda, Cliffs, Cliffs, Forrestania, Spotted Quoll, Norilsk, Boorabbin","nickel, Nickel, nickel, Nickel, Nickel, sulphide",nickel deposits,granitic rocks,Greenstone Belt,,"mineralization, extensive, significant"
532,a079259_annual report_m70_675_2008_13993756_23,a079259_annual report_m70_675_2008_13993756.json,79259,39,Annual,23,possibly,"Below the cemented layer, the heavy mineral assemblage is more typical of the Yoganup Formation with a greater proportion of unaltered ilmenite with low Al content. Surface deposits (possibly windblown) are found in various sections on top of the basement on the eastern side of the area. The small thin sandy deposits are possibly blown inland from the beach areas onto the harder and older deposits making up the basement of the Yoganup Formation and are often heavily altered and predominantly leucoxene. H o le I D E a s t N o rt h R .L . Drilling was carried out by a reverse circulation (Air Core) drill rig hired from Wallis Drilling.",False,23,24,,,"ilmenite, leucoxene",,,"Yoganup Formation, Yoganup Formation",,"possibly, possibly"
281,a073507_combined-balara_1st relinquishment report-e80-2526_2636_12209521_339,a073507_combined-balara_1st relinquishment report-e80-2526_2636_12209521.json,73507,499,Partial Surrender,339,"potential, significant, mineralization","More that 60 small pegmatite dykes were mapped by Australian Anglo American over 3 square kilometres extending south from circular air-photograph anomaly thought to indicate a shallow intrusive granitoid apophysis. Surface soil and rock chip sampling was carried out without significant metal values detected and six diamond drill holes totalling 1626m to a maximum depth of 500m failed to intersect significant mineralisation or the postulated intrusive. One hole (RE5) tested the subsurface potential of an outcropping calc-silicate lens, again with no significant mineralization intersected. It can be concluded that there is no close spatial correlation between the occurrence of pegmatite bodies and granitic intrusive at Remus, but some of the larger pegmatite bodies in the southwest of the field up to 100m x 50m remain untested for geochemical characteristics and subsurface extent. MO 959: Balara quartz vein tungsten; Balara South E 80/2526 Union Oil explored the area primarily for tungsten in 19811983 and conducted a program consisting of stream-sediment sampling, ultra-violet lamp prospecting and reconnaissance geological mapping.",False,339,339,19811983,southwest,"American, diamond, silicate, tungsten, tungsten",,"pegmatite, granitoid, pegmatite, pegmatite, quartz vein, sediment",,,"significant, significant, mineralisation, potential, significant, mineralization, correlation"
1092,a094765_e08_2020_2029_2030_2012a_11826724_143,a094765_e08_2020_2029_2030_2012a_11826724.json,94765,162,Annual,143,"extensive, mineralising","In this tenement EL08/2030 (northwest corner) the basement magnetic response where the EM anomaly extends from the adjacent tenement indicates cover rock exists over the basement metamorphics. The tenements have been selected over areas considered prospective for hosting sandstone roll-front style uranium mineralisation. Extensive work by Minatome, CRAE, Cauldron Energy, Energia and Paladin have identified these types of mineralising systems in the vicinity. WMC conducted exploration for copper and gold in the basement sequence in the area in the period 1994-1997. A prospect called Scampi was identified within the present area of E08/2020 but was not drill tested, although ground magnetic and IP surveys were carried out (Johnson, 1998).",False,143,144,"the period 1994-1997, 1998",,"copper, gold",uranium,sandstone,,,"prospective, mineralisation, Extensive, mineralising, prospect"
153,a094950_pad_mer_12_vol_4_12724916_21,a094950_pad_mer_12_vol_4_12724916.json,94950,423,Annual,21,significant,47 TABLE 12 MAORI KING DUPLICATE VERSUS ORIGINAL ASSAY RESULTS. 50 TABLE 13 GREEN GUMS RC DRILL HOLE LOCATIONS . 52 TABLE 14 GREEN GUMS RC DRILLING SIGNIFICANT INTERSECTIONS . 55 TABLE 15 GREEN GUMS DUPLICATE VERSUS ORIGINAL ASSAY RESULTS. 58 TABLE 16 TWILIGHT NORTH RC DRILL HOLE LOCATIONS .,False,21,21,,,,,,,,SIGNIFICANT
825,a085908_neg_ag_09-5a_10599316_120,a085908_neg_ag_09-5a_10599316.json,85908,124,Annual,120,anomalism,"Along the westernmost traverse, holes also intersected vein quartz and quartzmica schist possibly associated with the Mt. Ida regional lineament. The results of this drilling showed only low-level Au anomalism (<100ppb) associated with ferruginous and lithic gravel lenses within and near the base of transported cover. One 3-m composite sample in ASA012, 48-51m, assayed 6.88ppm Au (fire assay), however, individual 1-m samples of this interval did not show any anomalous gold which may suggest that the previous result was due to coarse gold or gold-bearing gravel causing a strong nugget effect. (Follow-up drilling (-600 angle hole) in 2009 beneath this intercept failed to show any anomalous Au) A summary of drilling is shown on Figure 4.",False,120,121,2009,,"quartz, gold, gold, gold",,"schist, gravel, gravel",,,"possibly, anomalism, anomalous, anomalous"
139,a091721_2010 grs canning basin geophysics study_10748259_421,a091721_2010 grs canning basin geophysics study_10748259.json,91721,572,Annual,421,broad,"The RTP process simplifies the anomaly shape, thus improving the ability to accurately locate the causative source and more easily map the magnetic lithology (Figure 12b). First Vertical Derivative (1VD) This algorithm mathematically estimates the rate of fall off of the magnetic and or gravity field with height to remove the broad magnetic/gravity field that is created with a body. Its effect is to sharpen the edges of anomalies and to suppress broad anomalies associated with deeper sources (Figure 12d). Second Vertical Derivative (2VD) The second vertical derivative uses a mathematical algorithm to change the rate of fall of the either the magnetic or gravity field with height to remove the broad magnetic/gravity field that is created with a body. Its effect is to further sharpen the edges of anomalies and to suppress broad anomalies associated with deeper sources (Figure 12e).",False,421,421,,,,,,,,"broad, broad, broad, broad"
746,a084306_yarlarweelor e52-2095 annual report 2009_15234528_4,a084306_yarlarweelor e52-2095 annual report 2009_15234528.json,84306,52,Annual,4,significant,"Work done: Ground radiometric surveys were undertaken to verify and locate previously outlined airborne uranium anomalies. Results: Anomalies located on the ground and confirmed as being due to uranium mineralization. Conclusions: The most significant uranium anomalies require drill testing. DEPARTMENT OF MINES AND PETROLEUM x1 2. EMPIRE RESOURCES LIMITED x1 SUMMARY The Yarlarweelor project, E52/2095, covers an area of 492sq.km and is located 125km north of Meekatharra in Western Australia.",False,3,4,,"Meekatharra, Western Australia",,"uranium, uranium, uranium",,,,"mineralization, significant"
599,a080654_e47_1484_2008s_17163754_43,a080654_e47_1484_2008s_17163754.json,80654,56,Final Surrender,43,"mineralisation, significant","Evaluation of previous mapping that defines wide zones of martite-goethite mineralisation at Punda Springs revealed that much of the mineralisation outlined, is in fact, surficial enrichment of BIF related to the Hamersley Surface, lateritic goethite, and goethitic fault talus. The extent of mineralisation within Consolidated Minerals tenement is small, and concentrated in the southeast. Only small areas (metres to 10s of metres scale) of hematite-goethite mineralisation were observed in the northwest part of the tenement, and are considered not significant. The Punda Springs project tenement covers mainly Proterozoic Brockman Iron Formation and overlying Weeli Wolli Formation. Tertiary aged ROBE Pisolite unconformably overlie the Proterozoic basement.",False,43,43,,Hamersley,"martite, goethite, goethite, hematite, goethite",,BIF,"Brockman Iron Formation, Weeli Wolli Formation, ROBE Pisolite","Proterozoic, Tertiary, Proterozoic","mineralisation, mineralisation, mineralisation, mineralisation, significant"
686,a082047_e27_278_2008p_14167771_64,a082047_e27_278_2008p_14167771.json,82047,170,Partial Surrender,64,anomalism,These anomalies are associated with palaeo-alluvial systems and do not have any convincing pathfinder element associations. There is limited potential to discover a significant gold resource on the surrendered portions of E27/278. 4.1.2 Rock Chips Fourteen (14) rock chip samples (Figure 1.1.1) were collected as part of the regional reconnaissance program and following up identified geochemical anomalism. OREAS 45P Standard were included as part of the QAQC procedure. Evaluation of the results from OREAS 45P have shown acceptable quality achieved for critical elements e.g.,False,64,65,,,gold,,,,,"potential, discover, significant, anomalism"
847,a086400_c230_1998_annual report 2009 final_15241305_88,a086400_c230_1998_annual report 2009 final_15241305.json,86400,218,Annual,88,"could be, economically viable","Exploration included four separate field trips to investigate the following: The economic potential of retreating tailings from City of Melbourne (M59/ 57) prospect Reconnaissance of the Melville Group tenement area for alluvial deposits of a size and nature to potentially to host deposits of commercial significance. The conclusion of the tailings test is that, provided an adequate water supply can be sourced, retreatment of tailings could be economically viable.",True,87,88,,,,alluvial deposits,,,,"potential, prospect, potentially, significance, could be, economically viable"
1017,a091012_e 80_4067 2011 minex_17775187_25,a091012_e 80_4067 2011 minex_17775187.json,91012,116,Annual,25,support,"It is possible to access the area from Wyndham (175km) or Kununurra (225km) to the NE also via the Gibb River Road, however the river crossings restrict access for a longer period of the year. The tenement lies upon Gibb River and Ellenbrae stations and station tracks provide basic access to some areas. Most detailed work will however require helicopter support due to the difficulties of travel away from the station tracks. The location of the tenement, which has an area of 657 km2, is shown on figure 1. The area of the tenement is approximately 657 km2.",False,25,25,the year,"Wyndham, Kununurra",,,,,,"possible, support"
930,a088029_e15_1094 2010a_10368243_81,a088029_e15_1094 2010a_10368243.json,88029,93,Annual,81,"highly prospective, mineralisation",The tenement remains highly prospective for gold mineralisation.,True,81,81,,,gold,,,,,"highly prospective, mineralisation"
244,a072707_mtyuleannrep2006_13929682_129,a072707_mtyuleannrep2006_13929682.json,72707,253,Annual,129,could be,"Thus an economic iron ore deposit in the area could be developed as a mine with low infrastructure costs. The area is mostly freehold farmland so native title is less of an issue, and as the area has largely been cleared for farming and grazing and therefore degraded as native vegetation and fauna habitat, environmental issues should be decreased. 7.1 Reconnaissance Trip to E70/2731 Mt Yule Iron Ore Project, June 2005 A first-pass reconnaissance visit was made to MGMs Walebing EL area from June 13th 15th in order to locate areas of interest as well as areas that could be relinquished. Fieldwork was undertaken by geologists John Bridson and Glenn Whalan from a base in New Norcia. Subsequent to this visit a trip was made to the GSWA library in the search for historical exploration data.",False,129,129,"June 2005, June 13th 15th",,,"iron ore deposit, Iron Ore",,,,"could be, could be"
994,a090159_ryansville eis final report dec 2010_11928386_4,a090159_ryansville eis final report dec 2010_11928386.json,90159,117,Co-Funded Drilling,4,could be,MLEM (Moving loop EM) with follow up FLEM (Fixed Loop EM) was used to locate conductors associated with BIF which could be gold bearing massive sulphides of the Hill 50 style. Gold mineralisation at the Ulysses East prospect has been found to be hosted in altered BIF intimately associated with arsenopyrite occurring as fracture and breccia fill rather than being controlled by quartz veining.,True,4,5,,Hill 50,"gold, sulphides, Gold, arsenopyrite, quartz",,"BIF, BIF, breccia",,,"could be, mineralisation, prospect"
441,a077289_vtem 2007 report_geotech_10761116_79,a077289_vtem 2007 report_geotech_10761116.json,77289,133,Annual,79,presence of,"One therefore, must not compare the amplitude/conductance of responses generated from flat lying bodies with those derived from near vertical plates; their ratios will be quite different for similar conductances. Determining dip angle is very accurate for plates with dip angles greater than 30. For angles less than 30 to 0, the sensitivity is low and dips can not be distinguished accurately in the presence of normal survey noise levels. _ - Report on Airborne Geophysical Survey for Legend Mining Limited. 27 A plate like body that has near vertical position will display a two shoulder, classic M shaped response with a distinctive separation distance between peaks for a given depth to top.",False,79,79,,,,,,,,presence of
761,a084504_mk_51-1209_arcadia_2009arep_15281103_80,a084504_mk_51-1209_arcadia_2009arep_15281103.json,84504,158,Annual,80,"prospect, mineralization","The greenstone succession comprises tholeitic volcanic rocks, fine grained clastic sediments, felsic volcanics and mafic intrusions lying between Big Bell, Tuckanarra and Meekatharra. The principal structural unit is the NE trending Abernethy Shear Zone that occurs immediately west of the licence area. At the Hope River Prospect gold mineralization has been defined by drilling. The mineralization occurs along the N-S trending Hope River Shear Zone which splays off the regional Abernethy Shear Zone. Gold mineralization is associated with quartz dolerite intrusions and requires further follow up.",False,80,81,,"Big Bell, Tuckanarra, Meekatharra","gold, Gold, quartz",,"greenstone, volcanic rocks, clastic sediments, felsic volcanics, dolerite intrusions",,,"mineralization, mineralization, mineralization"
1269,a101985_aphex ar santy well c98_2012_11981364_25,a101985_aphex ar santy well c98_2012_11981364.json,101985,93,Annual,25,prospects,"This work identified three areas of gold and base metal anomalism; Nightjar, Santy and Watkins. Notable samples include 30ppm Au from a Watkins and 78ppm Au from quartz veins and 50ppm from silicified / pyritic tuffs at Santy. Preussag farmed in to the NBH project in 1982 and between 1982 and 1984 and completed 697 regional rock chip samples followed up with systematic sampling of the three prospects identified by NBH. The rock chip samples were assayed for Cu, Pb, Zn, Ag and Au, with some samples also assayed for Mn, Fe, Ni, Co, Bi, Te, W, Sn and Mo. The Watkins target was defined with rock chip samples containing up to 120ppm Cu, 145ppm Pb, 6.9ppm Au, 2ppm Ag and 5ppm Sn.",False,25,25,"1982, between 1982 and 1984",,gold,base metal,"quartz veins, tuffs",,,"anomalism, prospects"
