index,event_id,filename,anumber,sentence_count,report_type,sentence_idx,sentence_triggers,event_text,label,lower_idx,upper_idx,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
901,a087444_kanownabelle_ann_10_9686088_844,a087444_kanownabelle_ann_10_9686088.json,87444,5998,Annual,844,potential,"From regional structural interpretation of the area (Figure 3) it is plausible that the structures are in fact east-west mineralised faults, similar in trend and nature as the Golden Valley Fault. The trend in Structure TO: Chris Woof, Yuri Dobrotin DATE: 09th November 2009 FROM: Richard Pugh CC: Frank Golenya, Wilson Feltus, Anthony Sheperd, Dave Richards, Matt Varvari, Ian Copeland SUBJECT: Assessing the potential for an inferred oxide resource at Fenceline-Woodline. TO: Chris Woof, Yuri Dobrotin DATE: 20 th November 2009 FROM: Richard Pugh CC: Frank Golenya, Wilson Feltus, Antony Shepherd, Dave Richards, Matt Varvari, Ian Copeland SUBJECT: Inferred east-west structural controls, adding to the potential in mineralisation at the Fenceline-Woodline area. Waste Rock Types and Characterisation The properties of the waste rock vary along the length of the deposit.",False,844,845,November 2009,,oxide,,,,,"mineralised, potential, potential, mineralisation"
1849,a080013_c51_2006_2008a_14991985_29_old,a080013_c51_2006_2008a_14991985.json,80013,92,Annual,29,extensive,"The sequence of sediments was subjected to regional metamorphism, giving rise to the Morrisey Metamorphic Suite. Metamorphic grades increase towards the west and southwest, ranging from quartz-muscovite schist through to amphibolites, marble and localised migmatite. The Kilba Granite has intruded the Morrisey Metamorphic Suite, producing extensive contact metamorphism and the local development of skarn and marble. Annual Report for Mt Alexander Project, 51/2006, 2007-2008 Two main phases of deformation are recognised in the Wyloo Group: D1 deformation resulted in steeply dipping bedding and a well developed schistocity coincident with the peak of regional metamorphism. Granitoids, including the Kilba Granite, were emplaced either late in the D1 event or after it.",False,27,31,51/2006,southwest,"quartz, muscovite",,"sediments, schist, amphibolites, marble, migmatite, skarn, marble, Granitoids","Kilba Granite, Wyloo Group, Kilba Granite",,"rise, extensive"
2113,a073264_red billabong combined annual report-2006_10343038_294_old,a073264_red billabong combined annual report-2006_10343038.json,73264,353,Annual,294,broad,"Red Billabong Combined Annual Report-2006.doc 4 The tenement area is virtually devoid of basement rock outcrop, the greater part of the region being a relatively flat plateau of Cainozoic laterite weakly dissected by the Margaret and Laura Rivers with thin alluvial deposits along shallow valleys. Colluvial soils of sand silt and gravel overly the laterite, and mantle low angle escarpment-retreat slopes along broad valleys where erosion has destroyed the laterite hard-cap. Red Billabong Combined Annual Report-2006.doc 27 In order to better characterise the bottom of hole lithologies a number of samples were submitted for XRF fused bead analyses. The results of this work are presented in Appendix 3.",False,292,296,Annual,,,alluvial deposits,"laterite, sand, silt, gravel, laterite, laterite",,Cainozoic,broad
690,a082129_surrender report_mcp e0901187_s_2009_11146303_44,a082129_surrender report_mcp e0901187_s_2009_11146303.json,82129,50,Final Surrender,44,"prospect, possibly","6.0 EXPLORATION DURING THE REPORT PERIOD APPENDIX 1 DATABASE - META FILES MSP_SOILS_2009S.TXT MSP_ROCK CHIPS_2009S.TXT APPENDIX 2 SOIL RESULTS PLOTS APPENDIX 3 ROCK CHIP RESULTS PLOT Selective rock chip sampling was completed in parallel with soil sampling at the following locations: Skewthorpe grid: samples CR6050 CR6054 were taken over the Woods prospect which was defined by a small zone of gossanous sub-crop, Radio grid: samples CR6001 CR6004 were taken to test local sulphidic chert and sub- cropping calcrete, River grid: samples CR6005 CR6007 were taken to test local occurrences of sulphidic chert and sheared granite containing boxwork textures developed possibly after sulphides. Samples were analysed by ALS (Malaga) for Au, As, Cu, Mo, W and U. Au was assayed by a 30 grm AA25 fire assay technique while other elements were assayed using a 4-acid digest with either a ICP or XRF finishes.",False,44,44,,,sulphides,,"chert, calcrete, chert, granite",,,"prospect, possibly"
2715,a076691_snake well annual rept tojuly 07_10323557_84_old,a076691_snake well annual rept tojuly 07_10323557.json,76691,176,Annual,84,"mineralisation, encouraging","Data for this program is included in Appendix 1. Five holes for 297 metres were drilled at the Warren prospect to better delineate dip and plunge extents of the mineralised structure. Hole RCRW243 and RCRW244 tested up-dip and along strike of known quartz vein hosted mineralisation and returned encouraging results with 14m 2.86 g/t Au (including 2m @14.28g/t Au) from 9 metres, and 2m @2.77g/tAu Page 7 from 75m respectively. Both holes were drill 25 metres along strike from previous drill hits of 3m@ 11.34g/t Au from 96m in hole RCRW 223. A further 9 holes for 1112 metres were drilled at Rabbit Well North to follow up previous drilling which returned promising gold results including 4m @ 3.05 g/t Au in hole RCRW 227.",False,82,86,,,gold,,quartz vein,,,"prospect, delineate, mineralisation"
1770,a076932_e80_2389 2007a_14087599_191_old,a076932_e80_2389 2007a_14087599.json,76932,472,Annual,191,mineralisation,"The Golden Gate and Lissadell Formations as described in the Bow sheet explanatory notes may well be prospective stratiform or red bed copper mineralisation, as shown by the presence of malachite on the eastern side of the tenement. Whilst there are no reports of copper exploration on this ground it is likely that a company has looked in this area. Similar rocks within the Fitzmaurice Mobile Zone, to the northeast in the NT were investigated briefly for this style of copper mineralisation in the early 1980s. Uranium It has been reported to the author that the tenement was a very small part of an area covered by a Uranerz radiometric survey in the late 1970s. Anomalies were identified in the Carr Boyd Group and Whitewater Volcanics (which are not present on the tenement).",True,189,193,"the early 1980s, the late 1970s",,"copper, malachite, copper, copper",Uranium,,"Lissadell Formations, Carr Boyd Group, Whitewater Volcanics",,"prospective, mineralisation, presence of, mineralisation"
1003,a090542_e47_2100_ar_2011_15748717_56,a090542_e47_2100_ar_2011_15748717.json,90542,72,Annual,56,"mineralisation, enriched","Mt McRae Shale (AHr) The Mt. McRae Shale is a 50 to 60m thick shale sequence comprising two main strands the lower shale rich zone (pyritic shale when fresh), and the upper Colonial Chert Member (locally referred to as the Footwall Zone or FWZ). Mineralisation usually extends down into the FWZ where the overlying Dales Gorge Member is enriched. Brockman Iron Formation (PHb) The Brockman Iron Formation forms the northern, south dipping strike ridge in the Project Area. This formation, comprising the Dales Gorge Member, Whaleback Shale Member, Joffre Member and Yandicoogina Shale Member, is host to the larger high grade iron ore deposits in the Pilbara.",False,56,57,,Pilbara,,iron ore deposits,"Shale, Shale, shale, shale, shale","Colonial Chert Member, Dales Gorge Member, Brockman Iron Formation, Brockman Iron Formation, Dales Gorge Member, Whaleback Shale Member, Joffre Member, Yandicoogina Shale Member",,"enriched, high grade"
959,a088669_cr_2009_2010_a_01_reportbody_14775568_79,a088669_cr_2009_2010_a_01_reportbody_14775568.json,88669,210,Annual,79,proposes,"The Bresnahan Group post dates the Capricorn Orogeny, but the age of deposition is poorly constrained with no isotopic age dating. The Bresnahan Group is unconformably overlain to the south by the Bangemall Group, which forms a large basin. Williams, (1990) proposes a two-fold subdivision of the Bangemall Group into an older 1.6-1.2 Ga sequence (Edmund Subgroup) and a younger 1.2-1.0 Ga sequence (Collier, Manganese and Kahrban Subgroups). By contrast Tyler et al (1991) quote the age of the Bangemall Group as 1.5-1.1 Ga, and they infer an age of c.1.6 Ga for the Bresnahan Group. The Hamersley and Ashburton Basin sequences have undergone very low-grade metamorphism (mostly lower greenschist facies), whereas the Bresnahan and Bangemall Groups are unmetamorphosed.",False,79,79,"1990, 1991","Capricorn, Williams, Hamersley, Ashburton Basin",Manganese,,greenschist,"Bresnahan Group, Bresnahan Group, Bangemall Group, Bangemall Group, Edmund Subgroup, Bangemall Group, Bresnahan Group, Bangemall Groups",,"proposes, low-grade"
1034,a092163_brl annual report_c253_2011_2011a_17277222_821,a092163_brl annual report_c253_2011_2011a_17277222.json,92163,867,Annual,821,"extensive, mineralisation",Extensive residual and supergene bauxite mineralisation within the regolith over the Carson Volcanics in the North Kimberley Basin reflects a known mineral field. The potential to discover phosphate nodules within marine sediments or phosphatised zones of altered limestone and dolomite within the Kimberley Group is moderate.,True,821,822,,Kimberley Basin,"phosphate, dolomite",,"bauxite, regolith, nodules, marine sediments, limestone","Carson Volcanics, Kimberley Group",,"Extensive, mineralisation, potential, discover"
1682,a074172_nar_a_2006_9118939_382_old,a074172_nar_a_2006_9118939.json,74172,499,Annual,382,mineralisation,"25 3 NARLARLA RESOURCE REPORT APPENDICES 4 NARLARLA RESOURCE REPORT 1.0 INTRODUCTION This report discusses the Narlarla Pb-Zn resource in the Napier Range area in the West Kimberley, WA. An ore domain comprising zinc, lead and silver mineralisation has been defined around the abandoned number 2 pit that was last mined in 1965. The resource definition project has been managed by Coronet Resources Limited personnel. Whilst the area remains prospective for the definition of additional base metal mineralisation, this report will focus pre-dominantly on the resource area, and resource estimation process.",False,380,384,1965,"Napier Range, Kimberley","zinc, lead, silver",base metal,,,,"mineralisation, prospective, mineralisation"
1648,a085878_cgc1482001a2009_14108084_457_old,a085878_cgc1482001a2009_14108084.json,85878,485,Annual,457,mineralisation,"The project consists of one Mining Lease, covering a total area of approximately 3km. The tenement is wholly owned by Terrain Minerals Ltd, with a royalty payable to Kambalda Mining NL of $10.00 per ounce of gold, up to the first 10,000 ounces produced from the tenements and thereafter $5.00 per ounce of gold. Gold mineralisation is widely distributed throughout the area, in a variety of rock types. The largest known deposit is the Coogee Prospect, with a resource of 230,000t @ 3.27g/t gold (24,000 oz), which is associated with a skarnoid calc-silicate alteration assemblage in sediments and volcanics. The top of the deposit is <25m below the surface and the primary mineralisation has been affected by supergene enrichment.",False,455,459,,Kambalda,"gold, gold, Gold, gold, silicate",,sediments,,,"mineralisation, mineralisation"
2076,a079604_p15_4782_2008a_15306990_78_old,a079604_p15_4782_2008a_15306990.json,79604,253,Annual,78,enriched,"The genesis of nickel laterite ores involve the removal of soluble minerals (MgO, SiO2, Ca, K and Na) and elements, resulting in preferentially concentrated resistant minerals and insoluble elements (Ni and Co) within the extremely leached ultramafic clay weathering profile aided with concentration by supergene processes. Further enrichment occurred at palaeo-water tables, particularly during the Tertiary when continental weathering of the Eastern Goldfields was on going. These watertable related enriched supergene NiCo horizons; evidenced by elevated manganese with a very strong MnCo correlation and to a lesser extent MnNi for Ni >1%. Hydromorphic activity is also favoured in structurally prepared weathering zones, which accounts for the more localised nature of high grade Ni-Co mineralisation. The prospective (for nickel laterite mineralisation) eastern Kalpini ultramafic sequence is formed by a range of komatiite lithologies within a single thick, fractionated flow unit.",False,76,80,,"genesis, Goldfields","nickel, manganese, nickel",,"laterite, clay, laterite, komatiite",,Tertiary,"enriched, correlation, high grade, mineralisation, prospective, mineralisation"
1807,a085972_kunann2009_10445028_24_old,a085972_kunann2009_10445028.json,85972,548,Annual,24,potential,Figure 3 : Relationship between arsenopyrite as a secondary sulphide and gold grade. In the upper (oxide) parts of the K2 lode there is often a widening and flattening of the lode which is interpreted as due to supergene redistribution predominantly into the footwall host rocks. This has not been investigated or confirmed in the current re-modelling exercise which is focussed on the primary UG potential resource. An apparent depletion zone extends from the surface to a vertical depth of 15-20m. Transported overburden/ colluvium is interpreted as approximately 2-5m thick.,False,22,26,,,"arsenopyrite, sulphide, gold, oxide","lode, lode","host rocks, colluvium",,,potential
1279,a102426_c244_2008 final surrender report_11550589_129,a102426_c244_2008 final surrender report_11550589.json,102426,664,Final Surrender,129,potential,"All digital data for the reporting year is included in Appendix B txt data files 2009-2010. 9 WORK COMPLETED IN THE 2010-2011 REPORTING PERIOD 9.1 Manindi North/South Soil Sampling A total of 705 soil samples were collected on E57/701. Samples were collected across the north and south strike extension of the Manindi mineralised trends, focussing on basemetal potential of the greenstone sequence but extending across the basal contact of the Youanmi Intrusion. All samples were collected at a depth of approximately 20cm and comprised approximately 300 grams of -80# material. All samples were submitted to Ultratrace for aqua-regia digest with a full ICP finish.",False,129,130,"the reporting year, 2009-2010, 2010-2011",,,basemetal,greenstone,Youanmi Intrusion,,potential
2780,a072569_terringa_e45-2418_ p_ 2006_30-1471_6364_10920377_75_old,a072569_terringa_e45-2418_ p_ 2006_30-1471_6364_10920377.json,72569,123,Partial Surrender,75,encouraging,"Exploration for gold by Newcrest and its predecessor Newmont, within the area encompassing E45/2418, 45 km to the east of Telfer gold mine (Figure No. (i) 1986-1989: Originally part of Newmonts Canning tenement group, surface geochemical sampling (mainly BLEG) and RAB and RC drilling were undertaken in the Anketell area following the recognition of a suite of distinctive and intriguing aeromagnetic anomalies. Results from this work were not encouraging and the tenements were surrendered. (ii) 1991-1992: New tenement coverage was obtained by Newcrest following detailed interpretation of the aeromagnetics and recognition that the earlier work had not, in fact, tested the magnetic anomalies because of thick Phanerozoic cover. Diamond drilling was used to test several of the anomalies, with mineralization of potential economic significance being intersected in two holes at the Havieron Prospect.",False,73,77,"1986-1989, 1991-1992",Telfer,"gold, gold, Diamond",,,,Phanerozoic,"mineralization, potential, significance"
1632,a085878_cgc1482001a2009_14108084_143_old,a085878_cgc1482001a2009_14108084.json,85878,485,Annual,143,potential,"Deeper core drilling is required to test the sequence at depth below the interpreted high density isosurface. 7.0 DISCUSSION & CONCLUSIONS Mining studies have confirmed the economic viability of open pit mining at the Coogee Gold Deposit. A potential cash surplus of >$6M is estimated for the deposit. The Coogee Gold Deposit remains on the market and should a commercially viable offer be received then it is highly likely that the deposit will be sold to allow Terrain Minerals to focus on other high priority projects, such as the Aztec Dome, and the Bundarra and Dodgers Well Projects, near Leonora, WA. The Aztec Dome 2009 IP survey successfully generated four anomalies for gold and/or nickel.",False,141,145,,Leonora,"gold, nickel","Gold Deposit, Gold Deposit",,,,"have confirmed, potential"
1905,a085941_c74_2004_2009a_10890700_85_old,a085941_c74_2004_2009a_10890700.json,85941,558,Annual,85,mineralisation,"The Ni-Cu anomalism confined to the north-south trending is open to the north where the stratigraphy becomes obscured by recent alluvial sediments and has limited southern continuation. The gross komatiite distribution indicates an east west striking package with a southern facing. The north-south talc-carbonate altered shear hosting the Ni-Cu anomalism transects the stratigraphy and it is likely that the mineralisation represents structurally or hydrothermally remobilised nickel sulphides. 2009 ANNUAL TECHNICAL REPORT ACRA JOINT VENTURE COMBINED PROJECT 14 Dips are mostly to the north and east, steep in the northern part, flattening to 40 to 60 in the JubileeAcra area. As the overall stratigraphic facing is likely to the south and west the stratigraphy is structurally overturned in both the Jubilee and Acra areas.",False,83,87,2009,Jubilee,"talc, carbonate, nickel, sulphides",,"sediments, komatiite",,,"anomalism, anomalism, mineralisation"
1984,a084596_vb_2009a_14667110_171_old,a084596_vb_2009a_14667110.json,84596,307,Annual,171,mineralisation,"Best result recorded is 1 m @ 5.86 g/t Au from 66 metres in VRC1. The RC drilling traced the main Vettersburg lode to the north and south of the mine, over a strike length of 425 metres. A program of RAB drilling was undertaken within the current P24/3802 and P24/3803 licences, to test the eastern mafic sequence for gold mineralisation. A total of 243 inclined holes were completed for 12678 metres. The RAB drilling intersected a sheeted vein system, similar to the Eureka mine, located six kilometres to the south.",False,169,173,,,gold,lode,,,,mineralisation
1501,a080417_p27-1612a08_16692765_77_old,a080417_p27-1612a08_16692765.json,80417,78,Annual,77,"potential, mineralisation",Gold mineralisation is related to extensive shearing and quartz veining along lithological contacts and in the fine grained clastic and pyroclastic rocks of the Gindalbie Formation. The main gold targets are small underground targets of medium to high gold grades exploitable by underground mining methods. There is also the potential for VMS style of mineralisation as several gossans were uncovered in the 1970s but no significant base metal mineralisation has been discovered.,True,75,78,the 1970s,,"Gold, quartz, gold, gold","VMS, base metal","pyroclastic rocks, gossans",Gindalbie Formation,,"mineralisation, extensive, potential, mineralisation, significant, mineralisation, discovered"
1206,a099463_e80_3772_final_2013_16228239_163,a099463_e80_3772_final_2013_16228239.json,99463,267,Final Surrender,163,exploration potential,"Sorby Hills Western Australia Report on Exploration. Ruddock, I. Mineral Occurrences and exploration potential of the north Kimberley. Western Australia Geological Survey Report 85. Annual Report on Exploration Completed within Temporary Reserves 7405H, Mt Zimmerman and 7406H, Mt Cecil, Cambridge Gulf, Western Australia.",False,163,164,,"Western Australia, Kimberley, Western Australia, Western Australia",,,,,,exploration potential
2054,a085395_c160_207_2009a_14920663_232_old,a085395_c160_207_2009a_14920663.json,85395,295,Annual,232,mineralisation,"dominii tussock grasses. Hemigenia tysonii (P3) Associated Priority Flora Page 13 of 34 December 2009 In general the drilling results failed to intersect the massive Fe mineralisation mapped on the surface and assay results returned Fe grades of between 20-40%. Table 7.3 below summarises the best intersection from each drill hole. The section interpretation on page 32, for the most south-western drill line, is simplified and does not reflect any internal structure or small scale lithological variations, and is largely based on geological logging.",False,230,234,,,,,,,,mineralisation
401,a076072_c248_1997_2006a_10460380_11933515_62,a076072_c248_1997_2006a_10460380_11933515.json,76072,107,Annual,62,mineralisation,"The deposits commonly comprise varying combinations of disseminated, breccia, massive and triangular net textured mineralisation. The Flying Fox, Digger Rocks and New Morning deposits are dominantly massive sulphides (3-15% Ni) in irregular bodies located at or near the base of high MgO ultramafics. Disseminated sulphides, (1-3%Ni) up to 30 metres thick commonly overlie the massive ore. At Cosmic Boy, disseminated sulphides form the major mineralisation style. In some cases, a broad halo of disseminated cloud sulphides grading 0.4-1.0%Ni envelopes the deposit (eg Digger Rocks). As noted in the Kambalda-St Ives area minor concentrations of massive, disseminated and cloud nickel sulphide mineralisation also occurs in stratigraphic hangingwall positions, above the main basal sulphide accumulation.",False,62,62,,"Flying Fox, Cosmic Boy, Kambalda","sulphides, sulphides, sulphides, sulphides, nickel, sulphide, sulphide",,breccia,,,"mineralisation, mineralisation, broad, mineralisation"
917,a087787_e77_1234_2010a_16180126_144,a087787_e77_1234_2010a_16180126.json,87787,280,Annual,144,could be,"Target A conductor is a high priority target. It appears to be in a favourable position on the contact of a magnetic unit interpreted to be an ultra mafic. Nearby historical drilling and geochemistry suggests either nickel or gold could be contained within such a target. The modeling of the data suggested the top of the body began at a depth of approximately 60 metres (base of oxidation? ), has a strike length of 60 metres, has a depth extension exceeding 200 metres, dips to the east-north-east at 65 to 70 degrees and is highly conductive with a conductivity of over 7000S, indicative of massive sulphide.",False,144,145,7000S,,"nickel, gold, sulphide",,,,,"favourable, could be"
2527,a085349_m24_690_2009s_9605952_103_old,a085349_m24_690_2009s_9605952.json,85349,156,Final Surrender,103,potential,"Work done: Exploration activities completed include an open file data review, data compilation, aeromagnetic interpretation and a geological review (as part of reviews of the aeromagnetic data and geology of the Siberia Project as a whole). Results: The tenement M24/690 was interpreted to lack ultramafic lithologies. Conclusions: The tenement M24/690 mostly comprises outcrop and so is considered to have no potential to host an economically viable laterite nickel resource. As such no further work was recommended for this area and the tenement was surrendered. Heron Resources Ltd, Siberia Project (M24/690) Surrender Report 2009 iii VERIFICATION SHEET Exploration work type File name Format Office studies Literature search Database compilation Computer modelling Reprocessing of data General research Report preparation M24_690_2009S PDF Other (specify)",False,101,105,2009,"Siberia, Siberia",nickel,,laterite,,,"potential, economically viable"
243,a072693_cs_2006a_17092315_582,a072693_cs_2006a_17092315.json,72693,1617,Annual,582,significant,"Figure 1: Location of Vanguard-Orleans soil survey (halo black dots) in relation to South Cosmos soil survey (white dots) and anomalies generated in region (TMI underlay) NWB060126_Vanguard-Orleans soils 4 Two low order anomalies related to a komatiite unite have been identified MWML001 & MWML002. These are considered significant in the environment they have developed and the pedigree of the hosting ultramafic units and both warrant field inspection. Structural information can been gleaned from the Orleans-Vanguard data set, as shown in Figure 9. The dominant regional trend is NW-SW with Au-As-Cu in part conforming to and coincident with these trends (Figure 10).",False,582,582,,,,,komatiite,,,significant
1803,a084345_c106_2007_2009a_14373229_107_old,a084345_c106_2007_2009a_14373229.json,84345,137,Annual,107,"low grade, mineralisation","The gossan outcropped over a 240m x 40m area and was hosted within the Woolbung volcanics. Several other prospects were outlined by Amocos EM work, hosted largely within the Twin Peaks Project E59/1182, E59/1183, E59/1244, E59/1305 and E59/1306 Combined Annual Report C106/2007 19th July 2008 to 18th July 2009 11 Eastern Sedimentary Sequence including Southern Flyer, Breakaway Hills, Tranquillity Heights, Mulga Flats, Munga, Fosters and Northern Flyer (Figure 5). Diamond drilling of these prospects produced mixed results highlighted by the intersection of low-grade sphalerite-pyrrhotite-chalcopyrite mineralisation. The Twin Peaks Project covers the Twin Peaks and Barloweerie Achaean Greenstone Belts in the Yilgarn Craton of Western Australia. These belts appear on a regional scale as rafts of dominantly greenschist metamorphosed rocks surrounded by Achaean granitoids and gneisses (Figure 3).",False,105,109,19th July 2008 to 18th July 2009 11,"Yilgarn Craton, Western Australia","Diamond, sphalerite, pyrrhotite, chalcopyrite",,"gossan, Sedimentary Sequence, mixed, greenschist, granitoids",Greenstone Belts,,"prospects, prospects, low-grade, mineralisation"
1472,a077471_e47_1265_2008a_10539959_13_old,a077471_e47_1265_2008a_10539959.json,77471,85,Annual,13,mineralisation,There are two main models for the genesis of these deposits. One model suggests Supergene alteration of the BIF to develop goethitemartite ores. The resulting mineralisation then undergoes burial metamorphism to form microplaty haematite. The other model puts forward hypogene alteration of martite enriched BIF by replacement of the gangue with goethite and/or deposition of microplaty haematite. This is followed by Supergene alteration that deposits goethite and involves some leaching of the rock.,False,11,15,,genesis,"martite, goethite, goethite",,"BIF, BIF",,,"mineralisation, enriched"
1227,a100168_lake marmion e29_637 surrender report_11458469_14,a100168_lake marmion e29_637 surrender report_11458469.json,100168,75,Final Surrender,14,"significant, mineralisation","There is very little outcrop and deep weathering is common. The leucogranitoids are similar to those, east of Menzies and in the headwaters of Lake Ballard which are suitable to provide leachable uranium. No significant uranium mineralisation is currently known from within the tenement area. Highly anomalous U3O8 values have been reported from drill holes, trenches and auger samples in the drainages running southward out of Lake Marmion. Potential uranium mineralisation has been postulated to occur in both near-surface and deeper accumulations.",False,14,14,,Menzies,,"uranium, uranium, uranium",,,,"significant, mineralisation, anomalous, Potential, mineralisation"
2766,a072171_2005 everlasting annual rpt_12941703_254_old,a072171_2005 everlasting annual rpt_12941703.json,72171,384,Annual,254,broad,"Regolith in the area is varied and most reports indicate that additional mapping is required to better identify areas of wind blown sand, loamy sand, silcrete, lacustrine sediments and saprolite. The outcrops of fresh rock are adequately recorded. Independent Geological Report Kinross Properties for AGI Draft _ Australian Gold Investments- Independent Appraisal Page 10 of 27 Several phases of geochemical sampling at various broad sample spacings have been undertaken. Most reports state that the sampled medium and analytical methodology is inadequate and it is recommended that a new MMI survey be undertaken to obtain even coverage over all the tenements. There are detailed descriptions of deposit-scale geology by KGA and the major points have been summarised into the Table below.",False,252,256,,,Gold,,"Regolith, blown sand, sand, silcrete, lacustrine sediments, saprolite",,,broad
1461,a109668_a109668_v1_report_76,a109668_a109668_v1_report.json,109668,88,Final Surrender,76,presence of,The Tabba Tabba Shear Zone is the major division between the East and West Pilbara craton. The Tabba Tabba Shear Zone is a granodioritic suite that forms the eastern boundary fault of the Mallina Basin. The granite - greenstone sequence is characterised by the presence of a series of large layered mafic - ultramafic intrusions. The Fortescue Group is the lowest group in the Mount Bruce Supergroup of the Precambrian Hamersley Basin and is a generally un-metamorphosed and largely undeformed sequence. No significant mineral occurrences have been recorded with the Fortescue Group rocks.,False,76,77,,"Pilbara craton, Mallina Basin, Hamersley Basin",,,"granite, greenstone","Fortescue Group, Mount Bruce Supergroup, Fortescue Group",Precambrian,"presence of, significant"
1701,a081290_p77_3601_2008ar_15087230_37_old,a081290_p77_3601_2008ar_15087230.json,81290,77,Annual,37,mineralisation,The central eastern parts of the Licence are underlain by ferricrete and Archaean sediments which trend northwesterly (figure 2). Granite has been mapped approximately 900m west of the Licence however the granite contact is considered to lie along the Licence boundary immediately west of the Dulcie West soil anomaly. Gold mineralisation along the Dulcie line occurs 2km across strike to the east and at British Hill 8km to the south east. Gold anomalism in soils and drillholes at Dulcie West defines a target approximately 2km in strike that has been sparsely drilled. Southern Cross Goldfields Ltd intends to further test this high priority target.,False,35,39,,"Southern Cross, Goldfields","Gold, Gold",,"ferricrete, sediments, Granite, granite",,Archaean,"mineralisation, anomalism"
903,a087444_kanownabelle_ann_10_9686088_2107,a087444_kanownabelle_ann_10_9686088.json,87444,5998,Annual,2107,correlation,Further into the footwall of the Ultramafic/Mafic unit sulphide percentages dramatically decrease. This is also seen with a decrease in gold mineralisation suggesting a correlation between sulphide enrichment and gold mineralisation within the sedimentary units. Arsenopyrite at depth in the Ultramafic/Mafic also shows a weak correlation to elevated gold grades. This again is observed within the silt/mudstone and in both events associated with the quartz-carbonate stringer veins. Quartz veining has a stronger correlation with elevated Gold grades.,False,2107,2107,,,"sulphide, gold, sulphide, gold, Arsenopyrite, gold, quartz, carbonate, Quartz, Gold",,"silt, mudstone",,,"mineralisation, correlation, mineralisation, correlation, correlation"
1557,a076128_platx mt thirsty_2007report_11484161_73_old,a076128_platx mt thirsty_2007report_11484161.json,76128,96,Annual,73,mineralisation,"The RC drilling by PlatX confirmed the shallow PGE anomalism known from the ANL and 2004 AGR drilling. Significant results are shown in Table 2. The best results were obtained from MTRC55 on the previously drilled section 6436160N, where mineralisation generally appears restricted top the oxide zone. Shallow PGE mineralisation, up to 5.2 g/t combined PGEs (2001 ANL drilling), is located within the regolith and extends across much of the width of the Mission Sill. Further geological mapping and sampling was carried out between 26 March and 6 April 2007 over an area from 12139?",False,71,75,"2004, 2001, March, 6 April 2007, 12139",,oxide,"PGE, PGE, PGEs",regolith,,,"anomalism, Significant, mineralisation, mineralisation"
2156,a074647_comb ann report 2007 nth parker range_12151757_109_old,a074647_comb ann report 2007 nth parker range_12151757.json,74647,173,Annual,109,mineralisation,"Compilation of relevant regional geological data and the construction and assemblage of the Parker Range project database remains an ongoing process. Tenement Details Page 7 Prospect Details Page 7 Exploration Summary Page 3 Table of Contents Page 4 Introduction Page 6 Access and Locality Page 7 Tenement Status Page 5 Regional Geology and Structural Setting Page 8 Regional Gold Mineralisation Page 10 Local Tenement Geology & Review of Previous Exploration Page 13 Work Conducted during the Reporting Period Page 17 Discussion Page 18 References Page 19 Annett, R.W., Eggeling, T. and Maher, P.J., 2005, Parker Range Gold Project, Project Overview. (An internal unpublished Gondwana company document).",False,107,111,2005,,"Gold, Gold",,,,,
537,a079371_ab_e47-1528-i_2008a_14453449_294,a079371_ab_e47-1528-i_2008a_14453449.json,79371,343,Annual,294,potential,Review and further evaluation of the copper gold potential of the project area. The potential for DSO hematite from the associated gossanous material should be evaluated at the same time.,True,294,295,,,"copper, gold, hematite",DSO,,,,"potential, potential"
377,a075513_caz_jil_c104-2006_text2007an_11291583_72,a075513_caz_jil_c104-2006_text2007an_11291583.json,75513,110,Annual,72,"mineralisation, mineralisation, high grade","Several significant structural features, historic Gold Mines, NiCu bearing ultramafic units, and more recently identified targets in the Zapata region and the Jillewarra Shear Zone lie within the project area. 4.3.1 Gold Mineralisation Gold mineralisation in the Mingah Range Greenstone Belt is hosted by narrow, high grade quartz-pyrite-pyrrhotite veins which are developed both parallel and discordant to enclosing rock units and are associated with peripheral stockworks hosted by carbonate altered basalts with minor intercalated shale horizons.",True,71,72,,,"Gold, Gold, Gold, quartz, pyrite, pyrrhotite, carbonate",,"basalts, shale",Greenstone Belt,,"significant, mineralisation, high grade"
2761,a072171_2005 everlasting annual rpt_12941703_188_old,a072171_2005 everlasting annual rpt_12941703.json,72171,384,Annual,188,mineralisation,"During 2001 modelling using kriging estimation methods and a 1.0g/t Au lower cut off for the deposits estimated a global resource of 1,338,000oz at 1.82g/t. In 2002 Snowdens completed a scoping study that showed a 1.8Mtpa (4,932tpd) CIL operation at an A$550/oz gold price would generate a cash flow of A$20M that would not pay back the original capital investment required to establish the infrastructure. Independent Geological Report Kinross Properties for AGI Draft _ Australian Gold Investments- Independent Appraisal Page 6 of 27 During 2003 metallurgical testwork focussed on surface to 50m deep mineralisation likely to be processed through a CIL plant for the Mt Henry and Selene deposits. This study showed that the Mt Henry oxide gave good gold recoveries of 95% and low processing costs. Mining costs were reduced for this zone and optimisations were run with the new data at A$550/oz.",True,186,190,"2001, 2002, 2003",,"gold, Gold, oxide, gold",,,,,"mineralisation, optimisations"
