event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words_in_sentence,trigger_words_in_event,event_text,ORE_DEPOSIT,ROCK,MINERAL,STRAT,LOCATION,TIMESCALE,event_label,reviewed,Near Miss Event,Key trigger phrase
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_54,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,54,"significant regional tectonic events have been dated at 620 ma (mt crofton granite) associated with au mineralisation at telfer and the miles orogeny, (1300 800 ma) which is responsible for hydrothermal alteration at the nifty (copper) and kintyre (uranium) deposits.",1,['mineralisation'],"['mineralisation', 'mineralisation']","thrusting is also believed to be a major tectonic element of the musgrave block further to the southeast. the warri anketell gravity ridge marks the boundary between the officer and canning basins east of the paterson orogen. further occurrences of rmc metasediments may be distributed beneath relatively thin cover along this boundary. significant regional tectonic events have been dated at 620 ma (mt crofton granite) associated with au mineralisation at telfer and the miles orogeny, (1300 800 ma) which is responsible for hydrothermal alteration at the nifty (copper) and kintyre (uranium) deposits. diamond drilling will initially consist of approximately 3 to 4 holes (750 1000 m) on the sunday creek tenement (el45 1687). the unconformity between the rudall metamorphic complex (rmc) and the younger coolbro sandstone will be targeted in the vicinity of known uranium mineralisation anomalism.","['uranium', 'uranium']",['granite'],"['hydrothermal', 'copper', 'diamond']","['rudall metamorphic complex', 'coolbro sandstone']","['musgrave block', 'telfer', 'nifty']",[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_64,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,64,the 2004 tempest survey has defined targets for future ground investigation work and possible drilling.,1,['possible'],['possible'],ground follow up of the targets defined by the tempest survey will help to better evaluate the responses identified by tempest and may lead to the further targets being identified. all newly acquired data will be captured into existing databases to enhance the evolving regional understanding of prospectivity on the rudall river project. numerous targets remain on the rudall river project tenements. the 2004 tempest survey has defined targets for future ground investigation work and possible drilling. the majority of highest priority anomalies have airborne radiometric anomalies coincident with other geochemical factor anomalies proximal to the coolbro sandstone. further ground based work is required to fully evaluate the multi spectral data investigation process completed in 2000.,[],[],['lead'],['coolbro sandstone'],"['rudall', 'rudall']",[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_73,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,73,"in the interim, without full approval from the traditional owners, the apparent underlying anti uranium stance of the martu people will hamper camecos efforts to fully evaluate the uranium potential of the rudall river project.",1,['potential'],['potential'],"cameco australia remains committed to the exploration for uranium in this area of western australia, given its proximity to the kintyre deposit. cameco is tentative about doing so without formal aboriginal work clearance agreements and heritage site clearance surveys in place. recent dialogue with wdlac and representatives of the martu indicate that negotiations may commence shortly that may allow cameco access to the tenements for the exploration of uranium. in the interim, without full approval from the traditional owners, the apparent underlying anti uranium stance of the martu people will hamper camecos efforts to fully evaluate the uranium potential of the rudall river project. the paterson orogen comprises two major components: an older highly deformed crystalline basement, the palaeoproterozoic rmc, and a younger, less deformed, sedimentary cover sequence comprising the tarcunyah, lamil, and throssell groups (previously yeneena group, now the yeneena supergroup). figure 4: local tenement geology and prospect locations the rmc consists of an older sequence of banded orthogneiss and paragneiss and a younger sequence, comprising mainly quartzite and psammitic schist, but also the pelitic schist carbonate succession, which hosts the kintyre uranium deposit.","['uranium', 'uranium', 'uranium', 'uranium', 'uranium deposit']","['orthogneiss', 'paragneiss', 'quartzite', 'psammitic schist', 'pelitic schist']",['carbonate'],"['throssell groups', 'yeneena group', 'yeneena supergroup']","['australia', 'western australia', 'rudall']",[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_112,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,112,"in contrast, the multiple deformed and weakly metamorphosed lamil and throssell groups contain significant mineralisation (the telfer gold and nifty copper deposits).",1,['mineralisation'],"['mineralisation', 'mineralisation']","the previously named yeneena group (now supergroup) has now been further subdivided into three groups. the younger tarcunyah group, incorporating the karara formation (post 1290 ma, and part of the greater officer basin), the middle lamil group (host to the telfer gold deposit) and the lowermost throssell group, which unconformably overlies the rmc. the relatively unmetamorphosed and apparently unmineralised tarcunyah group has undergone only a single deformation event and is most probably in faulted contact with, or unconformably overlies, the throssell group. in contrast, the multiple deformed and weakly metamorphosed lamil and throssell groups contain significant mineralisation (the telfer gold and nifty copper deposits). the age of the older lamil and throssell groups, deposited on the edge of the pilbara craton, is now placed at between 1790 1290ma. deposition was followed by the miles orogeny (1290 820ma), which is thought to be responsible for mineralisation in the rmc and throssell group.","['gold deposit', 'copper deposits']",[],['gold'],"['yeneena group', 'tarcunyah group', 'karara formation', 'lamil group', 'throssell group', 'tarcunyah group', 'throssell group', 'throssell groups', 'throssell groups', 'throssell group']","['officer basin', 'telfer', 'telfer', 'nifty', 'pilbara craton']",[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_124,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,124,"the uranium mineralisation is approximately 300 m from the yeneena supergroup unconformity within rmc chemical and pelitic metasediments, and is similar in many respects to uranium deposits of the east alligator river uranium field.",1,['mineralisation'],['mineralisation'],"diamond drilling work by wallis drilling, perth. airborne tempest by fugro airborne services. the kintyre uranium deposit was discovered by cra exploration (crae) in 1985 and is located 70 km south of telfer (figure 4). the uranium mineralisation is approximately 300 m from the yeneena supergroup unconformity within rmc chemical and pelitic metasediments, and is similar in many respects to uranium deposits of the east alligator river uranium field. the most recently published reserve estimates are given as 35,000 tonnes contained u3o8 at grades up to 5 kg tonne. the development of the project has been deferred indefinitely.","['uranium deposit', 'uranium', 'uranium deposits', 'uranium']",[],['diamond'],['yeneena supergroup'],"['perth', 'telfer']",[],0,True,True,deferred indefinitely
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_128,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,128,mineralisation occurs as colloform u3o8 and pitchblende in dolomitic veins and breccias and only rarely in july 2006 annual report; no.,1,['mineralisation'],"['mineralisation', 'mineralisation']","the most recently published reserve estimates are given as 35,000 tonnes contained u3o8 at grades up to 5 kg tonne. the development of the project has been deferred indefinitely. the host sequence at kintyre comprises quartz mica schist, dolomitic carbonate, chlorite garnet schist, metachert and lesser quartz chlorite graphite schist (the ""upper"" carbonaceous schist member of yandagooge formation). mineralisation occurs as colloform u3o8 and pitchblende in dolomitic veins and breccias and only rarely in july 2006 annual report; no. rr06 02 cameco australia pty ltd page 5 of 13 disseminated form. the main mineralisation is situated along the crest of a primary ne trending anticline that has been modified by northwest cross folding, i.e.",[],"['quartz mica schist', 'schist', 'metachert', 'schist', 'schist', 'breccias']","['carbonate', 'chlorite', 'garnet', 'quartz', 'chlorite', 'graphite', 'pitchblende']",['yandagooge formation'],['australia'],[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_139,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,139,"idemitsu minerals australia pty ltd and uranerz australia pty ltd jointly explored tenements (now largely held by cameco) to the north of kintyre, and intersected minor mylonite hosted uranium mineralisation.",1,['mineralisation'],['mineralisation'],"the presence of carbonate in the sequence appears to be an important factor, with graphite, although present, being of less significance. crae rio tinto have also been assessed a number of other uranium prospects including tracy, lead hills, graphite valley, mt cotton and sunday creek (figure 4). exploration results in these areas have been generally disappointing, although cotton creek and sunday creek remain inadequately tested. idemitsu minerals australia pty ltd and uranerz australia pty ltd jointly explored tenements (now largely held by cameco) to the north of kintyre, and intersected minor mylonite hosted uranium mineralisation. this prospect, desert edge, is of interest because the mineralised mylonite zone was interpreted to straddle the throssell rmc unconformity. several other uranium prospects occur in this structural setting in the rudall area (wellington, fisher, fandango, bee bop and cha cha).","['uranium', 'uranium', 'uranium']","['mylonite', 'mylonite']","['carbonate', 'graphite', 'lead', 'graphite']",[],"['australia', 'australia', 'rudall']",[],0,True,True,is of interest because the mineralised
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_144,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,144,this program will be combined with a multi disciplinary program of prospect scale diamond drilling and possible ground em and or gravity geophysical surveys in the sunday creek desert edge area.,1,['possible'],['possible'],"several other uranium prospects occur in this structural setting in the rudall area (wellington, fisher, fandango, bee bop and cha cha). intermittent uranium exploration has been carried out by aquitaine, esso minerals and occidental; however, the tenement monopoly of crae rio tinto from 1984 1995 has discouraged many explorers from becoming active in the rudall area. a program of helicopter assisted follow up outcrop sampling over anomalous areas defined by previous sampling and multi spectral data synthesis will be carried out over most of the tenement areas. this program will be combined with a multi disciplinary program of prospect scale diamond drilling and possible ground em and or gravity geophysical surveys in the sunday creek desert edge area. new techniques for processing pima spectral data and understanding the significance of trace element and isotopic data will be employed and should expedite the prospectivity analysis for the area. the exploration work is planned for 2006 2007 pending permission from the martu traditional owners following an aboriginal heritage survey and successful negotiation of an aboriginal work clearance agreement.","['uranium', 'uranium']",[],['diamond'],[],"['rudall', 'rudall']",[],0,True,True,significance of trace element
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_149,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,149,"exploration potential exists for discovery of uranium mineralisation on the project land holdings, but cameco cannot continue exploration work in this area until access agreements are secured, and an appropriate work clearance agreement is formulated.",2,"['potential', 'mineralisation']","['potential', 'mineralisation', 'possible']","the exploration work is planned for 2006 2007 pending permission from the martu traditional owners following an aboriginal heritage survey and successful negotiation of an aboriginal work clearance agreement. figure 6: proposed work program location map cameco will continue negotiations with the martu people, who now appear to be more open to discussion, and ngaanyatjarra council. exploration potential exists for discovery of uranium mineralisation on the project land holdings, but cameco cannot continue exploration work in this area until access agreements are secured, and an appropriate work clearance agreement is formulated. once access has been approved the work plan would include exploration diamond drilling targets on the desert edge tenement (el 45 1687), combined with regional anomaly evaluation follow up and possible drilling on the remainder tenements in 2006 2007. historically, uranium exploration in the rudall river region has concentrated on the evaluation of the basement rmc.","['uranium', 'uranium']",[],['diamond'],[],['rudall'],[],0,True,True,exploration potential exists
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_153,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,153,"current explorers are evaluating the yeneena supergroup sediments overlying the coolbro sandstone for cu, pb, zn and au potential.",1,['potential'],"['possible', 'potential', 'mineralisation']","once access has been approved the work plan would include exploration diamond drilling targets on the desert edge tenement (el 45 1687), combined with regional anomaly evaluation follow up and possible drilling on the remainder tenements in 2006 2007. historically, uranium exploration in the rudall river region has concentrated on the evaluation of the basement rmc. no systematic uranium exploration of the coolbro sandstone has been carried out to date. current explorers are evaluating the yeneena supergroup sediments overlying the coolbro sandstone for cu, pb, zn and au potential. despite the very sporadic exploration history of the region a number of significant mineral discoveries have been made, such as: telfer (newcrest, au), nifty (wmc, cu) and kintyre (cra rio tinto, u). ground based electromagnetic techniques such as horizontal loop electromagnetic (hlem) and induced polarisation (ip) may be utilised to follow up the tempest survey and delineate conductive basement rocks, altered sandstone or bif basement rocks to aid in targeting drill holes and uranium mineralisation.","['uranium', 'uranium', 'uranium']","['sediments', 'sandstone', 'bif']",['diamond'],"['coolbro sandstone', 'yeneena supergroup', 'coolbro sandstone']","['rudall', 'telfer', 'nifty']",[],0,True,True,significant mineral discoveries
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_160,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,160,the prime objective of the project is to discover economic uranium mineralisation within a geological environment similar to deposits in the athabasca basin of canada and associated with the kombolgie basin of the northern territory.,1,['mineralisation'],['mineralisation'],"rr06 02 cameco australia pty ltd page 11 of 13 alteration in the coolbro and rmc. the geophysical surveys will most likely be restricted to the previously tested drill area on the sunday creek tenement, but additional surveys may be warranted to advance the regional understanding over other anomalous areas. the rudall river project is a uranium exploration project owned and operated by cameco australia pty ltd (cameco). the prime objective of the project is to discover economic uranium mineralisation within a geological environment similar to deposits in the athabasca basin of canada and associated with the kombolgie basin of the northern territory. the kintyre uranium deposit immediately to the south of the project area is an indication that uranium ore forming processes have been active in the area. the project originally consisted of six exploration licenses covering a total area of 803.41 km2 which are situated on the rudall river 1:250,000 map sheet, approximately 280 km ne of newman and 430 km se of port hedland in western australia (figure 1).","['uranium', 'uranium', 'uranium deposit', 'uranium']",[],[],[],"['australia', 'rudall', 'australia', 'northern territory', 'rudall', 'newman', 'port hedland', 'western australia']",[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_173,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,173,"telfer is a large, lowgrade, syngenetic gold deposit (9 million tonnes @ 3.5 g t au) located within a quartzlimonite horizon between siltstone and footwall sandstone units at the base of the telfer formation (yeneena supergroup).",1,['lowgrade'],['lowgrade'],"a subsequent reversal of the approval has resulted in no further exploration activities since november 2004. it was indicated at a meeting in april 2006 that the martu people might be again willing to negotiate, and a negotiation proposal has been forwarded to cameco. the telfer gold deposit is located 70 km north of kintyre (figure 4) and is presently being mined by newcrest australia ltd (formally newmont). telfer is a large, lowgrade, syngenetic gold deposit (9 million tonnes @ 3.5 g t au) located within a quartzlimonite horizon between siltstone and footwall sandstone units at the base of the telfer formation (yeneena supergroup). although the ore is stratabound, reconcentration has occurred within quartz veinlets particularly where brittle deformation has occurred along fold axes. cross folding and updoming may have been caused by the forceful emplacement of the mt crofton granite (620 ma).","['gold deposit', 'gold deposit']","['siltstone', 'sandstone', 'granite']",['quartz'],"['telfer formation', 'yeneena supergroup']","['telfer', 'australia', 'telfer']",[],0,True,True,reversal of the approval
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_186,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,186,the 1996 field program consisted of the following: a total of 166 rock samples were collected along six broad spaced traverses over most of camecos tenement holdings.,1,['broad'],['broad'],"rr06 02 cameco australia pty ltd page 6 of 13 minor occurrences of platinum, barite, silver and rare earth elements have also been reported from the paterson orogen (rmc). a proposed minimum budget of $350,000 will be necessary to complete the program as planned for els 45 1686, 1687 and 2003 comprising the rudall river project. table 2: summary of 1996 & 1997 exploration this evaluation was essentially a preliminary sampling exercise designed to generate a lithogeochemical database for future exploration. the 1996 field program consisted of the following: a total of 166 rock samples were collected along six broad spaced traverses over most of camecos tenement holdings. a further 112 quartz vein samples were collected and sent to analabs in perth, wa, for multielement geochemistry. all regional samples collected were spectrally analysed using the pima instrument.",[],['quartz vein'],"['platinum', 'barite', 'silver', 'rare earth elements']",[],"['australia', 'rudall', 'perth']",[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_192,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,192,table 3: summary of 1997 & 1998 exploration the project objectives were to expand the exploration database of the coolbro sandstone cover sequence and identify alteration systems related to kintyre style unconformity related uranium mineralisation.,1,['mineralisation'],"['mineralisation', 'mineralisation']","the rock samples were analysed and formed the basis for the saskatchewan research councils (src) study. duplicate rock samples (plus pima data) were sent to david quirt at the src in saskatoon, canada, who completed petrographic studies, xrd and chemical analysis and a preliminary comparison with the kombolgie sandstone. 3.3.2 1997 & 1998 exploration program two separate field exploration programs were completed, the first in august 1997 and the second in mayjune 1998 (drever and thevisson, 1998). table 3: summary of 1997 & 1998 exploration the project objectives were to expand the exploration database of the coolbro sandstone cover sequence and identify alteration systems related to kintyre style unconformity related uranium mineralisation. it is inferred that the kintyre mineralisation has similar geological and structural characteristics to the mcarthur river basin and athabasca basin areas of the northern territory and saskatchewan, respectively. the 1997 field program consisted of the following: infill regional lithogeochemical coolbro sandstone sampling at 1 km centres, mostly along traverses intermediate to the 1996 work.",['uranium'],['sandstone'],[],"['coolbro sandstone', 'coolbro sandstone']","['mcarthur', 'northern territory']",[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_199,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,199,rr06 02 cameco australia pty ltd page 7 of 13 the regional sampling density was increased to one sample per km2 where possible.,1,['possible'],['possible'],"radiometric and geological prospecting traverses in selected areas. re logging of ual idemitsu drill core was carried out as part of a re evaluation of the desert edge uranium prospect on el 45 1687. the 1998 field program consisted of the following: july 2006 annual report; no. rr06 02 cameco australia pty ltd page 7 of 13 the regional sampling density was increased to one sample per km2 where possible. a project wide magnetic and radiometric survey was flown and a second detailed airborne survey was flown over the desert edge area. this survey was prompted by the identification of banded iron formation (bif), ribbony quartz and the presence of carbonates in drill core.",['uranium'],"['banded iron formation', 'bif']","['quartz', 'carbonates']",[],['australia'],[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_215,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,215,this data was used to identify possible uranium enrichment worthy of follow up on the basis of the u2 th ratio.,1,['possible'],['possible'],"a total of 228 detectors were buried for a total of 23 days. airborne radiometric follow up. uncorrected (raw) airborne radiometric data became available near the end of the 1998 field season. this data was used to identify possible uranium enrichment worthy of follow up on the basis of the u2 th ratio. 28 samples were analysed by systems exploration (nsw) pty ltd for physical rock properties. parameters measured were density, magnetic susceptibility, galvanic electrical resistivity, inductive conductivity, ip effect (as phase lag) and p wave velocity.",['uranium'],['lag'],[],[],['nsw'],[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_231,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,231,all holes targeted the contact between the rmc suite of gneisses and schists and the younger coolbro sandstone of the throssell group (yeenena supergroup) sediments to test this prospective horizon in a northwest and southeast direction away from the known mineralisation previously intersected in historical holes sdd 11 and sdd17.,1,['mineralisation'],['mineralisation'],"eleven holes were re logged and sampled from the desert edge area. two holes from the sunday creek prospect and one each from the yandagooge and mount sears area. a total of four diamond drill holes (1002.5 m) were drilled at desert edge in may and june 1999. all holes targeted the contact between the rmc suite of gneisses and schists and the younger coolbro sandstone of the throssell group (yeenena supergroup) sediments to test this prospective horizon in a northwest and southeast direction away from the known mineralisation previously intersected in historical holes sdd 11 and sdd17. pontifex & associates completed three separate studies. two studies were completed during 1998 on the historical drill core samples and on outcrop samples and one report was completed during 1999, based upon the 1999 diamond drilling.",[],"['schists', 'sediments']","['diamond', 'diamond']","['coolbro sandstone', 'throssell group']",[],[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_236,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,236,"the work was completed to facilitate the required land reduction scenario in 2000 and to rate the potential of the area for future exploration (oconnor et al., 2000).",1,['potential'],['potential'],"two studies were completed during 1998 on the historical drill core samples and on outcrop samples and one report was completed during 1999, based upon the 1999 diamond drilling. 3.3.4 1999 & 2000 exploration program multi spectral data analysis and synthesis was carried out utilizing all geophysical and geological datasets available and the entire lithogeochemical dataset from the coolbro sandstone on the rudall river project. in house personnel at the darwin office performed the multi spectral processing and interpretation work during march, april and may 2000. the work was completed to facilitate the required land reduction scenario in 2000 and to rate the potential of the area for future exploration (oconnor et al., 2000). table 5: summary of 1999 & 2000 exploration all lithogeochemical and geophysical data was gridded using ermapper for display and manipulation in mapinfo. ermapper gridded data was imported into mapinfo format using vertical mapper software for processing.",[],[],['diamond'],['coolbro sandstone'],['rudall'],[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_240,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,240,"certain parameters deemed to be significant, or indicative of uranium mineralisation were also processed together, combining factors to highlight subtle anomalies.",1,['mineralisation'],['mineralisation'],"table 5: summary of 1999 & 2000 exploration all lithogeochemical and geophysical data was gridded using ermapper for display and manipulation in mapinfo. ermapper gridded data was imported into mapinfo format using vertical mapper software for processing. anomalies were highlighted for all parameters individually. certain parameters deemed to be significant, or indicative of uranium mineralisation were also processed together, combining factors to highlight subtle anomalies. 3.3.5 2004 exploration program during 2004, fugro undertook a tempest airborne electromagnetic survey over the three granted exploration licenses within the rudall river project. the flight line spacing was 200 m and flying height was 120 m, totalling 1536 line km.",['uranium'],[],[],[],['rudall'],[],0,True,False,
a072921_report rr06-02_annual_el1686_el1687_el2003_14576055_244,a072921_report rr06-02_annual_el1686_el1687_el2003_14576055.json,244,"rr06 02 cameco australia pty ltd page 9 of 13 table 6: summary of 2004 exploration figure 5: location of tempest survey previous electromagnetic surveys at kintyre failed to identify any conductors that can be associated with known uranium mineralisation, despite some minor disseminated sulphides.",1,['mineralisation'],"['broad', 'mineralisation']","3.3.5 2004 exploration program during 2004, fugro undertook a tempest airborne electromagnetic survey over the three granted exploration licenses within the rudall river project. the flight line spacing was 200 m and flying height was 120 m, totalling 1536 line km. tempest is a high powered time domain system with a broad bandwidth, which enables good resolution of variations in resistivity and penetration through relatively thick sandstone. rr06 02 cameco australia pty ltd page 9 of 13 table 6: summary of 2004 exploration figure 5: location of tempest survey previous electromagnetic surveys at kintyre failed to identify any conductors that can be associated with known uranium mineralisation, despite some minor disseminated sulphides. the surveys confirmed that the host sequence (metachert, carbonate and quartzite rocks) is strongly resistive. conductive responses were identified nearby, which are attributed graphite within the tracey fault and yandagooge sequence rocks (part of rmc).",['uranium'],"['sandstone', 'metachert', 'quartzite']","['sulphides', 'carbonate', 'graphite']",[],"['rudall', 'australia']",[],0,True,False,
a073559_title page and doir bibliographic data sheet06_15140735_5,a073559_title page and doir bibliographic data sheet06_15140735.json,5,results: the rc drilling extended the zone of hematite mineralisation at extension hill further to the west and closed it off to the north.,1,['mineralisation'],['mineralisation'],"work done: the exploration in 2005 2006 comprised rc drilling at extension hill, analysis of whole rock samples from the overlying hematite deposit, and of the detrital ore downslope. pq coring of the hematite for ore type delineation and metallurgical testing of the hematite to determine densities, degradability and probable lump fines ratios. deep rc infill holes into the northern half of the magnetite orebody at extension hill, with analysis of the magnetic concentrates. results: the rc drilling extended the zone of hematite mineralisation at extension hill further to the west and closed it off to the north. the pq core drilling in hematite delineated 6 ore types and provided approximate lump fines ratios for each. the deep rc drilling in magnetite provided infill lithology and analyses information, but did not allow for a better correlation between traverse lines 100m apart.",[],[],"['hematite', 'hematite', 'hematite', 'magnetite', 'hematite', 'hematite', 'magnetite']",[],"['extension hill', 'extension hill', 'extension hill']",[],0,True,False,
a073585_gardner_river_2006_12918641_10,a073585_gardner_river_2006_12918641.json,10,no further exploration work was completed due to the low grade nature of the surface geochem.,1,['low grade'],['low grade'],"the tenement lies within the lake grace terrane as described by wilde et al., (1996). granite and felsic to mafic granulites and gneisses occur as scattered outcrops and subcrops throughout farming paddocks on the tenements in this report. a weakly anomalous assay of 3ppb au was returned from a roadside sample from loam. no further exploration work was completed due to the low grade nature of the surface geochem. the tenement was surrendered on 19 april 2006. 2.0 introduction this report documents all exploration work carried out on the relinquished exploration licence 70 2681 (gardner river) by dominion mining limited (acn 000 660 864) for the period 22 february 2005 to 19 april 2006.",[],"['granite', 'mafic granulites']",[],[],['lake grace'],[],0,True,False,
a073585_gardner_river_2006_12918641_62,a073585_gardner_river_2006_12918641.json,62,no further exploration work was completed due to the low grade nature of the surface geochem.,1,['low grade'],['low grade'],"the tenement is located in the western gneiss terrane of the southwest yilgarn province. the tenements lie within the lake grace terrane as described by wilde et al., (1996). a weakly anomalous assay of 3ppb au (loam) was returned from a roadside sample from loam. no further exploration work was completed due to the low grade nature of the surface geochem. the tenement was surrendered on 19 april 2006. 6.0 references tetlaw, n., 1994, geophysical methods in the search for a geological control over the south west seismic zone, uwa honours thesis.",[],['gneiss'],[],[],"['southwest', 'lake grace', 'south west']",[],0,True,False,
a073727_2006 millrose annual report_11563398_16,a073727_2006 millrose annual report_11563398.json,16,the broad low grade supergene gold anomaly surrounding the millrose resource continues for at least another 2.6km south and in places reaches widths in excess of 500m.,2,"['broad', 'low grade']","['broad', 'low grade', 'low grade', 'potential']","this option obviously has the benefit of reduce capital, milling and haulage costs. heap dump leach scenarios for the entire resource have not yet been completed. 4.3 future work programmes the broad low grade supergene gold anomaly surrounding the millrose resource continues for at least another 2.6km south and in places reaches widths in excess of 500m. limited rc drilling designed to follow aircore intercepts south of the millrose resource has confirmed the presence of a number of sub parallel high grade zones within the broader low grade supergene gold anomaly. these high grade zones present significant targets that have the potential to add substantial ounces to the existing resource.",[],[],"['gold', 'gold']",[],[],[],0,True,True,present significant targets that have the potential
a073727_2006 millrose annual report_11563398_20,a073727_2006 millrose annual report_11563398.json,20,aircore drilling has returned 4m @ 1.34g t gold from a hole drilled 100m to the south of this zone and 40m @ 1.17g t from 52m (inc 20m @ 2.06g t) and 4m @ 3.19g t gold from 56m and ending in mineralisation from two holes drilled 100m to the north.,1,['mineralisation'],"['low grade', 'potential', 'mineralisation', 'mineralisation', 'mineralisation']",limited rc drilling designed to follow aircore intercepts south of the millrose resource has confirmed the presence of a number of sub parallel high grade zones within the broader low grade supergene gold anomaly. these high grade zones present significant targets that have the potential to add substantial ounces to the existing resource. due to the geological similarities along the strike length of the known mineralization it is likely that any additional resources will have similar issues with respect to geometry and depth of weathering etc as does the existing millrose resource. aircore drilling has returned 4m @ 1.34g t gold from a hole drilled 100m to the south of this zone and 40m @ 1.17g t from 52m (inc 20m @ 2.06g t) and 4m @ 3.19g t gold from 56m and ending in mineralisation from two holes drilled 100m to the north. the current strike extent of this high grade mineralisation is now in excess of 600m. previous reconnaissance rc drilling of the southern zone while returning a number of interesting intercepts suggests mineralisation is perhaps thinner and slightly less continuous.,[],[],"['gold', 'gold', 'gold']",[],[],[],0,True,True,has confirmed the presence
a073727_2006 millrose annual report_11563398_24,a073727_2006 millrose annual report_11563398.json,24,aircore drilling to the north of this zone returned only low grade mineralisation but drilling 100m to the south returned a number of encouraging intercepts including 4m @ 1.31g t from 24m and 4m @ 1.43g t from 96m and ended in >1g t gold.,3,"['low grade', 'mineralisation', 'encouraging']","['mineralisation', 'mineralisation', 'low grade', 'mineralisation', 'encouraging', 'broad', 'mineralisation', 'mineralisation']",the current strike extent of this high grade mineralisation is now in excess of 600m. previous reconnaissance rc drilling of the southern zone while returning a number of interesting intercepts suggests mineralisation is perhaps thinner and slightly less continuous. the strike of this zone currently extends over 300m. aircore drilling to the north of this zone returned only low grade mineralisation but drilling 100m to the south returned a number of encouraging intercepts including 4m @ 1.31g t from 24m and 4m @ 1.43g t from 96m and ended in >1g t gold. previous broad spaced rc and aircore drilling of the western zone defined mineralisation over approximately 300m. aircore drilling returned 4m @ 4.46g t from 24m and 4m @ 1.47g t from 88m on a section drilled 100m to the north of previously defined mineralisation.,[],[],['gold'],[],[],[],0,True,True,returned a number of encouraging intercepts
a073727_2006 millrose annual report_11563398_31,a073727_2006 millrose annual report_11563398.json,31,this information is important to determine potential to delivery a minable underground resource.,1,['potential'],"['potential', 'potential']","infill rc drilling will be required to move the current resource into a measured status. however prior to doing this it is recommended that the following work be undertaken: continue to negotiate toll treatment arrangement, continue to negotiate right to purchase nimary mill, complete rc dd drilling to obtain metallurgical, hydrological and geotechnical data this information is critical to advancing the project, re run scoping study and pit optimizations using updated gold price and input parameters. investigate various scenarios including doubling resource (same geometry include dummy pits to south), investigate underground option, investigation heap dump leach option, deep rc dd drilling on one or two infill sections within the current resource to investigate down dip down plunge continuity of mineralization beneath the optimized pit. this information is important to determine potential to delivery a minable underground resource. current drill density is insufficient to be confident of continuity of high grade shoots, rc drill southern pods to increase resource base. good potential exists to significantly increase the resource base within the area immediately south of the existing resource.",[],[],['gold'],[],[],[],0,True,True,good potential exists
