event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words,event_text
a080198_mithril_pardoo 2008 annual report_12750651_154,a080198_mithril_pardoo 2008 annual report_12750651.json,154,"Historical drilling at Highway has outlined an 800m long by 50-75m wide, disseminated and semi-massive nickel copper sulphide system containing 5-30% sulphide minerals.",1,['contain'],"mithril conducted ground based geophysics (figure 1), diamond drilling (4 holes 999.5 m), reassaying of historic sample pulps, specific gravity determinations and bio oxidation heap leaching amenability trials in the 2007 2008 reporting year (table 1). previous historical drilling at both the highway and supply well prospects has identified an unusual style of disseminated and semi massive nickel copper sulphide mineralization that appears stratabound and discordant within meta sediments, cherts and possible ultramafic rocks. historical drilling at highway has outlined an 800m long by 50 75m wide, disseminated and semi massive nickel copper sulphide system containing 5 30% sulphide minerals. the mineralized zone is stratabound and largely discordant to the lithology which dips 70 85o to the north, suggesting it is influenced by faulting or shearing."
a080198_mithril_pardoo 2008 annual report_12750651_159,a080198_mithril_pardoo 2008 annual report_12750651.json,159,The hanging-wall and the footwall chert appear to merge along strike to become a single unit and the mineralised metasedimentary host appears to pinch out.,1,['along strike'],"it has been suggested that the schists represent fine grained quartz feldspar chlorite metasediments that seems well supported by independent petrographic work. grey, white or translucent chert lithologies, sometimes heavily brecciated, occur stratigraphically above and below the main mineralised host unit. the hanging wall and the footwall chert appear to merge along strike to become a single unit and the mineralised metasedimentary host appears to pinch out. the main sulphide minerals are pyrite and pyrrhotite."
a080198_mithril_pardoo 2008 annual report_12750651_161,a080198_mithril_pardoo 2008 annual report_12750651.json,161,"Variable quantities of chalcopyrite are visible in the drill core whereas pentlandite has only been clearly identified in a number Page 18 of 30 Date: 27/11/2008 of instances with violarite, chalcocite and covellite also in minor amounts probably representing localised enrichment.",3,"['drill', 'minor', 'enrichment']","the hanging wall and the footwall chert appear to merge along strike to become a single unit and the mineralised metasedimentary host appears to pinch out. the main sulphide minerals are pyrite and pyrrhotite. variable quantities of chalcopyrite are visible in the drill core whereas pentlandite has only been clearly identified in a number page 18 of 30 date: 27 11 2008 of instances with violarite, chalcocite and covellite also in minor amounts probably representing localised enrichment. observations of existing diamond core samples confirm the presence of remobilized sulphides associated with major faulting and deformation."
a080198_mithril_pardoo 2008 annual report_12750651_164,a080198_mithril_pardoo 2008 annual report_12750651.json,164,"Where chert bands occur within the host schist, the mineralisation is dominantly vein-type, usually at irregular orientations.",1,['mineralisation'],"observations of existing diamond core samples confirm the presence of remobilized sulphides associated with major faulting and deformation. sulphide minerals form clots to wispy bands of remobilised mineralization, usually subparallel with cleavage. where chert bands occur within the host schist, the mineralisation is dominantly vein type, usually at irregular orientations. a historical inferred resource has been estimated from drilling at highway, which is open along strike and at depth, of 37mt of 0.3%ni and 0.12% cu using a 0.1% ni cut off."
a080198_mithril_pardoo 2008 annual report_12750651_165,a080198_mithril_pardoo 2008 annual report_12750651.json,165,"A historical inferred resource has been estimated from drilling at Highway, which is open along strike and at depth, of 37Mt of 0.3%Ni and 0.12% Cu using a 0.1% Ni cut-off.",3,"['drill', 'open at depth', 'along strike']","sulphide minerals form clots to wispy bands of remobilised mineralization, usually subparallel with cleavage. where chert bands occur within the host schist, the mineralisation is dominantly vein type, usually at irregular orientations. a historical inferred resource has been estimated from drilling at highway, which is open along strike and at depth, of 37mt of 0.3%ni and 0.12% cu using a 0.1% ni cut off. a higher grade core of 5 million tonnes grading better than 0.5% nickel, 0.13% copper has also been delineated to 200m vertical depth on 100m and 200m spaced sections."
a080198_mithril_pardoo 2008 annual report_12750651_169,a080198_mithril_pardoo 2008 annual report_12750651.json,169,The Company believes there is significant potential to increase the size and value of the resource defined at Highway.,1,['potential'],"the pardoo nickel project provides an excellent fit with the companys exploration and development strategy. geographically, it is well positioned being 15 km from the coast and approximately 100km east of port hedland along the great northern highway and in close proximity to power, rail and port facilities. the company believes there is significant potential to increase the size and value of the resource defined at highway. the deposit remains open at depth and the company notes that previous resource calculations did not incorporate the significant cobalt values."
a080198_mithril_pardoo 2008 annual report_12750651_170,a080198_mithril_pardoo 2008 annual report_12750651.json,170,The deposit remains open at depth and the company notes that previous resource calculations did not incorporate the significant cobalt values.,1,['open at depth'],"geographically, it is well positioned being 15 km from the coast and approximately 100km east of port hedland along the great northern highway and in close proximity to power, rail and port facilities. the company believes there is significant potential to increase the size and value of the resource defined at highway. the deposit remains open at depth and the company notes that previous resource calculations did not incorporate the significant cobalt values. a number of processing options to unlock the value of the inferred mineral resource of 130,000 tonnes of contained nickel in the highway deposit are being evaluated to determine the viability of the deposit as an open pit operation."
a080198_mithril_pardoo 2008 annual report_12750651_171,a080198_mithril_pardoo 2008 annual report_12750651.json,171,"A number of processing options to unlock the value of the inferred mineral resource of 130,000 tonnes of contained nickel in the Highway Deposit are being evaluated to determine the viability of the deposit as an open pit operation.",1,['contain'],"the company believes there is significant potential to increase the size and value of the resource defined at highway. the deposit remains open at depth and the company notes that previous resource calculations did not incorporate the significant cobalt values. a number of processing options to unlock the value of the inferred mineral resource of 130,000 tonnes of contained nickel in the highway deposit are being evaluated to determine the viability of the deposit as an open pit operation. preliminary results from biooxidation heap leaching amenability trials are positive and suggest recoveries of 92% for nickel and 91% for cobalt."
a080198_mithril_pardoo 2008 annual report_12750651_174,a080198_mithril_pardoo 2008 annual report_12750651.json,174,"Mithril plans to recalculate the resource figure incorporating the recent drill results, the cobalt assays, a higher density (resulting from recent specific gravity measurements) and a new geological model in the next six months.",1,['drill'],"preliminary results from biooxidation heap leaching amenability trials are positive and suggest recoveries of 92% for nickel and 91% for cobalt. the leaching process is similar to that being implemented by talvivaara mining plc on similar grade material at their namesake mine in finland. mithril plans to recalculate the resource figure incorporating the recent drill results, the cobalt assays, a higher density (resulting from recent specific gravity measurements) and a new geological model in the next six months. nickel sulphides have been identified outside of the highway resource area and exploration is planned to test targets with the potential to host high grade mineralisation on the project."
a080198_mithril_pardoo 2008 annual report_12750651_175,a080198_mithril_pardoo 2008 annual report_12750651.json,175,Nickel sulphides have been identified outside of the Highway resource area and exploration is planned to test targets with the potential to host high grade mineralisation on the Project.,2,"['potential', 'mineralisation']","the leaching process is similar to that being implemented by talvivaara mining plc on similar grade material at their namesake mine in finland. mithril plans to recalculate the resource figure incorporating the recent drill results, the cobalt assays, a higher density (resulting from recent specific gravity measurements) and a new geological model in the next six months. nickel sulphides have been identified outside of the highway resource area and exploration is planned to test targets with the potential to host high grade mineralisation on the project. a four drillhole program was completed in july 2008."
a080198_mithril_pardoo 2008 annual report_12750651_177,a080198_mithril_pardoo 2008 annual report_12750651.json,177,"Of the four, two drillholes were targeted to test the continuity and depth potential of the Highway Resource and two targeted regional geophysical anomalies.",1,['potential'],"nickel sulphides have been identified outside of the highway resource area and exploration is planned to test targets with the potential to host high grade mineralisation on the project. a four drillhole program was completed in july 2008. of the four, two drillholes were targeted to test the continuity and depth potential of the highway resource and two targeted regional geophysical anomalies. collar, survey, lithology and assay files are attached as appendices 2, 3, 4 and 5 respectively."
a080198_mithril_pardoo 2008 annual report_12750651_179,a080198_mithril_pardoo 2008 annual report_12750651.json,179,"The first hole at the Highway Resource was drilled to a depth of 393m while the second, located 200m to the southwest, was drilled to a depth of 333m (Figure 7).",2,"['drill', 'drill']","of the four, two drillholes were targeted to test the continuity and depth potential of the highway resource and two targeted regional geophysical anomalies. collar, survey, lithology and assay files are attached as appendices 2, 3, 4 and 5 respectively. the first hole at the highway resource was drilled to a depth of 393m while the second, located 200m to the southwest, was drilled to a depth of 333m (figure 7). after passing through a thin (30m 50m) cover sequence the drillholes intersected basement lithologies including mafic schists, brecciated cherts and laminated metasediments."
a080198_mithril_pardoo 2008 annual report_12750651_181,a080198_mithril_pardoo 2008 annual report_12750651.json,181,Analytical results confirm the presence of wide zones of nickel sulphide mineralisation including higher grades of up to 1.8% nickel encountered over one metre intervals.,1,['mineralisation'],"the first hole at the highway resource was drilled to a depth of 393m while the second, located 200m to the southwest, was drilled to a depth of 333m (figure 7). after passing through a thin (30m 50m) cover sequence the drillholes intersected basement lithologies including mafic schists, brecciated cherts and laminated metasediments. analytical results confirm the presence of wide zones of nickel sulphide mineralisation including higher grades of up to 1.8% nickel encountered over one metre intervals. the sulphide content within these intervals typically averages 5 10%."
a080198_mithril_pardoo 2008 annual report_12750651_184,a080198_mithril_pardoo 2008 annual report_12750651.json,184,This mineralisation appears to be associated with carbonate-sulphide veining within a metasediment.,1,['mineralisation'],"the sulphide content within these intervals typically averages 5 10%. both drillholes are inclined at 60 degrees (figures 8 and 9). this mineralisation appears to be associated with carbonate sulphide veining within a metasediment. dd08hw001, drilled 200m to the northeast also encountered gold and copper values at this horizon (1.37 g t and 0.55% copper over 1m)."
a080198_mithril_pardoo 2008 annual report_12750651_185,a080198_mithril_pardoo 2008 annual report_12750651.json,185,"DD08HW001, drilled 200m to the northeast also encountered gold and copper values at this horizon (1.37 g/t and 0.55% copper over 1m).",1,['drill'],"both drillholes are inclined at 60 degrees (figures 8 and 9). this mineralisation appears to be associated with carbonate sulphide veining within a metasediment. dd08hw001, drilled 200m to the northeast also encountered gold and copper values at this horizon (1.37 g t and 0.55% copper over 1m). these results warrant further investigation."
a080198_mithril_pardoo 2008 annual report_12750651_189,a080198_mithril_pardoo 2008 annual report_12750651.json,189,The fourth drillhole (DD08HW004) was targeted on a coincident magnetic and gravity anomaly 3km east and along strike from the Highway Resource.,1,['along strike'],the third drillhole (dd08hw003) targeted a strong ground electromagnetic conductor adjacent to a linear magnetic anomaly approximately 3km east southeast of the highway resource and page 23 of 30 date: 27 11 2008 intersected 35m of graphitic shale from 84m which is the likely source of the conductor (figure 10). no further work is warranted on the target. the fourth drillhole (dd08hw004) was targeted on a coincident magnetic and gravity anomaly 3km east and along strike from the highway resource. the drillhole intersected a mafic unit containing approximately 30% magnetite from 32m downhole (25m vertical depth) to the end of the hole at a depth of 150m (figure 10).
a080198_mithril_pardoo 2008 annual report_12750651_190,a080198_mithril_pardoo 2008 annual report_12750651.json,190,The drillhole intersected a mafic unit containing approximately 30% magnetite from 32m downhole (25m vertical depth) to the end of the hole at a depth of 150m (Figure 10).,1,['contain'],no further work is warranted on the target. the fourth drillhole (dd08hw004) was targeted on a coincident magnetic and gravity anomaly 3km east and along strike from the highway resource. the drillhole intersected a mafic unit containing approximately 30% magnetite from 32m downhole (25m vertical depth) to the end of the hole at a depth of 150m (figure 10). drillhole summaries are attached as appendix 6.
a080198_mithril_pardoo 2008 annual report_12750651_192,a080198_mithril_pardoo 2008 annual report_12750651.json,192,Specific gravity measurements were conducted every 4-5m on diamond drilled core.,1,['drill'],the drillhole intersected a mafic unit containing approximately 30% magnetite from 32m downhole (25m vertical depth) to the end of the hole at a depth of 150m (figure 10). drillhole summaries are attached as appendix 6. specific gravity measurements were conducted every 4 5m on diamond drilled core. measurements through the ore zone average ten percent greater than previously page 24 of 30 date: 27 11 2008 recorded.
a080198_mithril_pardoo 2008 annual report_12750651_196,a080198_mithril_pardoo 2008 annual report_12750651.json,196,"The purpose of the ground EM surveys was to identify conductors indicative of massive sulphide mineralisation and in the case of Highway South, to follow up the targets generated from the VTEM survey conducted in 2007.",2,"['mineralisation', 'follow up']","it is intended that a new average specific gravity measurement will be determined and incorporated into future resource calculations. the survey comprised 2 areas consisting of the highway central and highway south survey areas. the purpose of the ground em surveys was to identify conductors indicative of massive sulphide mineralisation and in the case of highway south, to follow up the targets generated from the vtem survey conducted in 2007. in all a total of 1013 em soundings were collected along 47 ne oriented lines covering some 50.65 line km."
a080198_mithril_pardoo 2008 annual report_12750651_206,a080198_mithril_pardoo 2008 annual report_12750651.json,206,"At Highway Central 2 targets of interest were defined, of which the southern most of these targets had been previously drill tested.",1,['drill'],"a total of 445 slingram and inloop ground em soundings were collected along 23 separate lines at the highway south prospect. in all 22.25 line km data was collected at this prospect. at highway central 2 targets of interest were defined, of which the southern most of these targets had been previously drill tested. this southern most target is highly conductive and as the drill test finished in graphitic shale, there is potential for nis mineralisation beneath."
a080198_mithril_pardoo 2008 annual report_12750651_207,a080198_mithril_pardoo 2008 annual report_12750651.json,207,"This southern most target is highly conductive and as the drill test finished in graphitic shale, there is potential for NiS mineralisation beneath.",3,"['drill', 'potential', 'mineralisation']","in all 22.25 line km data was collected at this prospect. at highway central 2 targets of interest were defined, of which the southern most of these targets had been previously drill tested. this southern most target is highly conductive and as the drill test finished in graphitic shale, there is potential for nis mineralisation beneath. the northern target was untested, however, is not as conductive as the target to the south."
a080198_mithril_pardoo 2008 annual report_12750651_209,a080198_mithril_pardoo 2008 annual report_12750651.json,209,It was suggested both of these targets should be drill tested.,1,['drill'],"this southern most target is highly conductive and as the drill test finished in graphitic shale, there is potential for nis mineralisation beneath. the northern target was untested, however, is not as conductive as the target to the south. it was suggested both of these targets should be drill tested. at the highway south prospect 4 targets of interest were identified with only 1 target previously drill tested intersecting black shale however further testing of this target is recommended."
a080198_mithril_pardoo 2008 annual report_12750651_210,a080198_mithril_pardoo 2008 annual report_12750651.json,210,At the Highway South Prospect 4 targets of interest were identified with only 1 target previously drill tested intersecting black shale however further testing of this target is recommended.,1,['drill'],"the northern target was untested, however, is not as conductive as the target to the south. it was suggested both of these targets should be drill tested. at the highway south prospect 4 targets of interest were identified with only 1 target previously drill tested intersecting black shale however further testing of this target is recommended. of the four targets two had higher measured conductance and as such were higher priority targets."
a080198_mithril_pardoo 2008 annual report_12750651_220,a080198_mithril_pardoo 2008 annual report_12750651.json,220,The De Grey Group overlies the Gorge Creek Group and is comprised of medium to coarse grained metasediments with minor quantities of volcanic and volcanoclastic rocks.,1,['minor'],"these comprise sequences of fine to coarse grained clastic metasedimentary rocks of the basal corboy formation and fine grained and clastic sediments of the overlying nimingarra iron formation, the host of the goldsworthy iron deposit. it is important to note that ultramafic schists are known to occur at the base of the gorge creek group and elsewhere throughout the region. the de grey group overlies the gorge creek group and is comprised of medium to coarse grained metasediments with minor quantities of volcanic and volcanoclastic rocks. overlying the archaean rocks of the greenstone belt are the mesozoic aged sediments of the lambert shelf."
a080198_mithril_pardoo 2008 annual report_12750651_223,a080198_mithril_pardoo 2008 annual report_12750651.json,223,Mineralisation in the Highway and Supply Well prospects are within metasedimentary rocks and cherts of the Gorge Creek Group.,1,['mineralisation'],overlying the archaean rocks of the greenstone belt are the mesozoic aged sediments of the lambert shelf. within the project area these sediments are generally 30 40m in thickness and tend to thicken northward. mineralisation in the highway and supply well prospects are within metasedimentary rocks and cherts of the gorge creek group. intense metamorphism and alteration affects most rock types often making identification of primary lithologies very difficult.
a080198_mithril_pardoo 2008 annual report_12750651_228,a080198_mithril_pardoo 2008 annual report_12750651.json,228,"The De Grey Structural Zone,a large, regionally pervasive structure, is believed to be integral to the mineralisation at the Highway and Supply Well prospects.",1,['mineralisation'],"60 king william road, goodwood, south australia 5034 telephone: (61 8) 8378 8200 fax: (61 8) 8271 0037 location: the pardoo nickel project is situated in the northern pilbara region of western australia about 100kms east northeast of port hedland on the port hedland (sf 50 4) 1:250,000 and the pardoo 1:100,000 scale geological mapping sheets. geology: the pardoo nickel project is located on the northern edge of the east pilbara granitegreenstone terrane. the de grey structural zone,a large, regionally pervasive structure, is believed to be integral to the mineralisation at the highway and supply well prospects. work done: exploration in 2008 comprised ground based geophysics, diamond drilling (4 holes999.5 m), re assaying of historic sample pulps, specific gravity determinations and bio oxidation heap leaching amenability trials."
a080198_mithril_pardoo 2008 annual report_12750651_230,a080198_mithril_pardoo 2008 annual report_12750651.json,230,Results: Analytical results confirm the presence of wide zones of nickel sulphide mineralisation including higher grades of up to 1.8% nickel encountered over one metre intervals.,1,['mineralisation'],"the de grey structural zone,a large, regionally pervasive structure, is believed to be integral to the mineralisation at the highway and supply well prospects. work done: exploration in 2008 comprised ground based geophysics, diamond drilling (4 holes999.5 m), re assaying of historic sample pulps, specific gravity determinations and bio oxidation heap leaching amenability trials. results: analytical results confirm the presence of wide zones of nickel sulphide mineralisation including higher grades of up to 1.8% nickel encountered over one metre intervals. conclusions: the results were encouraging, and further drilling was planned."
a080198_mithril_pardoo 2008 annual report_12750651_231,a080198_mithril_pardoo 2008 annual report_12750651.json,231,"Conclusions: The results were encouraging, and further drilling was planned.",1,['further drilling'],"work done: exploration in 2008 comprised ground based geophysics, diamond drilling (4 holes999.5 m), re assaying of historic sample pulps, specific gravity determinations and bio oxidation heap leaching amenability trials. results: analytical results confirm the presence of wide zones of nickel sulphide mineralisation including higher grades of up to 1.8% nickel encountered over one metre intervals. conclusions: the results were encouraging, and further drilling was planned. the pardoo nickel project is situated in the northern pilbara region of western australia about 100kms east northeast of port hedland with its significant infrastructure including roads, power, rail and a deep sea port (figure 2)."
a080198_mithril_pardoo 2008 annual report_12750651_242,a080198_mithril_pardoo 2008 annual report_12750651.json,242,Large areas of Page 7 of 30 Date: 27/11/2008 exploration licenses were taken up in 1988 by CRA Exploration (CRAE) targeting Witwatersrand style gold-uranium mineralization following the completion of regional aeromagnetic surveys which highlighted the areas magnetic characteristics.,1,['follow up'],"minimum annual exploration expenditure is currently $63,000 as outlined in table 2. the region is largely covered by sediments and windblown sands and was not generally recognized as a prospective archaean greenstone belt until the late 1980s. large areas of page 7 of 30 date: 27 11 2008 exploration licenses were taken up in 1988 by cra exploration (crae) targeting witwatersrand style gold uranium mineralization following the completion of regional aeromagnetic surveys which highlighted the areas magnetic characteristics. initial work in early 1989 by crae revealed the presence of base metals including nickel, zinc, lead and copper."
a080198_mithril_pardoo 2008 annual report_12750651_244,a080198_mithril_pardoo 2008 annual report_12750651.json,244,Early diamond drilling at the Supply Well Prospect identified nickel and copper sulphides in diamond drill core.,1,['drill'],"large areas of page 7 of 30 date: 27 11 2008 exploration licenses were taken up in 1988 by cra exploration (crae) targeting witwatersrand style gold uranium mineralization following the completion of regional aeromagnetic surveys which highlighted the areas magnetic characteristics. initial work in early 1989 by crae revealed the presence of base metals including nickel, zinc, lead and copper. early diamond drilling at the supply well prospect identified nickel and copper sulphides in diamond drill core. consequently craes exploration work in the area shifted to nickel, copper and some separate zones of sediment hosted zinc mineralisation during 1988 1995, crae undertook detailed ground magnetic surveys, ground geophysical ip and em surveys, broad regional airborne em surveys and limited follow up diamond, rc and rab drilling over a large area known as the worthy project."
a080198_mithril_pardoo 2008 annual report_12750651_245,a080198_mithril_pardoo 2008 annual report_12750651.json,245,"Consequently CRAEs exploration work in the area shifted to nickel, copper and some separate zones of sediment-hosted zinc mineralisation During 1988-1995, CRAE undertook detailed ground magnetic surveys, ground geophysical IP and EM surveys, broad regional airborne EM surveys and limited follow-up diamond, RC and RAB drilling over a large area known as the Worthy Project.",2,"['mineralisation', 'follow up']","initial work in early 1989 by crae revealed the presence of base metals including nickel, zinc, lead and copper. early diamond drilling at the supply well prospect identified nickel and copper sulphides in diamond drill core. consequently craes exploration work in the area shifted to nickel, copper and some separate zones of sediment hosted zinc mineralisation during 1988 1995, crae undertook detailed ground magnetic surveys, ground geophysical ip and em surveys, broad regional airborne em surveys and limited follow up diamond, rc and rab drilling over a large area known as the worthy project. crae drilled 693 holes totalling 22,355m during their period of exploration."
a080198_mithril_pardoo 2008 annual report_12750651_246,a080198_mithril_pardoo 2008 annual report_12750651.json,246,"CRAE drilled 693 holes totalling 22,355m during their period of exploration.",1,['drill'],"early diamond drilling at the supply well prospect identified nickel and copper sulphides in diamond drill core. consequently craes exploration work in the area shifted to nickel, copper and some separate zones of sediment hosted zinc mineralisation during 1988 1995, crae undertook detailed ground magnetic surveys, ground geophysical ip and em surveys, broad regional airborne em surveys and limited follow up diamond, rc and rab drilling over a large area known as the worthy project. crae drilled 693 holes totalling 22,355m during their period of exploration. the drilling included 632 rab holes totalling 10,910m, 42 rc holes totalling 6,400m and 19 diamond drill holes totalling 5,045m."
a080198_mithril_pardoo 2008 annual report_12750651_247,a080198_mithril_pardoo 2008 annual report_12750651.json,247,"The drilling included 632 RAB holes totalling 10,910m, 42 RC holes totalling 6,400m and 19 diamond drill holes totalling 5,045m.",1,['drill'],"consequently craes exploration work in the area shifted to nickel, copper and some separate zones of sediment hosted zinc mineralisation during 1988 1995, crae undertook detailed ground magnetic surveys, ground geophysical ip and em surveys, broad regional airborne em surveys and limited follow up diamond, rc and rab drilling over a large area known as the worthy project. crae drilled 693 holes totalling 22,355m during their period of exploration. the drilling included 632 rab holes totalling 10,910m, 42 rc holes totalling 6,400m and 19 diamond drill holes totalling 5,045m. airborne magnetic and radiometric surveys were flown that enabled the detection and interpretation of the basement stratigraphy leading to the delineation of a major structural feature, the de grey structural zone largely hidden under sedimentary cover."
a080198_mithril_pardoo 2008 annual report_12750651_249,a080198_mithril_pardoo 2008 annual report_12750651.json,249,Ground follow-up of magnetics and IP along this zone identified several IP anomalies over 8km of strike.,2,"['follow up', 'along strike']","the drilling included 632 rab holes totalling 10,910m, 42 rc holes totalling 6,400m and 19 diamond drill holes totalling 5,045m. airborne magnetic and radiometric surveys were flown that enabled the detection and interpretation of the basement stratigraphy leading to the delineation of a major structural feature, the de grey structural zone largely hidden under sedimentary cover. ground follow up of magnetics and ip along this zone identified several ip anomalies over 8km of strike. testing of the ip anomalies intersected some 50 100m widths of >10% pyrrhotite pyrite mineralisation particularly in two holes at the supply well prospect."
a080198_mithril_pardoo 2008 annual report_12750651_250,a080198_mithril_pardoo 2008 annual report_12750651.json,250,Testing of the IP anomalies intersected some 50-100m widths of >10% pyrrhotite/pyrite mineralisation particularly in two holes at the Supply Well prospect.,1,['mineralisation'],"airborne magnetic and radiometric surveys were flown that enabled the detection and interpretation of the basement stratigraphy leading to the delineation of a major structural feature, the de grey structural zone largely hidden under sedimentary cover. ground follow up of magnetics and ip along this zone identified several ip anomalies over 8km of strike. testing of the ip anomalies intersected some 50 100m widths of >10% pyrrhotite pyrite mineralisation particularly in two holes at the supply well prospect. due to the presence of massive sulphides, a trial geotem survey was flown in 1990, which was successful in outlining sulphide mineralisation beneath up to 70m of mesozoicaged cover."
a080198_mithril_pardoo 2008 annual report_12750651_251,a080198_mithril_pardoo 2008 annual report_12750651.json,251,"Due to the presence of massive sulphides, a trial GEOTEM survey was flown in 1990, which was successful in outlining sulphide mineralisation beneath up to 70m of Mesozoicaged cover.",1,['mineralisation'],"ground follow up of magnetics and ip along this zone identified several ip anomalies over 8km of strike. testing of the ip anomalies intersected some 50 100m widths of >10% pyrrhotite pyrite mineralisation particularly in two holes at the supply well prospect. due to the presence of massive sulphides, a trial geotem survey was flown in 1990, which was successful in outlining sulphide mineralisation beneath up to 70m of mesozoicaged cover. this subsequently led to a larger survey over the de grey structural zone."
a080198_mithril_pardoo 2008 annual report_12750651_253,a080198_mithril_pardoo 2008 annual report_12750651.json,253,Several GEOTEM anomalies were identified from this airborne survey and were followed up with SIROTEM and ground magnetics.,1,['follow up'],"due to the presence of massive sulphides, a trial geotem survey was flown in 1990, which was successful in outlining sulphide mineralisation beneath up to 70m of mesozoicaged cover. this subsequently led to a larger survey over the de grey structural zone. several geotem anomalies were identified from this airborne survey and were followed up with sirotem and ground magnetics. drilling of sirotem and ip targets at supply well intersected cherts that contained 10 15% pyrite pyrrhotite."
a080198_mithril_pardoo 2008 annual report_12750651_254,a080198_mithril_pardoo 2008 annual report_12750651.json,254,Drilling of SIROTEM and IP targets at Supply Well intersected cherts that contained 10-15% pyrite/ pyrrhotite.,1,['contain'],"this subsequently led to a larger survey over the de grey structural zone. several geotem anomalies were identified from this airborne survey and were followed up with sirotem and ground magnetics. drilling of sirotem and ip targets at supply well intersected cherts that contained 10 15% pyrite pyrrhotite. this intersection was considered stratabound, late stage mineralisation associated with veins and fractures."
a080198_mithril_pardoo 2008 annual report_12750651_255,a080198_mithril_pardoo 2008 annual report_12750651.json,255,"This intersection was considered stratabound, late-stage mineralisation associated with veins and fractures.",1,['mineralisation'],"several geotem anomalies were identified from this airborne survey and were followed up with sirotem and ground magnetics. drilling of sirotem and ip targets at supply well intersected cherts that contained 10 15% pyrite pyrrhotite. this intersection was considered stratabound, late stage mineralisation associated with veins and fractures. significant investigation and drilling failed to replicate these results."
a080198_mithril_pardoo 2008 annual report_12750651_257,a080198_mithril_pardoo 2008 annual report_12750651.json,257,"In 1992, further drill testing of identified GEOTEM anomalies, located several new areas of sulphides at the Highway prospect (14km to the south west of Supply Well).",1,['drill'],"this intersection was considered stratabound, late stage mineralisation associated with veins and fractures. significant investigation and drilling failed to replicate these results. in 1992, further drill testing of identified geotem anomalies, located several new areas of sulphides at the highway prospect (14km to the south west of supply well). sirotem was completed firstly over 400m then to 200m spaced lines."
a080198_mithril_pardoo 2008 annual report_12750651_259,a080198_mithril_pardoo 2008 annual report_12750651.json,259,Drilling one conductor intersected a pyrite/ pyrrhotite zone containing 113m at 0.31% Ni and 0.31%Cu.,2,"['drill', 'contain']","in 1992, further drill testing of identified geotem anomalies, located several new areas of sulphides at the highway prospect (14km to the south west of supply well). sirotem was completed firstly over 400m then to 200m spaced lines. drilling one conductor intersected a pyrite pyrrhotite zone containing 113m at 0.31% ni and 0.31%cu. subsequent broad spaced drilling at the highway prospect outlined an 800m long by 50 75m wide, disseminated nickel copper sulphide resource."
a080198_mithril_pardoo 2008 annual report_12750651_263,a080198_mithril_pardoo 2008 annual report_12750651.json,263,Appendix 6 Drillhole Summaries Hole: DD08HW001 Project: Pardoo Date drilled: 14-30 June 2008 Drilled by: Drillwise Target: Central and deep mineralization of the highway deposit at 220m and 340m respectively.,2,"['drill', 'drill']",appendix 1 ground em report pardoo_2008_groundem_interp.doc attached in digital format. appendix 1a ground em data highway_sth_inloop_dbdt.tem highway_sth_slingram_bfield.tem highway_central_inloop_dbdt.tem highway_central_slingram_bfield.tem attached in digital format. appendix 6 drillhole summaries hole: dd08hw001 project: pardoo date drilled: 14 30 june 2008 drilled by: drillwise target: central and deep mineralization of the highway deposit at 220m and 340m respectively. 34 hq3 drill rods stuck down hole.
a080198_mithril_pardoo 2008 annual report_12750651_264,a080198_mithril_pardoo 2008 annual report_12750651.json,264,34 HQ3 drill rods stuck down hole.,1,['drill'],appendix 1a ground em data highway_sth_inloop_dbdt.tem highway_sth_slingram_bfield.tem highway_central_inloop_dbdt.tem highway_central_slingram_bfield.tem attached in digital format. appendix 6 drillhole summaries hole: dd08hw001 project: pardoo date drilled: 14 30 june 2008 drilled by: drillwise target: central and deep mineralization of the highway deposit at 220m and 340m respectively. 34 hq3 drill rods stuck down hole. very slow drilling through silicified rock.
a080198_mithril_pardoo 2008 annual report_12750651_271,a080198_mithril_pardoo 2008 annual report_12750651.json,271,Gossanous iron stone of possible mafic origin with quartz veining to 55m.,1,['possible'],"highly altered sandstone and conglomerate, dominantly chert clasts and a slimy clay matrix to 45.3m. quartz rich sandstone and conglomerate cemented by an fe rich oxidized matrix to 52m. gossanous iron stone of possible mafic origin with quartz veining to 55m. chlorite, carbonate, quartz, sericite, biotite schist with relict beds of coarse grained quartz porphyroblasts that occur along layering which appears to be relict bedding, to 167m."
a080198_mithril_pardoo 2008 annual report_12750651_277,a080198_mithril_pardoo 2008 annual report_12750651.json,277,Hole: DD08HW002 Project: Pardoo Date drilled: 01-11 July 2008 Drilled by: Drillwise Target: Central and deep mineralization of the highway deposit at 260m and 320m respectively.,2,"['drill', 'drill']","page 27 of 30 date: 27 11 2008 mineralization summary: pyrite, pyrrhotite, chalcopyrite are present as fine coatings on foliations, as thin stringers along and cross cutting layering, as disseminated breccia matrix, as vein infill, and as blebs to sizable slugs. the sulphides can be present in both schist and chert lithologies. hole: dd08hw002 project: pardoo date drilled: 01 11 july 2008 drilled by: drillwise target: central and deep mineralization of the highway deposit at 260m and 320m respectively. 15 hq3 drill rods stuck down hole."
