event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words_in_sentence,trigger_words_in_event,event_text,ORE_DEPOSIT,ROCK,MINERAL,STRAT,LOCATION,TIMESCALE,event_label,reviewed,Near Miss Event,Key trigger phrase,Key trigger  phrase
a073389_mount_annual_report_2005_2006_part1_body_only_15008358_405,a073389_mount_annual_report_2005_2006_part1_body_only_15008358.json,405,"northwest striking faults are less common but play an important role in the mineralisation, for example in the norseman area.",1,['mineralisation'],['mineralisation'],"d: projects redemption_jv reports annual mount_annual_report_2006 mount_combined_annual_2005_2006_final.doc 18 d3 deformation results in numerous ne trending strike slip faults that occur throughout the map sheet. these faults are especially abundant in the coolgardie domain. northwest striking faults are less common but play an important role in the mineralisation, for example in the norseman area. the principal structures that impact the widgiemooltha tenements are, going from east to west, the zuleika shear, the black knob mission faults, the lake zot shear, and the chalice shear zone (figure 5).",[],[],[],[],"['coolgardie', 'norseman', 'widgiemooltha', 'chalice']",[],0,True,False,,
a073389_mount_annual_report_2005_2006_part1_body_only_15008358_415,a073389_mount_annual_report_2005_2006_part1_body_only_15008358.json,415,"this and other d2 thrusts flank the widgiemooltha dome, and given stratigraphic repetition, may have implications concerning nickel potential.",1,['potential'],['potential'],"this structure also displays d3 strike slip movement. the lake zot fault represents an east dipping d2 fault that repeats the stratigraphy within the coolgardie domain. this and other d2 thrusts flank the widgiemooltha dome, and given stratigraphic repetition, may have implications concerning nickel potential. the chalice shear is interpreted as a west dipping d2 thrust fault.",[],[],['nickel'],[],"['coolgardie', 'widgiemooltha', 'chalice']",[],0,True,False,,
a073389_mount_annual_report_2005_2006_part1_body_only_15008358_458,a073389_mount_annual_report_2005_2006_part1_body_only_15008358.json,458,in 1984 western mining corporation (wmc) evaluated the near surface potential around the main lode by drilling 17 shallow rc holes for a total of 470 m. the results were not sufficient to warrant an open pit so wmc relinquished their interest.,1,['potential'],['potential'],these holes tested the central lodes from main lode to no. 3 lodes east and west. in 1984 western mining corporation (wmc) evaluated the near surface potential around the main lode by drilling 17 shallow rc holes for a total of 470 m. the results were not sufficient to warrant an open pit so wmc relinquished their interest. a shaft was sunk in 1988 by liberty mining (bill phillips) and an underground mapping and sampling program conducted by m. soeters.,"['lodes', 'lode', 'lodes', 'lode']",[],[],[],[],[],0,True,False,,
a073389_mount_annual_report_2005_2006_part1_body_only_15008358_482,a073389_mount_annual_report_2005_2006_part1_body_only_15008358.json,482,"the excellent exploration potential of the land package, in conjunction with a large land holding that includes a number of low to medium grade potentially open pittable gold resources and the three mile hill gold treatment plant, represents a unique and excellent opportunity for the discovery, delineation and conversion of resources into potentially mineable reserves.",2,"['potential', 'medium grade']","['potential', 'medium grade']","trevor ceased mining late in 2003 when focus completed the conditions of the purchase. the consolidated land package that focus and matador under the rjv have managed to secure over a large portion of the coolgardie greenstone belt, probably is together for the first time since gold was discovered in coolgardie in 1892. the excellent exploration potential of the land package, in conjunction with a large land holding that includes a number of low to medium grade potentially open pittable gold resources and the three mile hill gold treatment plant, represents a unique and excellent opportunity for the discovery, delineation and conversion of resources into potentially mineable reserves. with aggressive exploration, the coolgardie and mount land package in conjunction with a functional mill and all required water and environmental licenses, should be able to sustain a significant gold mining operation for a number of years to come.",[],[],"['gold', 'gold', 'gold', 'gold']",['greenstone belt'],"['coolgardie', 'coolgardie', 'coolgardie']",[],0,True,True,,
a073389_mount_annual_report_2005_2006_part1_body_only_15008358_486,a073389_mount_annual_report_2005_2006_part1_body_only_15008358.json,486,"it is envisioned that a sizeable portion of these tonnes will likely have to come from low to medium grade open pittable resources combined with higher grade, lower tonnage underground resources in order to operate the mill efficiently and at capacity of about one million tonnes per annum.",1,['medium grade'],['medium grade'],"the single largest obstacle is the need to identify enough potentially economic measured resources to allow re starting the treatment plant. prior economic studies by herald and leviathan indicate that a potentially economic measured resource of at least five million tonnes will be required in advance to justify mill start up and amortization of the start up costs. it is envisioned that a sizeable portion of these tonnes will likely have to come from low to medium grade open pittable resources combined with higher grade, lower tonnage underground resources in order to operate the mill efficiently and at capacity of about one million tonnes per annum. the mount project may represent an opportunity to provide either a high grade underground resource opportunity or a moderate grade, moderate tonnage open pittable resource.",[],[],[],[],[],[],0,True,True,"an opportunity to provide either a high grade underground resource opportunity or a moderate grade, moderate tonnage open pittable resource","an opportunity to provide either a high grade underground resource opportunity or a moderate grade, moderate tonnage open pittable resource"
a073389_mount_annual_report_2005_2006_part1_body_only_15008358_489,a073389_mount_annual_report_2005_2006_part1_body_only_15008358.json,489,"the exploration over the next one to two years should be two pronged with enough infill drilling to advance, upgrade and optimize the existing inferred resource to partially start to convert some of it to a measured category and to see if it has the potential to be economic at current prices and costs and what would be the best fit mining methodology.",1,['potential'],['potential'],"the mount project may represent an opportunity to provide either a high grade underground resource opportunity or a moderate grade, moderate tonnage open pittable resource. on this basis, an aggressive exploration program is warranted and recommended for the mount gold project under the redemption joint venture. the exploration over the next one to two years should be two pronged with enough infill drilling to advance, upgrade and optimize the existing inferred resource to partially start to convert some of it to a measured category and to see if it has the potential to be economic at current prices and costs and what would be the best fit mining methodology. an aggressive surface exploration drilling program is also warranted to extend along strike and to depth the known gold mineralization at the german lode.",['lode'],[],"['gold', 'gold']",[],[],[],0,True,True,,
a078069_dg_2008a_9485260_5,a078069_dg_2008a_9485260.json,5,"gold and base metal mineralisation is the target, hosted by proterozoic basement, underneath palaeozoic and tertiary sediments.",1,['mineralisation'],"['mineralisation', 'potential']","this report details exploration activities completed during the period 19 january 2007 to 18 january 2008, on el45 2494. the licence is held, and operated by, pandell pty ltd, and was granted on 19 january 2007. gold and base metal mineralisation is the target, hosted by proterozoic basement, underneath palaeozoic and tertiary sediments. uranium potential also exists in tertiary calcareous zones.","['base metal', 'uranium']",['sediments'],['gold'],[],[],"['proterozoic', 'tertiary', 'tertiary']",0,True,True,,
a078069_dg_2008a_9485260_15,a078069_dg_2008a_9485260.json,15,"the desert gold project represents broadly conceptual geological targets, based upon the potential for the underlying proterozoic basement to host base metal or gold mineralisation, as it does in regionally similar areas (telfer and nifty deposits).",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","2.0 introduction this report covers exploration activities completed on pandell pty limiteds desert gold project (e45 2494), between 19 january 2007 and 18 january 2008. this is the first annual exploration report covering the licence. the desert gold project represents broadly conceptual geological targets, based upon the potential for the underlying proterozoic basement to host base metal or gold mineralisation, as it does in regionally similar areas (telfer and nifty deposits). elevated uranium has also been identified by previous workers, in tertiary superficial clays.","['base metal', 'uranium']",['clays'],"['gold', 'gold', 'gold']",[],"['telfer', 'nifty']","['proterozoic', 'tertiary']",0,True,True,,
a078069_dg_2008a_9485260_64,a078069_dg_2008a_9485260.json,64,"known gold mineralisation occurs in the lamil group sediments at telfer, as hydrothermal vein and stockworking, located in domal structures.",1,['mineralisation'],['mineralisation'],"the rudall complex consists of deformed and metamorphosed sedimentary and igneous rocks. the yeneena basin contains sedimentary rocks of the desert gold project (e45 2494) annual report 19 january 2007 to 18 january 2008 7 throssell range group, deposited in a shallow water, fluviatile to marine shelf environment, and overlying sedimentary rocks of the lamil group, which were deposited in a deeper water environment. known gold mineralisation occurs in the lamil group sediments at telfer, as hydrothermal vein and stockworking, located in domal structures. stratabound copper occurs at nifty mine, in the throssel range group, and similarly at the maroochydore prospect.",[],"['igneous rocks', 'sedimentary rocks', 'sedimentary rocks', 'sediments']","['gold', 'gold', 'hydrothermal', 'copper']","['rudall complex', 'throssell range group', 'lamil group', 'lamil group']","['yeneena basin', 'telfer', 'nifty']",[],0,True,False,,
a079848_ridley resources oscar range project annual technical report_17073649_0,a079848_ridley resources oscar range project annual technical report_17073649.json,0,"given the inability to properly analyse the auger samples collected, and the considered intrinsic potential for p63 1319 to potentially contain mineralization, it has been recommended that p63 1319 be retained for follow up work.",2,"['potential', 'follow up work']","['potential', 'follow up work']","given the inability to properly analyse the auger samples collected, and the considered intrinsic potential for p63 1319 to potentially contain mineralization, it has been recommended that p63 1319 be retained for follow up work. ridley resources oscar range project annual technical report (p63 1319) terra quaero pty ltd geoscience consulting author: dr m. m. cobb date: 19 10 2008 distribution:doir ridley resources keywords: gold, norseman, soil, auger, exploration, yilgarn sheet: norseman si5102 1:100k tenement holder: ridley resources (formerly malle gold corporation) project operator: ridley resource.",[],[],"['gold', 'gold']",[],"['norseman', 'norseman']",[],0,True,True,,
a079848_ridley resources oscar range project annual technical report_17073649_5,a079848_ridley resources oscar range project annual technical report_17073649.json,5,"due to restricted funding, samples collected during the soils sampling program have not yet been assayed, however the results of the desktop study and the pending assay results have resulted in the recommendation that the tenement p63 1319 be retained for follow up work.",1,['follow up work'],['follow up work'],"the project is located approximately 30 km from the gold mining township of norseman, and is easily accessed by 4wd using main roads and a comprehensive network of station tracks and prospecting tracks (figure 1). pioneer granitoid complex includes monzogranite and orthogneiss clastic sedimentary rocks includes andalusite pelite and plymictic conglomerate clastic sedimentary rock undivided buldania granitoid complex composite granitoid batholith quartz and feldspar rich sands sourced from underlying granitoid felsic volcaniclastic rock includes minor andalusite mica schist brown quartzofeldspathic rock associated with chert and quartzite chert and fine grained siliceous sedimentary rocks conglomerate and breccia containing majority chert clasts gneissic granitoid granitoid undivided orthogneiss commonly interleaved with amphibolite due to restricted funding, samples collected during the soils sampling program have not yet been assayed, however the results of the desktop study and the pending assay results have resulted in the recommendation that the tenement p63 1319 be retained for follow up work. the oscar range project is located within the dundas mineral field, which is host to numerous gold and nickel deposits, including the major historic mararoa, phoenix, and cumberland gold mines, and the modern scotia nickel mine.",['nickel deposits'],"['monzogranite', 'orthogneiss', 'clastic sedimentary rocks', 'conglomerate', 'clastic sedimentary rock', 'granitoid', 'batholith', 'sands', 'granitoid', 'felsic volcaniclastic rock', 'schist', 'chert', 'quartzite', 'chert', 'sedimentary rocks', 'conglomerate', 'breccia', 'chert', 'granitoid', 'granitoid', 'orthogneiss', 'amphibolite']","['gold', 'andalusite', 'quartz', 'feldspar', 'andalusite', 'mica', 'gold', 'gold', 'nickel']","['pioneer granitoid complex', 'buldania granitoid complex']","['norseman', 'dundas']",[],0,True,True,,
a085349_m24_690_2009s_9605952_22,a085349_m24_690_2009s_9605952.json,22,"mineral potential of the archean pilbara and yilgarn cratons, western australia, agso journal of australian geology and geophysics, 17, p 201222.",1,['potential'],['potential'],"geological survey of western australia. rubicon gold mine, kundana mining centre. mineral potential of the archean pilbara and yilgarn cratons, western australia, agso journal of australian geology and geophysics, 17, p 201222. geological mapping regional reconnaissance prospect underground costean.",[],[],['gold'],[],"['western australia', 'kundana', 'pilbara', 'western australia']",['archean'],0,True,False,,
a085349_m24_690_2009s_9605952_37,a085349_m24_690_2009s_9605952.json,37,the contact between the walter williams formation and the siberia komatiite marks the eastern limit of the nickel laterite mineralisation.,1,['mineralisation'],['mineralisation'],"the contact between the two ultramafic units is characterised by shearing (talc chlorite schist), local presence of sedimentary lenses and a narrow unit of pyroxenite, gabbro and leucogabbro. the entire sequence youngs eastward (swager, 1994). the contact between the walter williams formation and the siberia komatiite marks the eastern limit of the nickel laterite mineralisation. radar other (specify.",[],"['schist', 'pyroxenite', 'gabbro', 'laterite']","['talc', 'chlorite', 'nickel']","['walter williams formation', 'siberia komatiite']",[],[],0,True,False,,
a085349_m24_690_2009s_9605952_42,a085349_m24_690_2009s_9605952.json,42,"the ultramafic sequence is a regionally extensive, thick, fractionated komatiite flow.",1,['extensive'],"['extensive', 'mineralisation']","a summary of previous exploration works as outlined in these reports is included as table 4, below. exploration for gold and or nickel over the siberia project area, which includes m24 690, has been undertaken by several companies from the late 1960s onwards. the ultramafic sequence is a regionally extensive, thick, fractionated komatiite flow. as such it is prospective for disseminated nickel sulphide mineralisation that is most likely to be located in the stratigraphically lower part of the oac omc dominated ultramafic zone.",[],['komatiite'],"['gold', 'nickel', 'nickel', 'sulphide']",[],['siberia'],[],0,True,False,,
a085349_m24_690_2009s_9605952_51,a085349_m24_690_2009s_9605952.json,51,"consequently they can form very extensive, broad flow fields (up to 3,500 km2 in a real extent) which are lateral to the main lava conduits and subsidiary lava pathways, but typically form in a series of long, flat channels.",2,"['extensive', 'broad']","['extensive', 'broad']","komatiites may be broadly defined as ultramafic volcanic rocks which are the product of ultramafic melts containing greater than 18 wt% mgo, due to their high dissolved olivine content. komatiite lavas erupted at very high temperatures (up to 1650c) and with generally low viscosities. consequently they can form very extensive, broad flow fields (up to 3,500 km2 in a real extent) which are lateral to the main lava conduits and subsidiary lava pathways, but typically form in a series of long, flat channels. komatiites exhibit a wide range of primary textures, ranging from the diagnostic spinifex texture to various cumulate textures, reflecting the variable habits displayed by olivine within the cooling lava melt.",[],"['komatiites', 'ultramafic volcanic rocks', 'komatiite', 'komatiites']","['olivine', 'olivine']",[],['long'],[],0,True,False,,
a085349_m24_690_2009s_9605952_56,a085349_m24_690_2009s_9605952.json,56,"mesocumulates are the intermediate case, where olivine crystals have extensive mutual boundary contact but also contain some inter crystal material.",1,['extensive'],['extensive'],"cumulate textures vary from high density crystal packing to very loose packing and may be differentiated on the basis of the proportion of cumulus crystals to fine grained material trapped between each crystal. adcumulates have little or no intercumulus material, whilst orthocumulates exhibit high proportions of trapped intercumulus material. mesocumulates are the intermediate case, where olivine crystals have extensive mutual boundary contact but also contain some inter crystal material. heron resources ltd, siberia project (m24 690) surrender report 2009 8 an idealised komatiitic sheet flow stratigraphic succession in descending order is: gabbro (non cumulate); pyroxene cumulates; olivine orthocumulate, thin heterogeneous units olivine mesocumulate; olivine adcumulate, thick uniform sheet flow sequence basal olivine mesocumulate; basal thin unit olivine orthocumulate.",[],['gabbro'],"['crystal', 'crystals', 'crystal', 'olivine', 'crystals', 'crystal', 'pyroxene', 'olivine', 'olivine', 'olivine', 'olivine', 'olivine']",[],['siberia'],[],0,True,False,,
a085349_m24_690_2009s_9605952_60,a085349_m24_690_2009s_9605952.json,60,"further to the north, the agnewwiluna district hosts large, low grade disseminated sulphide deposits (i.e.",1,['low grade'],['low grade'],"all of australias producing komatiite hosted nickel sulphide deposits lie within the archaean yilgarn craton, mainly restricted to greenstone successions in the eastern goldfields and southern cross terranes that contain significant volumes of komatiites. the eastern goldfields terrane hosts the greatest concentration of archaean komatiitehosted nickel deposits in the world, with the bulk of past production from the world class deposits at kambalda (>2 mt ni). further to the north, the agnewwiluna district hosts large, low grade disseminated sulphide deposits (i.e. keith) and smaller, high grade massive and matrix sulphide deposits (i.e.","['nickel sulphide deposits', 'nickel deposits']","['komatiite', 'greenstone', 'komatiites']","['sulphide', 'sulphide']",[],"['yilgarn craton', 'goldfields', 'southern cross', 'goldfields', 'kambalda']","['archaean', 'archaean']",0,True,False,,
a085349_m24_690_2009s_9605952_73,a085349_m24_690_2009s_9605952.json,73,"type 2 (dunite hosted or mt keith type) deposits occur as stratiform, lenticular accumulations (up to 300 mt) of low grade (0.61.5% ni, ni:cu >19) disseminated sulphide occupying the central zone of large trough like shaped bodies of olivine mesocumulate to adcumulate infilling large erosion pathways.",1,['low grade'],['low grade'],"the ore deposits vary from lensoid to tongue shaped, are between 550 m thick, 5300 m wide, and extend down plunge for up to two kilometres. examples in western australia include kambalda, windarra, silver swan, perseverance, cosmos, rocky's reward, emily ann maggie hays, nepean and deposits at widgiemooltha. type 2 (dunite hosted or mt keith type) deposits occur as stratiform, lenticular accumulations (up to 300 mt) of low grade (0.61.5% ni, ni:cu >19) disseminated sulphide occupying the central zone of large trough like shaped bodies of olivine mesocumulate to adcumulate infilling large erosion pathways. these deposits are a result of continuous crystallisation and segregation of olivine and sulphide in equal proportions from flowing magma in large lava pathways located away from the eruptive vent (hill et al.",[],['dunite'],"['silver', 'sulphide', 'olivine', 'olivine', 'sulphide']",[],"['western australia', 'kambalda', 'perseverance', 'maggie hays', 'widgiemooltha']",[],0,True,False,,
a085349_m24_690_2009s_9605952_84,a085349_m24_690_2009s_9605952.json,84,"in this interpretation the dunite filled channels represent major central feeder zones filled with turbulent lava rivers, flanked by laterally thinner and slower flowing, laminar sheet flows giving rise to laterally extensive bodies of orthocumulate, a situation analogous to a large river breaching its banks and flooding over a wide area.",1,['extensive'],['extensive'],"as this flow wanes, lava ponds and in situ fractionation occurs. under these circumstances, the crystal pile rapidly changes from olivine cumulates to pyroxene cumulates to plagioclasepyroxene cumulates and then to non cumulate gabbro. in this interpretation the dunite filled channels represent major central feeder zones filled with turbulent lava rivers, flanked by laterally thinner and slower flowing, laminar sheet flows giving rise to laterally extensive bodies of orthocumulate, a situation analogous to a large river breaching its banks and flooding over a wide area. the type 1 situation represents a substantially smaller rate of eruption and flow, where lava flows rapidly and turbulently down the main central channels and episodically breaks out on either side of the main channel to form thin sheet flows, which differentiate in situ to form typical thin layered flows with well developed spinifex zones towards the top of the sequence.",[],"['gabbro', 'dunite']","['crystal', 'olivine', 'pyroxene']",[],[],[],0,True,False,,
a085349_m24_690_2009s_9605952_103,a085349_m24_690_2009s_9605952.json,103,conclusions: the tenement m24 690 mostly comprises outcrop and so is considered to have no potential to host an economically viable laterite nickel resource.,1,['potential'],['potential'],"work done: exploration activities completed include an open file data review, data compilation, aeromagnetic interpretation and a geological review (as part of reviews of the aeromagnetic data and geology of the siberia project as a whole). results: the tenement m24 690 was interpreted to lack ultramafic lithologies. conclusions: the tenement m24 690 mostly comprises outcrop and so is considered to have no potential to host an economically viable laterite nickel resource. as such no further work was recommended for this area and the tenement was surrendered.",[],['laterite'],['nickel'],[],['siberia'],[],0,True,False,,
a085349_m24_690_2009s_9605952_107,a085349_m24_690_2009s_9605952.json,107,"the prospective (for nickel laterite mineralisation) ultramafic sequence is formed by a range of komatiite lithologies within a single thick, fractionated flow unit.",1,['mineralisation'],['mineralisation'],"heron resources ltd, siberia project (m24 690) surrender report 2009 iii verification sheet exploration work type file name format office studies literature search database compilation computer modelling reprocessing of data general research report preparation m24_690_2009s pdf other (specify) exploration activities completed on m24 690 include field reconnaissance, a review of historical exploration data held on file, data compilation and an aeromagnetic interpretation and a geological review (as part of reviews of the aeromagnetic data and geology of the siberia project as a whole). the prospective (for nickel laterite mineralisation) ultramafic sequence is formed by a range of komatiite lithologies within a single thick, fractionated flow unit. the stratigraphic sequence in descending order of the flow units consists of: fractionated, layered, heterogeneous gabbro, capped by dolerite and basalt.",[],"['laterite', 'komatiite', 'gabbro', 'dolerite', 'basalt']",['nickel'],[],"['siberia', 'siberia']",[],0,True,False,,
a085349_m24_690_2009s_9605952_117,a085349_m24_690_2009s_9605952.json,117,"much of the potential mineralisation is found within grey brown or dark grey saprolites, but frequently high grade material is found within goethitichaematitic saprolites or within siliceous pale grey saprolites.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","this is underlain by saprolitic clays with occasional silcrete bands up to 5 6 metres thick. the economic nickel cobalt occurs within the saprolitic clay zones, generally a few metres below the boundary between the overlying plasmic clays and the underlying saprolitic clays. much of the potential mineralisation is found within grey brown or dark grey saprolites, but frequently high grade material is found within goethitichaematitic saprolites or within siliceous pale grey saprolites. radiometrics magnetics gravity digital terrain modelling electromagnetic.",[],"['clays', 'silcrete', 'clay', 'clays', 'clays', 'saprolites', 'saprolites', 'saprolites']",['nickel'],[],"['grey', 'grey', 'grey']",[],0,True,False,,
a072009_ems833_2006s_17021086_23,a072009_ems833_2006s_17021086.json,23,plasia pty ltd (plasia) acquired a moderate landholding in the esperance mineral field with potential for placer and alteration pisolitic ore bodies in a marine setting.,1,['potential'],['potential'],"this together with the glaciated pavement and probable ash fall from the cretaceous has given conditions which gave put down submarine glauconites all over west australia, especially in the dampier, carnarvon, perth and bremer basins. the various marine regressions and incursions are well recorded and the sea level indicators such as the whicher cliffs are also well documented. plasia pty ltd (plasia) acquired a moderate landholding in the esperance mineral field with potential for placer and alteration pisolitic ore bodies in a marine setting. the mt ney lease is part of the landholding over the pallinup siltstone and was considered prospective for thick paleochannel bauxite accumulations.",[],"['ash', 'bauxite']",['glauconites'],['pallinup siltstone'],"['australia', 'dampier', 'carnarvon', 'perth', 'cliffs', 'esperance']",['cretaceous'],0,True,False,,
a072009_ems833_2006s_17021086_30,a072009_ems833_2006s_17021086.json,30,a broad spaced regional aircore drilling campaign to test the plasia model was proposed in july but was postponed due to heavy rain.,1,['broad'],['broad'],the granite bedrock was not far below this fine silty layer and the lack of glaciated channels is evident from previous work and landsat images (figure 4.) of the area. a broad spaced regional aircore drilling campaign to test the plasia model was proposed in july but was postponed due to heavy rain. the program was further delayed in august by wet weather and was rescheduled to be carried out in october november.,[],"['granite', 'bedrock']",[],[],[],[],0,True,False,,
a072009_ems833_2006s_17021086_34,a072009_ems833_2006s_17021086.json,34,it targeted areas of potential mineral sand accumulations outlined by magnetic data.,1,['potential'],"['possible', 'potential']","the department of conservation and land management required drilling to be conducted in dry soil conditions to prevent the possible spread of die back disease in the area. the program of aircore drilling was carried out to the west and south of e63 833. it targeted areas of potential mineral sand accumulations outlined by magnetic data. results were disappointing and as such, the decision to surrender the tenement was made.",[],['mineral sand'],[],[],[],[],0,True,False,,
a084558_e80_3371_hc2009a_11315862_1,a084558_e80_3371_hc2009a_11315862.json,1,the strong ip response can be attributed either to massive sulphides or possible carbonaceous shales.,1,['possible'],['possible'],a very strong chargeability response and conductive response at bent ridge prospect has been achieved by a gradient array ip survey (figure 10). the strong ip response can be attributed either to massive sulphides or possible carbonaceous shales. carbonaceous shales have not been mapped in the area although this possibility cannot be discounted until the area is drilled.,[],"['shales', 'shales']",['sulphides'],[],[],[],0,True,True,possibility cannot be discounted until the area is drilled,possibility cannot be discounted
a084558_e80_3371_hc2009a_11315862_4,a084558_e80_3371_hc2009a_11315862.json,4,3.1 previous exploration 8 3.2 exploration potential.,1,['potential'],['potential'],"carbonaceous shales have not been mapped in the area although this possibility cannot be discounted until the area is drilled. the ip response corresponds with a siliceous gossanous ridge that is also associated with distinctive fuchsite carbonate alteration and anomalous geochemistry (refer to section 5.2). 3.1 previous exploration 8 3.2 exploration potential. the current program has involved the collation and re interpretation of the historic data, acquisition of the digital photography, the implementation of follow up geochemical and geophysical ip programs as well as heritage clearances, geological mapping and prospecting.",[],['shales'],"['fuchsite', 'carbonate']",[],[],[],0,True,True,,
a084558_e80_3371_hc2009a_11315862_19,a084558_e80_3371_hc2009a_11315862.json,19,the mt angelo tenement is located 35km southwest of halls creek along the great northern highway and hosts a large low grade copper deposit occurring within the mt angelo granophyric microgranite that is interpreted to be comagmatic with felsic volcanic and volcaniclastic units within the adjacent koongie park formation.,1,['low grade'],"['low grade', 'broad', 'low grade', 'mineralisation']","the area covered by the surveys is shown in figure 5 and has been documented by a klc anthropologist. rock chip samples pulverised mixed acid digest & aqua regia digest (analysed by icp oes & ms) element suite analysed included au ag as ba bi ce co cu hg la mn mo nb pb re sb sn ta te th tl u v w y zn pt pd figure 6: northern wa geology & location of the halls creek project halls creek project the mt angelo tenement is located 35km southwest of halls creek along the great northern highway and hosts a large low grade copper deposit occurring within the mt angelo granophyric microgranite that is interpreted to be comagmatic with felsic volcanic and volcaniclastic units within the adjacent koongie park formation. the area has seen several campaigns of diamond, open hole percussion and rc drilling confirming the presence of broad zones of low grade (~0.3%) copper mineralisation.",['copper deposit'],['mixed'],"['diamond', 'copper']",['koongie park formation'],"['halls creek', 'halls creek', 'southwest', 'halls creek']",[],0,True,True,,
a084558_e80_3371_hc2009a_11315862_39,a084558_e80_3371_hc2009a_11315862.json,39,pyrophyllite alteration is potentially associated with gold and possible copper mineralisation.,2,"['possible', 'mineralisation']","['possible', 'mineralisation']","the caroline fault is locally associated with pyrophyllite alteration and the development of distinctive fuchsite carbonate shears that are related to siliceous gossans. the caroline fault has developed an enigmatic inflection that is requires further investigation. pyrophyllite alteration is potentially associated with gold and possible copper mineralisation. in the vicinity of lady helen, granite and granite south the loadstone monzogranite is in contact with high grade metamorphic rocks of the tickalara formation to the north.",[],"['gossans', 'granite', 'granite', 'high grade metamorphic rocks']","['pyrophyllite', 'fuchsite', 'carbonate', 'pyrophyllite', 'gold', 'copper']",['loadstone monzogranite'],[],[],0,True,True,,
a084558_e80_3371_hc2009a_11315862_49,a084558_e80_3371_hc2009a_11315862.json,49,"1995) confirm that the loadstone monzogranite is compositionally an i type granite and is enriched in k compared with the bow batholith although the high field strength (hfs) elements (i.e ce, nd, th, nb, zr, y & cr) show broadly similar patterns.",1,['enriched'],['enriched'],"the western margin of the pluton has been potentially truncated by the splays off the springvale fault that occurs immediately west of moola bulla homestead although the outcrop is again obscured by a lateritic duricrust. petrochemical investigations by sheppard et al. (1995) confirm that the loadstone monzogranite is compositionally an i type granite and is enriched in k compared with the bow batholith although the high field strength (hfs) elements (i.e ce, nd, th, nb, zr, y & cr) show broadly similar patterns. the high k content of the loadstone monzogranite is confirmed by the anomalous total count radiometrics over the granite.",[],"['lateritic duricrust', 'granite', 'batholith', 'granite']",[],"['loadstone monzogranite', 'loadstone monzogranite']",['homestead'],[],0,True,False,,
a084558_e80_3371_hc2009a_11315862_52,a084558_e80_3371_hc2009a_11315862.json,52,these granites are usually volatile rich and can be associated with au cu and possibly u mineralisation.,1,['mineralisation'],['mineralisation'],"the high k content of the loadstone monzogranite is confirmed by the anomalous total count radiometrics over the granite. the high k content of the loadstone monzogranite may indicate development by convective fractionation with the development of lighter derivative liquids that may crystallise as high level leucocratic stocks and plutons and may explain the presence of the various felsic intrusives on the granite margins (wyborne, circa 1990). these granites are usually volatile rich and can be associated with au cu and possibly u mineralisation. the loadstone monzogranite is also associated with an anomalous regional aeromagnetic aureole.",[],"['granite', 'granite', 'granites']",[],"['loadstone monzogranite', 'loadstone monzogranite', 'loadstone monzogranite']",[],[],0,True,True,,
a084558_e80_3371_hc2009a_11315862_57,a084558_e80_3371_hc2009a_11315862.json,57,"the koongie park formation hosts vms style base metal mineralisation at sandiego, onedin, mt angelo north, as well as other prospects that helped to increase the prospectivity of the volcanic volcaniclastic stratigraphy.",1,['mineralisation'],['mineralisation'],"the area underlain by the koongie park formation in southern portion of the el is largely obscured by colluvial soils and lateritic duricrust. the volcanic and volcaniclastic rocks of the koongie park formation represent the core stratigraphy of the tenements extending from 40 km southwest of halls creek to 30 km north of halls creek. the koongie park formation hosts vms style base metal mineralisation at sandiego, onedin, mt angelo north, as well as other prospects that helped to increase the prospectivity of the volcanic volcaniclastic stratigraphy. target areas selected for follow up include the koongie project and highway prospect.","['vms', 'base metal']","['lateritic duricrust', 'volcaniclastic rocks']",[],"['koongie park formation', 'koongie park formation', 'koongie park formation']","['southwest', 'halls creek', 'halls creek']",[],0,True,True,,
a084558_e80_3371_hc2009a_11315862_62,a084558_e80_3371_hc2009a_11315862.json,62,"this style of mineralisation is being targeted at palm springs prospect, east of old halls creek.",1,['mineralisation'],['mineralisation'],"this area has been prospected during the current program. shear hosted epigenetic vein systems are associated with major fault zones at old halls creek. this style of mineralisation is being targeted at palm springs prospect, east of old halls creek. annual report by pickands mather pty ltd orth, k. 1997.",[],[],[],[],"['halls creek', 'halls creek']",[],0,True,False,,
