event_id,filename,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase
a082538_e39_1146_2009s_11829729_22,a082538_e39_1146_2009s_11829729.json,22,overlying these complexes are extensive mafic and ultramafic volcanic rocks and intrusive equivalents.,1,extensive,1,extensive,"a series of calc alkaline felsic (andesite with lesser dacite and rhyolite) volcanic complexes (welcome well, edjudina) occur throughout the domain. they are the lowermost part of the regional stratigraphy in the welcome wellminerie district, although they overlie tholeiitic basaltic rocks in the yarriwallbrook district. overlying these complexes are extensive mafic and ultramafic volcanic rocks and intrusive equivalents. in the uppermost parts of the succession particularly in the murrin murrin and eucalyptus districts are komatiitic basalt and lesser low mg komatiite and extensive ultramafic cumulate units.",,0,"komatiite, rhyolite, andesite, dacite, komatiitic basalt, basaltic, ultramafic volcanic rocks",murrin murrin,,,,True,False,
a082538_e39_1146_2009s_11829729_29,a082538_e39_1146_2009s_11829729.json,29,"felsic volcanism is best preserved in the welcome well complex, which is dominated by felsic volcaniclastic rocks with subordinate felsic (andesite) and mafic (tholeiite) volcanic rocks and intruded by regionally extensive dolerite and gabbro sills (giles & hallberg, 1982; hallberg, 1985).",1,extensive,1,extensive,"accordingly to groenewald et al. (2006), the lowermost part of the succession is the welcome well formation that consists of volcanic and volcaniclastic rocks that are predominantly andesitic in composition. felsic volcanism is best preserved in the welcome well complex, which is dominated by felsic volcaniclastic rocks with subordinate felsic (andesite) and mafic (tholeiite) volcanic rocks and intruded by regionally extensive dolerite and gabbro sills (giles & hallberg, 1982; hallberg, 1985). the welcome well formation is overlain by the minerie formation that consists of tholeiitic to komatiitic basalts, with extensive dolerite and gabbro and interlayered with epiclastic sedimentary units.","welcome well complex, minerie formation, welcome well formation",0,"volcaniclastic rocks, andesite, komatiitic basalts, volcanic rocks, gabbro, dolerite, felsic volcaniclastic rocks",,,,,True,False,
a082538_e39_1146_2009s_11829729_35,a082538_e39_1146_2009s_11829729.json,35,"small scale trust duplexes and possible larger scale bedding parallel faults imply repetition and or juxtaposition of various supracrustal packages (swager, 1995).",1,possible,1,possible,"the ultramafic cumulates are interpreted to be komatiitic in origin and their regolith is host to the murrin murrin lateritic ni co deposit (hill et al., 2001). in the south of the domain, are several fault bounded successions of basalt with minor komatiite and dolerite and gabbro sills overlain by felsic volcaniclastic and metasedimentaryfelsic epiclastic units, and are truncated against the kilkenny fault system. small scale trust duplexes and possible larger scale bedding parallel faults imply repetition and or juxtaposition of various supracrustal packages (swager, 1995). in the darlotspring well district in the northern part of the murrin domain, the greenstone succession consists of a basal basaltic package with rhyolite volcanic and volcaniclastic rocks and minor interflow metasedimentary units, overlain by felsic volcanic rocks of the spring well complex and more voluminous metasedimentary rocks considered to be distal equivalents of the spring well complex.",spring well complex,0,"komatiite, felsic volcanic rocks, volcaniclastic rocks, rhyolite, basalt, dolerite, metasedimentary rocks, basaltic, gabbro, regolith, metasedimentary, greenstone",murrin murrin,,,,True,False,
a082538_e39_1146_2009s_11829729_50,a082538_e39_1146_2009s_11829729.json,50,"rc drilling results were encouraging, with best result of 2 m @ 19.28 g t au, including 1 m @ 34.55 g t au.",1,encouraging,2,"encouraging, mineralisation","collation of these reports is ongoing. company date commodity historical tenement work completed comments 12640 battle mountain australia inc 1988 1990 gold m 31 00046 geological mapping, rab, ac, rc and diamond drilling, soils, aeromagnetics, petrology, and aerial photography. rc drilling results were encouraging, with best result of 2 m @ 19.28 g t au, including 1 m @ 34.55 g t au. diamond drilling intercepted only narrow zones of mineralisation, best intersection 10.6 m @ 3.6 g t au, including 0.98 m @ 11.9 g t au.",,0,,australia,"gold, diamond",,,True,True,drilling results were encouraging
a082538_e39_1146_2009s_11829729_71,a082538_e39_1146_2009s_11829729.json,71,the area is therefore considered barren of economic gold mineralisation and was consequently surrendered.,1,mineralisation,1,mineralisation,"the gold detection range is shown in table 4. 5.0 recommendations no significant gold anomalism was recorded within the drill programme. the area is therefore considered barren of economic gold mineralisation and was consequently surrendered. a revised geological framework for the yilgarn craton, western australia : western australia geological survey, record 2006 8, 8pp.",,0,,"western australia, yilgarn craton",gold,,,True,False,
a080105_e24_131_2008_verrep_15880690_2,a080105_e24_131_2008_verrep_15880690.json,2,"limited previous exploration has been completed in the project area, with the extensive cover restricting the effectiveness of prospecting and surface sampling.",1,extensive,2,"extensive, broad","the mt vetters project is in the kalgoorlie region of the norseman wiluna greenstone belt in a district with a history of gold and nickel production, with the cawse nickel laterite mine located to the south west of the project area. the project covers the southern portion of the cawse monzogranite and is covered by varying depths of alluvium. limited previous exploration has been completed in the project area, with the extensive cover restricting the effectiveness of prospecting and surface sampling. the broad spaced drilling that has been completed in the project area was successful in identifying anomalous gold associated with granite under cover.","greenstone belt, cawse monzogranite",0,"granite, alluvium, laterite","wiluna, norseman, kalgoorlie, south west","nickel, gold",,,True,False,
a080105_e24_131_2008_verrep_15880690_5,a080105_e24_131_2008_verrep_15880690.json,5,"this review suggests there is potential for the mt vetters project area to host gold in granite style mineralisation similar to that known in the area of the broad arrow project, however the extensive cover masks any potential surface geochemical response.",4,"potential, extensive, broad, mineralisation",4,"potential, extensive, broad, mineralisation","the broad spaced drilling that has been completed in the project area was successful in identifying anomalous gold associated with granite under cover. field inspection, gis data compilation and interpretation and correlation with similar local and regional mineralisation styles and occurrences was completed. this review suggests there is potential for the mt vetters project area to host gold in granite style mineralisation similar to that known in the area of the broad arrow project, however the extensive cover masks any potential surface geochemical response. modern exploration, incorporating geophysics, would assist in identifying suitable structural settings beneath the cover, based on knowledge gained from the broad arrow area.",,0,granite,broad arrow,gold,,,True,True,assist in identifying
a080105_e24_131_2008_verrep_15880690_8,a080105_e24_131_2008_verrep_15880690.json,8,"geophysics, combined with broad spaced drill testing, would also assist in defining any potential palaeo drainage channels in the project area.",2,"potential, broad",3,"potential, broad, mineralisation","modern exploration, incorporating geophysics, would assist in identifying suitable structural settings beneath the cover, based on knowledge gained from the broad arrow area. this work would be followed by drill testing of specific targets generated, plus the previously drill identified anomalous gold zone. geophysics, combined with broad spaced drill testing, would also assist in defining any potential palaeo drainage channels in the project area. follow up aircore and or rc drilling would be required to test the channels identified for any associated gold mineralisation.",,0,,broad arrow,gold,,,True,True,
a078725_abydos_cmbned report_0708_16201230_0,a078725_abydos_cmbned report_0708_16201230.json,0,"twenty mostly very small chips 3mm to 15mm of iron ore from the lalla rookh trend were sent to ian pontifex in january 2008, for petrographic mineragraphic description and particularly to check for the possible presence of asbestos minerals.",1,possible,1,possible,"twenty mostly very small chips 3mm to 15mm of iron ore from the lalla rookh trend were sent to ian pontifex in january 2008, for petrographic mineragraphic description and particularly to check for the possible presence of asbestos minerals. samples were dominantly from trigg, with some from mullaloo prospect.",,0,,,asbestos,iron ore,,True,False,
a078725_abydos_cmbned report_0708_16201230_5,a078725_abydos_cmbned report_0708_16201230.json,5,"the extensive opaque component means that information from transmitted light microscopy (thin section) would be limited (including any recognition of asbestos minerals, which would be largely camouflaged by the opaque oxide).",1,extensive,2,"extensive, possible","figure 8 below is an example of the detail of the accretionary textures seen in botryoidal goethite. initial macroscopic assessment indicated that approximately half of these samples are dominated by goethite limonite, some plus apparent hematite, with perhaps another half composed of ferruginised cherty silica. the extensive opaque component means that information from transmitted light microscopy (thin section) would be limited (including any recognition of asbestos minerals, which would be largely camouflaged by the opaque oxide). analytical procedures to provide the required information was therefore considered to be by polished section mineragraphic assessment of minerals (as far as possible with such goethitic limonitic material), also study of textures with an attempt to offer comment on genesis, together with photomicrographs.",,0,,genesis,"hematite, asbestos, oxide, silica, goethite",limonite,,True,True,
a078725_abydos_cmbned report_0708_16201230_10,a078725_abydos_cmbned report_0708_16201230.json,10,"most samples do not have diagnostic in situ pre existing primary textures, (except for some microlayering) however pre existing magnetite martite bif was identified in 3 samples, abrc 63, 76 77m (possible); abrc088, 79 80m and 089, 25 26m.",1,possible,1,possible,"it is noted that asbestiform minerals were not identified in any sample. as indicated above, the samples examined in polished section are mostly very small and variously dominated by supergene goethite with corresponding supergene textures, or 23 dominated by chert. most samples do not have diagnostic in situ pre existing primary textures, (except for some microlayering) however pre existing magnetite martite bif was identified in 3 samples, abrc 63, 76 77m (possible); abrc088, 79 80m and 089, 25 26m. considering all of the above, especially the small size, genetic interpretations offered in the descriptions are somewhat limited and difficult to always distinguish for example between possible oxidised, unmetamorphosed bif, channel iron deposit material, or possible detrital colluvial alluvial material.",,0,"bif, chert",,"martite, magnetite, goethite",channel iron deposit,,True,False,
a078725_abydos_cmbned report_0708_16201230_52,a078725_abydos_cmbned report_0708_16201230.json,52,"4 5 6 7 regional mapping by compass geological, commissioned by atlas iron and shaw river resources, identified unexplored vein structures parallel to mineralisation on historic workings within tenement e45 2363.",1,mineralisation,1,mineralisation,"figure 4 below shows the distribution of rock chip sampling over the combined reporting group tenements. details of samples and assay results are provided in the digital data in appendix ii. 4 5 6 7 regional mapping by compass geological, commissioned by atlas iron and shaw river resources, identified unexplored vein structures parallel to mineralisation on historic workings within tenement e45 2363. a field reconnaissance trip was made to the area by shaw river resources to assess the structures and 26 rock chip samples were collected.",,0,,atlas iron,,,,True,False,
a078725_abydos_cmbned report_0708_16201230_66,a078725_abydos_cmbned report_0708_16201230.json,66,"2001, mineral occurrences and exploration potential of the east pilbara: western australia geological survey, report 81, 114p.",1,potential,1,potential,"the great northern highway lies approximately 20km from the western extent of the tenement and the port hedland newman railway line lies approximately 1km from south western corner of the tenement as shown in figure 2. 1997 wodgina project e45 1498 annual report for the period 27 feb 1996 to 26 feb 1997 pilbara mineral field western australia. 2001, mineral occurrences and exploration potential of the east pilbara: western australia geological survey, report 81, 114p. appendix i csa resource estimation trigg deposit report no.",,0,,"western australia, wodgina, port hedland, east pilbara, pilbara, newman",,,,True,False,
a078725_abydos_cmbned report_0708_16201230_78,a078725_abydos_cmbned report_0708_16201230.json,78,the mineralisation has a strike of 660m with a width varying between 60m and 100m.,1,mineralisation,1,mineralisation,"the deposit forms part of the abydos project, within tenement e45 2362 (100% owned by atlas). the deposit is part of the lalla rookh fe trend, comprising banded iron formations with localised hematite and goethite enrichment zones. the mineralisation has a strike of 660m with a width varying between 60m and 100m. the total depth has not been tested, with many holes terminating in iron mineralisation.",,0,banded iron formations,abydos,"goethite, iron, hematite",,,True,False,
a078725_abydos_cmbned report_0708_16201230_94,a078725_abydos_cmbned report_0708_16201230.json,94,the limited depth of holes and the width of mineralisation suggests there will be minimal impact upon the volume of mineralisation if any hole deviation has occurred.,1,mineralisation,1,mineralisation,drill collars were surveyed using a hand held gps. no down hole surveys were undertaken for any of the holes. the limited depth of holes and the width of mineralisation suggests there will be minimal impact upon the volume of mineralisation if any hole deviation has occurred. a 3d wireframe envelope was generated by atlas representing greater than 50% fe.,,0,,,,,,True,False,
a078725_abydos_cmbned report_0708_16201230_98,a078725_abydos_cmbned report_0708_16201230.json,98,"csa made minor adjustments to the mineralisation wireframe, to ensure all sample intervals were snapped to the wireframe envelope.",1,mineralisation,1,mineralisation,"this wireframe and its associated cross sectional strings were delivered to csa. atlas also provided csa with a validated drill database and a dtm of the topography. csa made minor adjustments to the mineralisation wireframe, to ensure all sample intervals were snapped to the wireframe envelope. samples within the drill hole dataset were flagged according to their location relative to the mineralisation solid.",,0,,,,,,True,False,
a078725_abydos_cmbned report_0708_16201230_117,a078725_abydos_cmbned report_0708_16201230.json,117,"the low grade silica population may be better defined with increased drilling density, and appropriate modelling techniques used to reduce smoothing of estimated model silica grades.",1,low grade,1,low grade,"the mean model grade estimated for silica of 6.8% was higher than the mean sample silica grade at 6.2%. figure 1 compares the sample population with the model blocks; around 20% of the sample population has silica grades of sub 2%, however also has a long tail of high grade (+20%), during estimation the populations have been smoothed into the 2 6% silica grade ranges, thereby increasing the average grade for the silica model. the low grade silica population may be better defined with increased drilling density, and appropriate modelling techniques used to reduce smoothing of estimated model silica grades. a minimum number of 8 samples and a maximum of 24 samples were used to estimate the sample grades into each block.",,0,,long,silica,,,True,True,better defined with increased drilling density
a078725_abydos_cmbned report_0708_16201230_133,a078725_abydos_cmbned report_0708_16201230.json,133,rc drilling programs have been carried out by atlas iron limited to test the mineralisation of the lalla rookh trend during the reporting period.,1,mineralisation,1,mineralisation,3 shaw river resources conducted in the latter part of the reporting period. details of rock chip sampling carried out during the visit are provided in section 4.3. rc drilling programs have been carried out by atlas iron limited to test the mineralisation of the lalla rookh trend during the reporting period. a total of 200 holes were drilled for 11517 metres.,,0,,atlas iron,,,,True,False,
a078725_abydos_cmbned report_0708_16201230_136,a078725_abydos_cmbned report_0708_16201230.json,136,samples were collected from 1 metre drill returns using a two metre composites cone splitting method (where possible) with the samples for assaying being less than 3 kilograms.,1,possible,1,possible,a total of 200 holes were drilled for 11517 metres. drilling was carried out by mt magnet drilling and peak drilling services. samples were collected from 1 metre drill returns using a two metre composites cone splitting method (where possible) with the samples for assaying being less than 3 kilograms. the drill return samples were placed in plastic bags directly from the drill rig and later disposed of after the program and when sample assays have been reviewed.,,0,plastic,,,,,True,False,
a078725_abydos_cmbned report_0708_16201230_140,a078725_abydos_cmbned report_0708_16201230.json,140,the initial drilling program for the abydos tenements in the c40 2007 reporting group was designed to test the potential of iron mineralisation on the paddy market formation.,2,"potential, mineralisation",2,"potential, mineralisation",samples were submitted to ultratrace laboratory in perth and analysed for the atlas iron ore suite. all data returned from analysis and associated drilling information is available in appendix ii as digital data. the initial drilling program for the abydos tenements in the c40 2007 reporting group was designed to test the potential of iron mineralisation on the paddy market formation. on the north side of the lalla rookh formation these prospective rocks form a significant range trending in an e ne directio.,paddy market formation,0,,"abydos, perth",iron,iron ore,,True,True,
a078725_abydos_cmbned report_0708_16201230_151,a078725_abydos_cmbned report_0708_16201230.json,151,a number of holes were drilled to the north and eastern end to explore the depth potential of the deposit.,1,potential,1,potential,table 7 provides a summary of some of the best intercepts returned. at trigg the focus of this drilling was the infill 718520me line. a number of holes were drilled to the north and eastern end to explore the depth potential of the deposit. results of this drilling confirm the strength and continuity of the deposit.,,0,,,,,,True,True,
a078725_abydos_cmbned report_0708_16201230_155,a078725_abydos_cmbned report_0708_16201230.json,155,"nine infill holes were drilled at mullaloo, these holes tested the mineralisation trend within the deposit however further drilling is required to increase confidence.",2,"further drilling, mineralisation",2,"further drilling, mineralisation","a number of holes were also drilled to the western end which still remains open further to the west as well as at depth. table 8 below summarizes some of the more significant intercepts returned in this drilling. nine infill holes were drilled at mullaloo, these holes tested the mineralisation trend within the deposit however further drilling is required to increase confidence. table 9 below summarizes a couple of the more significant intercepts from this drilling.",,0,,,,,,True,True,
a078725_abydos_cmbned report_0708_16201230_162,a078725_abydos_cmbned report_0708_16201230.json,162,results from logging of drill chips recovered from nineteen holes drilled during march have significantly increased confidence on the extent and geometry of goethite and hematite mineralisation in the trigg prospect.,1,mineralisation,1,mineralisation,"drilling has been completed by mt magnet drilling company using their hydco150 rc rig. most holes were drilled at 60 and azimuth 180, with only three holes drilled at 90 and two at 70. results from logging of drill chips recovered from nineteen holes drilled during march have significantly increased confidence on the extent and geometry of goethite and hematite mineralisation in the trigg prospect. at the western part of trigg (718440me & 718480me) logging of drill chips showed that goethite and hematite mineralisation remains fairly consistent with pre existing drilling both on section and along strike.",,0,,,"goethite, hematite",,,True,True,
a078725_abydos_cmbned report_0708_16201230_165,a078725_abydos_cmbned report_0708_16201230.json,165,mineralisation is continuous from the surface down to ~36m before becoming broken.,1,mineralisation,1,mineralisation,at the western part of trigg (718440me & 718480me) logging of drill chips showed that goethite and hematite mineralisation remains fairly consistent with pre existing drilling both on section and along strike. shallow mineralisation occurs on the northern part of these sections and a flattish laying trend appears to reflect supergene mineralisation within a favorable host. mineralisation is continuous from the surface down to ~36m before becoming broken. mineralisation cuts off sharply to the south 20 which may suggest that the orientation of faults or a particular stratigraphic host controls the iron enrichment.,,0,,,"iron, goethite, hematite",,,True,True,
a078725_abydos_cmbned report_0708_16201230_168,a078725_abydos_cmbned report_0708_16201230.json,168,drilling has better defined the mineralisation to south and at depth.,1,mineralisation,1,mineralisation,mineralisation cuts off sharply to the south 20 which may suggest that the orientation of faults or a particular stratigraphic host controls the iron enrichment. drilling in the central part of trigg (719640me & 719680me) showed that although mineralisation becomes deeper towards north it also becomes thinner. drilling has better defined the mineralisation to south and at depth. however many holes drilled in the central trigg area were abandoned at depth due to difficult ground conditions.,,0,,,iron,,,True,True,
a078725_abydos_cmbned report_0708_16201230_171,a078725_abydos_cmbned report_0708_16201230.json,171,a program involving a larger rig and subsequent increased earthworks is required to further delineated down dip potential in this central area.,1,potential,1,potential,"however many holes drilled in the central trigg area were abandoned at depth due to difficult ground conditions. these holes end in mineralization at depths down hole to 80 120m. a program involving a larger rig and subsequent increased earthworks is required to further delineated down dip potential in this central area. the most suitable rig will be a track mounted with sufficient rods mounted on the machine, as parking two vehicles close to each other is difficult.",,0,,,,,,True,True,
a078725_abydos_cmbned report_0708_16201230_180,a078725_abydos_cmbned report_0708_16201230.json,180,atlas irons abydos project has excellent potential to host both channel iron deposits (cid) and bedded iron deposits (bid).,1,potential,1,potential,"the abydos project comprises tenements covering a number of diverse geological domains. the project area overlies the wodgina, abydos, pincunah, east strelley, and soansville greenstone belts as well as the lalla rookh basin. atlas irons abydos project has excellent potential to host both channel iron deposits (cid) and bedded iron deposits (bid). extensions of known cid deposits occur within the abydos project (ie.",greenstone belts,0,,"abydos, wodgina",irons,"cid, channel iron deposits, bedded iron deposits",,True,True,
a078725_abydos_cmbned report_0708_16201230_189,a078725_abydos_cmbned report_0708_16201230.json,189,the corboy formation also contains a sequence of banded iron formation which has the potential to host zones of bedded iron enrichment.,1,potential,1,potential,the pincunah hill formation contains red and black thinly bedded banded iron formation. within the abydos project this sequence contains zones of enrichment in a region located to the south of pincunah hill (pincunah trend). the corboy formation also contains a sequence of banded iron formation which has the potential to host zones of bedded iron enrichment. the kangaroo caves formation which outcrops to the southwest of the pincunah hill formation in the abydos project contains interbeds of white grey layered chert and minor banded iron formation.,"kangaroo caves formation, pincunah hill formation, corboy formation",0,"banded iron formation, chert","southwest, abydos, grey",iron,,,True,True,
a078725_abydos_cmbned report_0708_16201230_221,a078725_abydos_cmbned report_0708_16201230.json,221,also there is some potential for sn ta in pegmatites that intrude the greenstones.,1,potential,1,potential,"the cleaverville fm is represented by banded quartzite and banded iron quartzite (meta bif). there is some iron enrichment of the northern limb of the synclinorium. also there is some potential for sn ta in pegmatites that intrude the greenstones. the eastern tenements cover a much larger body of greenstone rocks that occur within a more complicated synclinorium which is flanked by the yule batholith to the sw, the strelley granitoid to the se, and which to the nw forms an attenuated limb projecting northward into the carlindi batholith.",,0,"greenstone rocks, greenstones, granitoid, pegmatites, bif, quartzite, batholith",,iron,,,True,True,
a078725_abydos_cmbned report_0708_16201230_232,a078725_abydos_cmbned report_0708_16201230.json,232,"in addition to iron, potential exists for the following commodities: 1.",1,potential,1,potential,"iron enrichment of possibly economic scale occurs as in situ iron enrichment stratabound within the cleaverville fm bifs and cherts, and as transported laterite in palaeochannels. the latter are mostly excluded from the tenements. in addition to iron, potential exists for the following commodities: 1. shear hosted gold deposits cf mt york, lynas find, zanaka 2.",,0,"bifs, laterite, cherts",york,iron,gold deposits,,True,True,
a078725_abydos_cmbned report_0708_16201230_235,a078725_abydos_cmbned report_0708_16201230.json,235,vms deposits in possible remnants of gorge creek gp & sulphur creek volcs 4.,1,possible,1,possible,"shear hosted gold deposits cf mt york, lynas find, zanaka 2. gold in nnw to ne trending extensional faults 3. vms deposits in possible remnants of gorge creek gp & sulphur creek volcs 4. wodgina style sn ta li in pegmatites in the southwest corner there is also the more remote possibility for ni pge in layered mafic ultramafic intrusives although the ultramafics that were mapped were not layered.",,0,pegmatites,"wodgina, southwest, york","sulphur, gold","gold deposits, pge, vms deposits",,True,True,
a076827_doir e09-1247 mer 19dec07_12594381_3,a076827_doir e09-1247 mer 19dec07_12594381.json,3,"the project tenements consist of e9 1167, 1200, 1201 and 1247, all of which have potential, sometimes proven, to host porphyry style copper molybdenum deposits.",1,potential,2,"potential, mineralisation","the project geology comprises palaeoproterozoic gascoyne complex granitoid intrusives and morrisey metamorphic suite metasediments, overlain by remnants of the bangemall basin succession. the granitic rocks are themselves, subdivisible into early, gneissic intrusives and later, non foliated granites of the minnie creek batholith. the project tenements consist of e9 1167, 1200, 1201 and 1247, all of which have potential, sometimes proven, to host porphyry style copper molybdenum deposits. mineralisation of this model have been shown to exist within the tenements, the most advanced of which was drilled to shallow depths in 1980.",gascoyne complex,0,"granitoid, granitic rocks, granites, batholith, porphyry",bangemall basin,copper,,,True,True,
a076827_doir e09-1247 mer 19dec07_12594381_12,a076827_doir e09-1247 mer 19dec07_12594381.json,12,"urveying, geological mapping and soil sampling is therefore recommended to evaluate their potential.",1,potential,2,"potential, mineralisation","a review of the data base indicates that none of these targets are currently sufficiently well defined to allow drilling. a programme of i.p. surveying, geological mapping and soil sampling is therefore recommended to evaluate their potential. the rum well anomaly is weakly anomalous in molybdenum and a second molybdenum area of mineralisation is noted along the regional trend north west of rum well.",,0,,,,,,True,True,
a076827_doir e09-1247 mer 19dec07_12594381_16,a076827_doir e09-1247 mer 19dec07_12594381.json,16,this is shown to be molybdenummineralised within adjacent e9 1201 and is another area with porphyry potential.,1,potential,1,potential,"all these require mapping and sampling to bring them to a drill testing stage. doir e09 1247 mer 19dec07.doc 19 12 2007 in addition the weakly magnetic granitoid target in the south east corner of the main tenement block contains a portion of target t24. this is shown to be molybdenummineralised within adjacent e9 1201 and is another area with porphyry potential. however, to commence the programme it is recommended that an induced polarisation survey be carried out to cover t19 and t23a.",,0,"granitoid, porphyry",,,,,True,True,
a076827_doir e09-1247 mer 19dec07_12594381_31,a076827_doir e09-1247 mer 19dec07_12594381.json,31,"the tenements have been subjected to various degrees of exploration, with tenement e09 1167 being the most advanced in that there has been some drilling, including three quite deep rc holes completed in areas exhibiting porphyry copper molybdenum mineralisation.",1,mineralisation,2,"potential, mineralisation","report period: goldlaw pty ltd and wr richmond goldlaw pty ltd and wr richmond annual e09 1247 annual mineral exploration report 23 october 2006 22 october 2007 author s: h davies anderson's tenement management date: 1:1,000,000map sheet: the following programme was designed to cover three of the four exploration licences held at the ti tree project. the tenements have been subjected to various degrees of exploration, with tenement e09 1167 being the most advanced in that there has been some drilling, including three quite deep rc holes completed in areas exhibiting porphyry copper molybdenum mineralisation. the other two are less well explored and much of this work concentrated on evaluation the base metal massive sulphide potential of the tenements.",,0,porphyry,,"copper, sulphide",base metal,,True,True,
a076827_doir e09-1247 mer 19dec07_12594381_49,a076827_doir e09-1247 mer 19dec07_12594381.json,49,"after some consideration this was abandoned as, while the em system provides blanket coverage, and includes magnetic imagery, over an area delineated by the client, it does not detect disseminated sulphide mineralisation of the kind present within porphyry copper molybdenum deposits.",1,mineralisation,1,mineralisation,"the solution eventually came down to geophysical surveying, a process which would yield useful indirect information which, in itself, would provide drill targets. pricing on an airborne em survey was obtained and plans drawn up to cover a part of each of the three tenements, costed to meet doir expenditure requirements. after some consideration this was abandoned as, while the em system provides blanket coverage, and includes magnetic imagery, over an area delineated by the client, it does not detect disseminated sulphide mineralisation of the kind present within porphyry copper molybdenum deposits. it was therefore decided to utilise a ground induced polarisation survey.",,0,porphyry,,"copper, sulphide",,,True,False,
a086015_dawson surrender report _10842829_3,a086015_dawson surrender report _10842829.json,3,desert energy explores for possible similar geological settings to yeelirrie that may exist in buried or paleo drainage systems in the yilgarn.,1,possible,1,possible,desert energy believes that there is a strong possibility of other calcrete hosted uranium deposits occurring in similar aged drainage systems within the yilgarn. the majority of the exposed calcrete within this geological setting has been historically explored. desert energy explores for possible similar geological settings to yeelirrie that may exist in buried or paleo drainage systems in the yilgarn. the host mineral being sort is carnotite.,,0,calcrete,yeelirrie,carnotite,uranium deposits,,True,True,
a082592_p46_1454_2009s_10539129_0,a082592_p46_1454_2009s_10539129.json,0,"gold mineralisation in the mosquito creek belt exhibits strong structural and lithological controls, from the regional scale through to the outcrop scale.",1,mineralisation,1,mineralisation,"gold mineralisation in the mosquito creek belt exhibits strong structural and lithological controls, from the regional scale through to the outcrop scale. although structural timing relationships and wall rock alteration paragenesis imply that mineralisation occurred late in the tectonic history of the belt, during d4, it is clear that the reactivation of earlier generations of structures also played an important role in controlling ore fluid flow and the localisation of gold mineralisation.",,0,,,gold,,,True,False,
a082592_p46_1454_2009s_10539129_7,a082592_p46_1454_2009s_10539129.json,7,"11 the exception to this style of mineralisation is the golden eagle deposit, in which there is no clear association between gold and quartz.",1,mineralisation,1,mineralisation,"the unifying characteristic of the mineralised quartz veins, and that which distinguishes them from the large number of barren d2 quartz veins further north, is the extent of modification by superimposed d4 deformation. richly mineralised veins are i) strongly recrystallised, ii) commonly cut by late stage, quartz and carbonate filled fractures, and iii) are surrounded by zones of d4 chloritisation, carbonation and faulting, that link ultimately to the margin of the kurrana shear zone. 11 the exception to this style of mineralisation is the golden eagle deposit, in which there is no clear association between gold and quartz. however, there is a strong association between gold and late stage, chlorite and pyrite rich, quartz filled fractures, which are attributed to deformation and fluid flux during d4.",,0,quartz veins,,"carbonate, gold, quartz, chlorite, pyrite",,,True,False,
a082592_p46_1454_2009s_10539129_13,a082592_p46_1454_2009s_10539129.json,13,"the main mechanism for gold deposition appears to have been declining temperature as the fluid moved away from the shear zone because, in detail, the richest gold mineralisation is generally not located directly in contact with the margin of the kurrana shear zone.",1,mineralisation,1,mineralisation,"the d1 middle creek fault, which is marked by the series of mafic ultramafic rock lenses, probably played a role in regional fluid flux also, albeit in an indirect manner, by controlling the development of the d4 shear zone. reactivation of d2 faults and vein margins in the vicinity of the boundary of the kurrana shear zone was likely to have been promoted by high fluid pressure within the shear zone, and fluid flux into the secondary d2 structures was probably enhanced by their relatively higher permeability (due to a component of brittle behaviour). the main mechanism for gold deposition appears to have been declining temperature as the fluid moved away from the shear zone because, in detail, the richest gold mineralisation is generally not located directly in contact with the margin of the kurrana shear zone. an alternative mechanism involving gold deposition due to decreasing or fluctuating fluid pressure at the shear zone boundary appears less likely given the distal position of the richest mineralisation.",,0,,,gold,,,True,True,
a082592_p46_1454_2009s_10539129_23,a082592_p46_1454_2009s_10539129.json,23,"this model is in keeping with the generally higher crustal level features of the blue spec line, such as the limited width of the primary conduits and the association of antinomy with gold mineralisation.",1,mineralisation,1,mineralisation,"declining fluid temperature was unlikely to be the main mechanism for gold deposition because of the narrow width of the faults carrying the ore fluids. given the evidence for crack seal behaviour, a model involving gold deposition in response to pressure fluctuations at the brittle ductile transition may be more appropriate. this model is in keeping with the generally higher crustal level features of the blue spec line, such as the limited width of the primary conduits and the association of antinomy with gold mineralisation. at depth, the blue spec line may be underlain by a broader zone of d4 shearing centred on the d1 blue spec fault.",,0,,,gold,,,True,False,
a078924_bare hill an report 2008_12712489_8,a078924_bare hill an report 2008_12712489.json,8,these rocks have been folded into a broad structural dome known as the yindarlgooda dome (swager 1995).,1,broad,1,broad,"the bulong anticline is fault bounded to the west by the mt monger fault, to the east by the randfall fault, and is intruded by granite in its core. the moderately westward dipping gindalbie terrane consists of a lower mafic to felsic volcanic sequence overlain by a thick ultramafic to mafic succession known as the bulong complex. these rocks have been folded into a broad structural dome known as the yindarlgooda dome (swager 1995). 5.0 previous exploration 7 digital file: bare hill_2008_a _09_ssassay.txt surface sample assays 2008 annual report e25 0337 bare hill project cazaly resources limited july 2008 3 1.0 summary the annual mineral exploration report on the bare hill project details gold exploration work undertaken by cazaly resources limited during the reporting period from 23 april 2007 to 22 april 2008.",bulong complex,0,granite,"bulong, gindalbie terrane",gold,,,True,False,
