event_id,filename,group,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase,n_trigger_words,polarity,subjectivity,negative,neutral,positive,compound
a076932_e80_2389 2007a_14087599_327,a076932_e80_2389 2007a_14087599.json,1,327,the review showed that there is potential for further iron ore at the matsu deposit in the southeast and on the northward extension of the haematite horizon that hosts the tony and sam deposits.,1.0,potential,2.0,"potential, extensive",the records show that the area was explored for iron ore in the 1960s and for diamonds in the late 1970s and 1980s. it is also likely that other companies looked at the ground without taking out tenure. the review showed that there is potential for further iron ore at the matsu deposit in the southeast and on the northward extension of the haematite horizon that hosts the tony and sam deposits. despite the tenement close proximity to the argyle diamond mine the extensive diamond exploration by cra and argyle diamond mines showed the area to have little potential for further diamond deposits.,,0,,"argyle diamond mine, argyle","diamond, diamonds",iron ore,,True,True,,,-0.06805555555555556,0.6453703703703704,0.0,0.895,0.105,0.8591
a076932_e80_2389 2007a_14087599_335,a076932_e80_2389 2007a_14087599.json,1,335,current potential iron resources in the sam and tony deposits are estimated to be of the order of 10 mt at greater than 60% fe (beneficiated).,1.0,potential,1.0,potential,"these deposits are contained within e80 2389 now controlled by argyle iron ore pty ltd, a wholly owned subsidiary of rmc and are located approximately 8 kilometres to the east of the great northern highway approximately 170 kilometres by road from wyndham. rmc is seeking to prove sufficient reserves with respect to tonnage and grade to sustain an annual production and shipping rate of 1.5 to 2.0 mt per annum. current potential iron resources in the sam and tony deposits are estimated to be of the order of 10 mt at greater than 60% fe (beneficiated). the first phase of drilling totaling 560 rc holes has outlined economic mineralization at both tony and sam on a 100m x 20m hole spacing.",,0,,"wyndham, argyle",iron,iron ore,,True,False,,,0.11875,0.5479166666666667,0.0,0.922,0.078,0.8658
a076932_e80_2389 2007a_14087599_340,a076932_e80_2389 2007a_14087599.json,1,340,work carried out in the reporting period includes metallurgical testwork and regional stream sediment sampling to assess other mineralisation potential of the project (figure 1).,2.0,"potential, mineralisation",2.0,"potential, mineralisation","diamond drilling is planned for the 2008 field season. results to date support the historical work, and indicate economic iron ore mineralization at both the tony and sam prospects. work carried out in the reporting period includes metallurgical testwork and regional stream sediment sampling to assess other mineralisation potential of the project (figure 1). 3 1.0 introduction the argyle iron ore project is situated south of the port of wyndham and south southwest of the town of kununurra in the east kimberley of western australia (figure 2).",,0,sediment,"wyndham, kimberley, kununurra, western australia, argyle, southwest",diamond,iron ore,,True,False,,,0.015000000000000003,0.315,0.0,0.919,0.081,0.743
a076932_e80_2389 2007a_14087599_399,a076932_e80_2389 2007a_14087599.json,1,399,deformation was accompanied by low to medium grade metamorphism.,1.0,medium grade,1.0,medium grade,"large scale, north northeasterly trending sinistral strike slip faults developed during the yampi orogeny (c. 1400 1000 ma). during the orogeny, a pattern of north northeasterly trending synthetic sinstral faults, and east northeasterly trending antithetic dextral faults was established. deformation was accompanied by low to medium grade metamorphism. deposition of quartz rich sedimentary rocks took place in the carr boyd basin within the project area.",,0,sedimentary rocks,,quartz,,,True,False,,,0.13785714285714284,0.3757142857142857,0.173,0.779,0.048,-0.8074
a076932_e80_2389 2007a_14087599_444,a076932_e80_2389 2007a_14087599.json,1,444,"detailed mapping of the stratigraphy at the argyle iron ore deposits by rmc geologists in late 2005, indicated that the iron mineralisation lies solely within the upper units of the hensman sandstone.",1.0,mineralisation,1.0,mineralisation,"shales within the golden gate siltstones have a rb sr whole rock date of 1158 + 123 ma. the argyle iron ore deposits consist of beds of low to moderate grade, siliceous haematite typically up to 10m thick, outcropping over a strike length of 16km. detailed mapping of the stratigraphy at the argyle iron ore deposits by rmc geologists in late 2005, indicated that the iron mineralisation lies solely within the upper units of the hensman sandstone. the tony and sam deposits consist of bedded sandy haematite, and haematitic sandstone, with ferruginous shale and quartz sandstone.","hensman sandstone, golden gate siltstones",0,"sandstone, shale, shales",argyle,"quartz, iron",iron ore deposits,,True,False,,,0.014814814814814817,0.4694444444444444,0.066,0.934,0.0,-0.6597
a084345_c106_2007_2009a_14373229_8,a084345_c106_2007_2009a_14373229.json,1,8,"this belt comprises mafic rocks of the gabanintha formation and younger felsic volcanics of the windanning formation, both of which are principle hosts to gold mineralisation with base metals mineralisation being hosted by rocks of the gabanintha formation to the south at golden grove.",1.0,mineralisation,1.0,mineralisation,"unpublished report by poseidon exploration ltd. rhode, c., 2006. report by jabiru metals limited. this belt comprises mafic rocks of the gabanintha formation and younger felsic volcanics of the windanning formation, both of which are principle hosts to gold mineralisation with base metals mineralisation being hosted by rocks of the gabanintha formation to the south at golden grove. geological mapping by poseidon defined three west dipping and facing sedimentary horizons separated by two basalt sequences (figure 4).",gabanintha formation,0,"mafic rocks, felsic volcanics, basalt",golden grove,gold,base metals,,True,False,,,-0.14285714285714285,0.4107142857142857,0.024,0.952,0.024,0.0
a084345_c106_2007_2009a_14373229_11,a084345_c106_2007_2009a_14373229.json,1,11,here the granite contact with the sediments is gradational and varies from abundant inliers of biotite enriched sediments within the granite to prominent granitic dykes within the metasediments.,1.0,enriched,1.0,enriched,"geological mapping by poseidon defined three west dipping and facing sedimentary horizons separated by two basalt sequences (figure 4). the five sequences are described below from oldest to youngest: the eastern sedimentary sequence lies in the south eastern area of e59 1182. here the granite contact with the sediments is gradational and varies from abundant inliers of biotite enriched sediments within the granite to prominent granitic dykes within the metasediments. the sediments are composed of gritty quartz biotite sediments, fine to medium grained banded quarzites, and quartz mica schists.",,0,"basalt, granite, sediments, quartz mica schists, sedimentary sequence",,"quartz, biotite",,,True,False,,,0.30333333333333334,0.66,0.03,0.926,0.044,0.0772
a084345_c106_2007_2009a_14373229_36,a084345_c106_2007_2009a_14373229.json,1,36,surface geological mapping and rock chip sampling of the banded iron formations (bifs) within the twin peaks greenstone belt was also completed and returned some encouraging geochemistry.,1.0,encouraging,1.0,encouraging,ultramafics are rare. lag and orientation soil geochemistry over the barloweerie greenstone belt delineated several large coherent gold anomalies which will require infill sampling and drill testing. surface geological mapping and rock chip sampling of the banded iron formations (bifs) within the twin peaks greenstone belt was also completed and returned some encouraging geochemistry. modeling of vtem data generated several key targets which will also require drill testing.,greenstone belt,0,"bifs, banded iron formations, lag",,gold,,,True,False,,,0.14489795918367346,0.44693877551020406,0.033,0.919,0.047,0.25
a084345_c106_2007_2009a_14373229_43,a084345_c106_2007_2009a_14373229.json,1,43,jabiru continues to explore the twin peaks project primarily for base metal mineralisation however these tenements also have significant potential to host iron ore and gold mineralisation.,2.0,"potential, mineralisation",2.0,"potential, mineralisation","topographic relief is subdued, with low hills. the project area is about 340m above sea level. jabiru continues to explore the twin peaks project primarily for base metal mineralisation however these tenements also have significant potential to host iron ore and gold mineralisation. this report details exploration activity completed during the fourth year of jabirus tenure.",,0,,,gold,"base metal, iron ore",,True,False,,,-0.003571428571428575,0.5392857142857143,0.034,0.854,0.112,0.5719
a084345_c106_2007_2009a_14373229_52,a084345_c106_2007_2009a_14373229.json,1,52,"the veins are narrow (<1m), strike ne and are relatively short (<50m) forming a ladder like set crosscutting a broad north striking shear in granite.",1.0,broad,1.0,broad,"the sample locations are clearly shown in figure 7. four rock chip samples (jb040068 to jb040071) were collected from small quartz pyrite veins. the veins are narrow (<1m), strike ne and are relatively short (<50m) forming a ladder like set crosscutting a broad north striking shear in granite. two rock chip samples (jb040072 and jb040073) were also collected from an area of anomalous au in lag, to 210ppb au, some 2km west of the sanford prospect.",,0,"granite, lag",,"pyrite, quartz",,,True,False,,,0.03541666666666667,0.46597222222222223,0.049,0.859,0.092,0.5423
a084345_c106_2007_2009a_14373229_78,a084345_c106_2007_2009a_14373229.json,1,78,wmc: 1974 1976 exploration for cu pb zn mineralisation was undertaken on the basis of felsic volcanic rocks mapped by the geological survey of wa (gswa).,1.0,mineralisation,1.0,mineralisation,"a fire assay finish was used to determine au. all the data is shown in appendix 2. wmc: 1974 1976 exploration for cu pb zn mineralisation was undertaken on the basis of felsic volcanic rocks mapped by the geological survey of wa (gswa). this work located several small siliceous gossans with maximum geochemistry of 0.7% cu, 0.38%zn, 1.09%pb and 21g tag.",,0,"felsic volcanic rocks, gossans",,,,,True,False,,,-0.125,0.2,0.039,0.931,0.03,-0.128
a084345_c106_2007_2009a_14373229_86,a084345_c106_2007_2009a_14373229.json,1,86,the mineralisation remained open at depth and along strike.,2.0,"mineralisation, open at depth",3.0,"patchy, mineralisation, open at depth","wmc relinquished the tenement in 1976. this work defined a steeply dipping 100m long, 10m wide siliceous zone of ag cu pbzn au mineralization with maximum 1m assays of 600 g t ag, 0.15%cu, 3.1%pb and 9.5%zn. the mineralisation remained open at depth and along strike. no gold was reported in the drilling however channel samples along strike returned patchy gold assays highlighted by 0.3m @12.1g t au only a summary of the best drilling intersections were reported and included: o 20m @ 69.5g t ag from 127m in sdh 29. o 19m @ 89.8 g t ag from 28m in sdh30.",,0,,long,gold,,,True,False,,,0.15,0.6,0.055,0.901,0.044,0.25
a084345_c106_2007_2009a_14373229_99,a084345_c106_2007_2009a_14373229.json,1,99,work focussed on outlining further economic copper mineralisation and in 1966 kennecott defined the twin peaks cu ni anomaly and another cu anomaly at mt green in the woolbung hills (figure 5).,1.0,mineralisation,1.0,mineralisation,"between 1906 and 1960, 84 tonnes of copper at an average grade of 16% was produced from the twin peaks copper mine at the southern end of the twin peaks greenstone belt (figure 5). between the mid 1960s and mid 1990s the twin peaks area was explored by kennecott exploration ltd (kennecott), amoco minerals australia ltd (amoco) and normandy poseidon ltd (poseidon). work focussed on outlining further economic copper mineralisation and in 1966 kennecott defined the twin peaks cu ni anomaly and another cu anomaly at mt green in the woolbung hills (figure 5). the most relevant and comprehensive exploration was completed by amoco and normandy poseidon between 1978 and 1994.",greenstone belt,0,,"twin peaks copper mine, australia",copper,,,True,False,,,0.08333333333333333,0.3111111111111111,0.0,0.947,0.053,0.6204
a084345_c106_2007_2009a_14373229_102,a084345_c106_2007_2009a_14373229.json,1,102,normandy poseidon tested the southern project area for base metals and gold mineralisation within the felsic volcaniclastic woolbung sequence.,1.0,mineralisation,1.0,mineralisation,the most relevant and comprehensive exploration was completed by amoco and normandy poseidon between 1978 and 1994. amoco explored for volcanogenicexhalative copper zinc massive sulphides and gold focussing on the area of e59 1182. normandy poseidon tested the southern project area for base metals and gold mineralisation within the felsic volcaniclastic woolbung sequence. both companies identified vms mineralisation similar to that at golden grove which is located 200 kilometres to the south south east (figure 3).,,0,,golden grove,"copper, zinc, sulphides, gold","base metals, vms",,True,False,,,0.05714285714285714,0.6142857142857142,0.0,0.947,0.053,0.4877
a084345_c106_2007_2009a_14373229_107,a084345_c106_2007_2009a_14373229.json,1,107,diamond drilling of these prospects produced mixed results highlighted by the intersection of low grade sphalerite pyrrhotite chalcopyrite mineralisation.,2.0,"low grade, mineralisation",2.0,"low grade, mineralisation","the gossan outcropped over a 240m x 40m area and was hosted within the woolbung volcanics. several other prospects were outlined by amocos em work, hosted largely within the twin peaks project e59 1182, e59 1183, e59 1244, e59 1305 and e59 1306 combined annual report c106 2007 19th july 2008 to 18th july 2009 11 eastern sedimentary sequence including southern flyer, breakaway hills, tranquillity heights, mulga flats, munga, fosters and northern flyer (figure 5). diamond drilling of these prospects produced mixed results highlighted by the intersection of low grade sphalerite pyrrhotite chalcopyrite mineralisation. the twin peaks project covers the twin peaks and barloweerie achaean greenstone belts in the yilgarn craton of western australia.",greenstone belts,0,"gossan, sedimentary sequence, mixed","yilgarn craton, western australia","sphalerite, diamond, chalcopyrite, pyrrhotite",,,True,False,,,0.012755102040816325,0.19336734693877553,0.018,0.901,0.081,0.7579
a085972_kunann2009_10445028_3,a085972_kunann2009_10445028.json,1,3,"during 2007 to 2008, barrick explored potential for ore around the barkers open pit at kundana.",1.0,potential,1.0,potential,"the model incorporates 2006 2008 exploration drilling, targeting the deeper lode position, well beneath the old pope john pit. the resource memorandum detailing the new block model for pope john is located in appendix 4. during 2007 to 2008, barrick explored potential for ore around the barkers open pit at kundana. a large but weak stock work of mineralized quartz+ tourmaline and pyrite veining was confirmed but no economic envelope was generated.",,0,,kundana,"tourmaline, pyrite",lode,,True,True,confirmed but no economic envelope was generated,,0.046956168831168835,0.5510146103896104,0.111,0.851,0.039,-0.765
a085972_kunann2009_10445028_6,a085972_kunann2009_10445028.json,1,6,"it was noted however, that immediately below the southern end of the 21mile part of the pit (se corner) mineralisation in the albite carbonate altered contact zone between the powder gabbro sill and the volcanogenic sediments of the black flag formation, brittle deformation hosted a small concentration of gold mineralisation which extended to the south.",1.0,mineralisation,1.0,mineralisation,"a large but weak stock work of mineralized quartz+ tourmaline and pyrite veining was confirmed but no economic envelope was generated. intersections were widely spaced and difficult to correlate with one another. it was noted however, that immediately below the southern end of the 21mile part of the pit (se corner) mineralisation in the albite carbonate altered contact zone between the powder gabbro sill and the volcanogenic sediments of the black flag formation, brittle deformation hosted a small concentration of gold mineralisation which extended to the south. phase 2 drilling of 21 air core holes tested the extent and continuity of this zone referred to as 22 mile prospect.",powder gabbro,0,sediments,black flag,"gold, carbonate, albite, tourmaline, pyrite",,,True,False,,,-0.09748677248677248,0.4985449735449736,0.086,0.889,0.024,-0.7964
a085972_kunann2009_10445028_21,a085972_kunann2009_10445028.json,1,21,"apart from the loose correlation of arsenopyrite and gold, figure 3, no single structure type, alteration style, or mineralisation type can be used to better constrain the high grade.",1.0,mineralisation,1.0,mineralisation,"this was selected if it lined up with other intercepts. within the centenary black shale unit (usually logged as shcc) a preference for the footwall portion of the unit has been noted on many sections. apart from the loose correlation of arsenopyrite and gold, figure 3, no single structure type, alteration style, or mineralisation type can be used to better constrain the high grade. figure 3 : relationship between arsenopyrite as a secondary sulphide and gold grade.",,0,black shale,centenary,"sulphide, arsenopyrite, gold",,,True,False,,,0.03079161579161579,0.3757610907610907,0.058,0.904,0.037,-0.1531
a085972_kunann2009_10445028_24,a085972_kunann2009_10445028.json,1,24,this has not been investigated or confirmed in the current re modelling exercise which is focussed on the primary ug potential resource.,1.0,potential,1.0,potential,figure 3 : relationship between arsenopyrite as a secondary sulphide and gold grade. in the upper (oxide) parts of the k2 lode there is often a widening and flattening of the lode which is interpreted as due to supergene redistribution predominantly into the footwall host rocks. this has not been investigated or confirmed in the current re modelling exercise which is focussed on the primary ug potential resource. an apparent depletion zone extends from the surface to a vertical depth of 15 20m.,,0,host rocks,,"sulphide, arsenopyrite, gold, oxide",lode,,True,False,,,0.053125000000000006,0.49062500000000003,0.0,0.981,0.019,0.128
a085972_kunann2009_10445028_32,a085972_kunann2009_10445028.json,1,32,"several sub metre, high grade samples, were buffered with low grade halo material.",1.0,low grade,1.0,low grade,"a subtle flexure plunges 30 50 to the south east. page 6 no minimum or maximum width was applied, but most intercepts were generally interpreted with a minimum of 1 2m depending on grade. several sub metre, high grade samples, were buffered with low grade halo material. where samples straddle vein contacts they were included in whole to prevent over estimation of halo grade.",,0,,,,,,True,False,,,0.08238095238095237,0.3914285714285714,0.068,0.913,0.018,-0.4767
a085972_kunann2009_10445028_40,a085972_kunann2009_10445028.json,1,40,for example the intersection in pjrd012 may represent a sub domain south of some splays which shear out the mineralisation.,1.0,mineralisation,1.0,mineralisation,"the interpretation and significance of these structures is discussed in pugh2 and it is evident that further study of their control on lode extent and endowment is needed. it has been suggested that the lucifer fault is a meandering multiple surface structure which may divide the lode into rich and barren or sheared out subdomains. for example the intersection in pjrd012 may represent a sub domain south of some splays which shear out the mineralisation. as there would usually only be a single intersection in such small sub domains, and because the position of the splay faults are not well defined by the (sub parallel) drilling it was decided not to separate them for this model.",,0,,,,lode,,True,False,,,0.033730158730158735,0.4015873015873016,0.063,0.89,0.047,-0.2297
a085972_kunann2009_10445028_52,a085972_kunann2009_10445028.json,1,52,many shallow holes drilled before 2006 for the open pit potential have gold intercepts which do not line up with the deeper drill intercepts down dip.,1.0,potential,1.0,potential,"in the 2008 annual technical report the assays results for holes for lbbd08_2, 83 and lbdd08_10 and 05 were still pending. these assays have been included in the digital data located in appendix 1. many shallow holes drilled before 2006 for the open pit potential have gold intercepts which do not line up with the deeper drill intercepts down dip. this is probably due to dubious collar locations and or down hole surveys rather than due to fault offsetting or the like.",,0,,,gold,,,True,True,,,-0.03944444444444445,0.3927777777777778,0.06,0.911,0.029,-0.4019
a085972_kunann2009_10445028_137,a085972_kunann2009_10445028.json,1,137,in brief the new drilling confirmed the patchy nature of both the k2 laminated vein and the high gold grades which are not directly correlated to vein thickness and or abundance or any particular alteration page 3 or lithology apart from in the broad sense that the lode is close to the sheared silica albite altered stratigraphic contact of the victorious basalt and un named volcaniclastic sedimentary rocks of the black flag beds to the north.,2.0,"patchy, broad",2.0,"patchy, broad","details of drilling and sampling methods, sample qaqc, significant intersections, density measurements of core, metallurgical sampling, a petrographic study, and improvements to the understanding of the geology and ore controls at pope john are well documented in pugh (2009)2. the table of significant drill intersections is copied from that report, as table 1. in brief the new drilling confirmed the patchy nature of both the k2 laminated vein and the high gold grades which are not directly correlated to vein thickness and or abundance or any particular alteration page 3 or lithology apart from in the broad sense that the lode is close to the sheared silica albite altered stratigraphic contact of the victorious basalt and un named volcaniclastic sedimentary rocks of the black flag beds to the north. table 1: significant gold intersections from the 2007 2008 drilling program note: quoted au grade is uncut 30g or 50g fire assay by sgs kalgoorlie or genalysis perth.",victorious basalt,0,volcaniclastic sedimentary rocks,"perth, kalgoorlie, black flag","albite, silica, gold",lode,,True,False,,,0.11115530303030302,0.6026704545454545,0.015,0.924,0.061,0.6597
a085972_kunann2009_10445028_140,a085972_kunann2009_10445028.json,1,140,the new drilling and model downgrade the potential for an economic lode of reasonable continuity as suggested by the 2007 work.,1.0,potential,1.0,potential,table 1: significant gold intersections from the 2007 2008 drilling program note: quoted au grade is uncut 30g or 50g fire assay by sgs kalgoorlie or genalysis perth. page 4 figure 1. the new drilling and model downgrade the potential for an economic lode of reasonable continuity as suggested by the 2007 work. the area between the block identified in 2007 and the base of the current pit which contained several low gram metres intercepts was not drilled in 2008 2009.,,0,,"perth, kalgoorlie",gold,lode,,True,False,,,-0.038863636363636364,0.5629545454545455,0.087,0.892,0.021,-0.6808
a085972_kunann2009_10445028_144,a085972_kunann2009_10445028.json,1,144,"using the new model and extended higher confidence high gram metre outline (area2tr pt), update the scoping study to quantify economic potential of the underground mineralisation.",2.0,"potential, mineralisation",3.0,"potential, mineralisation, rising","as mentioned in section 4, apart from the rising gold price, increasing the overall grade of the k2 lode by discovering tighter geological controls is the number one priority in improving the economic attractiveness of this resource. the two handicaps noted in 2007 remain: the depth of the high gram metre block beneath the current pit base and the relatively small overall ounces currently identified. using the new model and extended higher confidence high gram metre outline (area2tr pt), update the scoping study to quantify economic potential of the underground mineralisation. if results are positive the old drill core samples from the block between the high gram metre area defined, and the base of the open pit should be sought and re assayed as recommended in 2007, with the hope that better intercepts could be generated for this block.",,0,,,gold,lode,,True,False,,,0.012822966507177028,0.4694736842105263,0.055,0.81,0.135,0.8934
a085972_kunann2009_10445028_147,a085972_kunann2009_10445028.json,1,147,"nevertheless some infill drilling may be possible for the deeper parts of this block, figure 27.",1.0,possible,1.0,possible,"if results are positive the old drill core samples from the block between the high gram metre area defined, and the base of the open pit should be sought and re assayed as recommended in 2007, with the hope that better intercepts could be generated for this block. new drilling of most of the intervening block is not possible due to the pope john open pit and current moonbeam operations. nevertheless some infill drilling may be possible for the deeper parts of this block, figure 27. the chance of success here is considered low, however, and economic assessment should not be based on upside here.",,0,,moonbeam,,,,True,True,the chance of success here is considered low,,0.07491477272727272,0.5009375,0.11,0.754,0.136,0.4939
a085972_kunann2009_10445028_211,a085972_kunann2009_10445028.json,1,211,substantial patchy hematite staining can be seen throughout the out crop.,1.0,patchy,1.0,patchy,"the lapilli generally has a high quartz (~ 65 %), and feldspar (~ 30%) content with a small amount of an unknown black crystal. they can also contain minimal garnet crystals. substantial patchy hematite staining can be seen throughout the out crop. quartz veining was seen in two locations (figures 13 and 18).",,0,unknown,,"hematite, crystal, crystals, feldspar, garnet, quartz",,,True,False,,,-0.06777777777777777,0.5122222222222222,0.0,0.965,0.035,0.2023
a085972_kunann2009_10445028_240,a085972_kunann2009_10445028.json,1,240,the slightly larger high gram metre area outlined by area2tr pt represents the affect of the additional drilling in lowering the overall average grade (due to several low grade intercepts) while increasing the confidence of the geological continuity beyond the 2007 limits.,1.0,low grade,1.0,low grade,the difference between this total and that quoted in 2007 is probably due to slight differences in the wireframe interpretation. changing the top cut doesnt change the result. the slightly larger high gram metre area outlined by area2tr pt represents the affect of the additional drilling in lowering the overall average grade (due to several low grade intercepts) while increasing the confidence of the geological continuity beyond the 2007 limits. figure 2: plan view: drill hole traces coloured by drillhole type.,,0,,,,,,True,False,,,0.008484848484848491,0.35515151515151516,0.071,0.871,0.058,-0.0258
a085972_kunann2009_10445028_276,a085972_kunann2009_10445028.json,1,276,19 figure 8 drillhole hopd026 mary fault mineralisation .,1.0,mineralisation,1.0,mineralisation,15 figure 6 schematic cross section of the kundana area . 16 figure 7 mary hornet locality plan. 19 figure 8 drillhole hopd026 mary fault mineralisation . 20 figure 10 regional aeromagnetic and vulcan locality plan.,,0,,"hornet, kundana",,,,True,False,,,0.0,0.0,0.083,0.917,0.0,-0.4019
a085972_kunann2009_10445028_300,a085972_kunann2009_10445028.json,1,300,"recognition of the lower binduli sequence, and the styles of mineralisation.",1.0,mineralisation,1.0,mineralisation,"the original exploration focus for the goldilocks project was to discover a large, kanowna belle binduli style deposit in a relatively greenfields area. the completed drill programs provided a great deal of information related to stratigraphy e.g. recognition of the lower binduli sequence, and the styles of mineralisation. two targets were generated from the completed drilling program at goldilocks, namely little bear and big dipper projects.",,0,,kanowna belle,,,,True,False,,,0.17168367346938776,0.41836734693877553,0.032,0.849,0.119,0.7269
a085972_kunann2009_10445028_305,a085972_kunann2009_10445028.json,1,305,"the aim of the program was to establish continuity of the vein, and if it existed near surface in order to create a target for potential open pit resource development.",1.0,potential,1.0,potential,"three diamond holes (lbbd09_84 86) were designed to test the extent of the raleigh style vein intersected in drill hole lbbd08 1 (drill length 2.3 metre (m) at 30.3 gram per tonne (g t) in november 2008. the drill program is a continuation of the little bear big dipper drill program that was temporally suspended at the end of 2008 in order to collate data and model results. the aim of the program was to establish continuity of the vein, and if it existed near surface in order to create a target for potential open pit resource development. drilling advance of drill hole lbbd09 85 was slow due to minor mechanical issues and a deeper than expected weathered zone that resulted in poor ground conditions and the insertion of casing.",,0,,raleigh,diamond,,,True,False,,,-0.10625,0.44749999999999995,0.047,0.919,0.034,-0.4019
a085972_kunann2009_10445028_320,a085972_kunann2009_10445028.json,1,320,the work identified considerable potential acid forming (paf) material present on the surface of the arctic waste dump and that appreciable oxidation has occurred resulting in soil ph (preponderance of hydrogen) of less than 3.,1.0,potential,1.0,potential,thirty drill holes were planned to be drilled to 24 metres depth. soil water consultants (swc) conducted a preliminary assessment of the arctic waste dump during march 2009. the work identified considerable potential acid forming (paf) material present on the surface of the arctic waste dump and that appreciable oxidation has occurred resulting in soil ph (preponderance of hydrogen) of less than 3. this will have a negative impact on re vegetation growth and result in potential mobilisation and leaching of heavy metals.,,0,,,,,,True,False,,,-0.1074074074074074,0.3796296296296296,0.157,0.814,0.028,-0.8979
a085972_kunann2009_10445028_323,a085972_kunann2009_10445028.json,1,323,"high acid neutralizing capacity (anc), of oxide materials that may be useful in neutralizing some of the existing and potential acidity on the waste dump.",1.0,potential,1.0,potential,"this will have a negative impact on re vegetation growth and result in potential mobilisation and leaching of heavy metals. also identified was the appreciable buffering capacity, i.e. high acid neutralizing capacity (anc), of oxide materials that may be useful in neutralizing some of the existing and potential acidity on the waste dump. based on this work swc recommended: o drilling to be undertaken to determine the vertical distribution of the pyritic materials and the extent to which oxidation from the surface has occurred.",,0,,,oxide,,,True,False,,,-0.02375,0.5549999999999999,0.098,0.823,0.079,-0.4215
a085972_kunann2009_10445028_327,a085972_kunann2009_10445028.json,1,327,"o accurate identification and delineation of the pyritic source rocks and there acid rock drainage (ard) potential, is required to assist in managing the waste rock if mining in the arctic pits is to be re established.",1.0,potential,1.0,potential,"drilling should occur through the total thickness of the waste dump and into the underlying in situ soil. samples should be collected at one metre intervals. o accurate identification and delineation of the pyritic source rocks and there acid rock drainage (ard) potential, is required to assist in managing the waste rock if mining in the arctic pits is to be re established. drilling contractor k & j drilling commenced the rc drill program at the arctic waste dump on the 30th december.",,0,,,,,,True,False,,,-0.033333333333333326,0.3972222222222222,0.155,0.845,0.0,-0.9118
a085972_kunann2009_10445028_331,a085972_kunann2009_10445028.json,1,331,"one sample was for barrick kanowna environmental department for potential acid forming (paf) analysis, and the other for the regional development office for gold analysis.",1.0,potential,1.0,potential,"by month end 14 drill holes of the 30 planned had been completed for a total meterage of 336m. a cone splitter was used to collect two samples for every metre drilled. one sample was for barrick kanowna environmental department for potential acid forming (paf) analysis, and the other for the regional development office for gold analysis. the drill program is expected to be completed in january 2010, and the remainder of the drillholes reported in the 2010 annual technical report.",,0,,kanowna,gold,,,True,False,,,-0.045,0.525,0.0,1.0,0.0,0.0
a085972_kunann2009_10445028_336,a085972_kunann2009_10445028.json,1,336,duplicate intervals were noted in the mineralisation intervals for 3 holes.,1.0,mineralisation,1.0,mineralisation,all new data was entered and validated in the acquire kundana sql database. data was extracted for datamine using an acquire export object. duplicate intervals were noted in the mineralisation intervals for 3 holes. see minzerr.dm some older holes had no down hole survey records such as the mbgc series but these were not used in the current model.,,0,,kundana,,,,True,False,,,0.07616161616161615,0.39535353535353535,0.027,0.948,0.025,-0.0387
a085972_kunann2009_10445028_375,a085972_kunann2009_10445028.json,1,375,as the oxide is not the object of the modelling this possible problem has been ignored for this exercise.,1.0,possible,1.0,possible,"it was therefore decided to use a top cut of 20ppm. the application of the 20ppm top cut reduces the mean grade of the fresh composites from 2.55 to 1.85ppm (metal loss of 27%), and the cv from 3.5 to 2.1 which seems too harsh. as the oxide is not the object of the modelling this possible problem has been ignored for this exercise. page 10 hutchison used a 60ppm top cut in 2007 for the fresh composites which, although only affecting 1 sample of 103ppm, he considered appropriate for kundana style deposits where coarse nuggetty gold has historically caused significant underestimation of grade in resource models.",,0,,kundana,"gold, oxide",,,True,False,,,0.18942307692307694,0.5971153846153846,0.138,0.763,0.099,-0.6908
a085972_kunann2009_10445028_413,a085972_kunann2009_10445028.json,1,413,this also has the potential to be reported as inferred resource.,1.0,potential,1.0,potential,"this outline which includes area1 and some deeper material reports a total in excess of 400,000t at 7.3g t from the model. an additional small area above and west of the main high gram metre area, which is produced by the high grade intercept in jrd004, may contain and additional 17,000t at 10.9g t is centred at 30mrl and 331,550me. this also has the potential to be reported as inferred resource. the result of the first run is a relatively smoothed id model.",,0,,,,,,True,False,,,0.05407407407407408,0.44407407407407407,0.0,1.0,0.0,0.0
a085972_kunann2009_10445028_431,a085972_kunann2009_10445028.json,1,431,samples were analysed by 30g fire assay with main quartz veining or associated mineralisation also screen fire assayed.,1.0,mineralisation,1.0,mineralisation,"in this area ore is often faulted. all underground diamond holes were assayed by sgs laboratories, as either 1 metre (or to a geological significant interval) half or full core. samples were analysed by 30g fire assay with main quartz veining or associated mineralisation also screen fire assayed. significant intercepts from the raleigh underground drilling are shown below in table 8.",,0,,raleigh,"diamond, quartz",,,True,False,,,0.22000000000000003,0.5599999999999999,0.109,0.801,0.091,-0.296
