event_id,filename,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,ROCK,TIMESCALE,event_label,STRAT,MINERAL,LOCATION,ORE_DEPOSIT
a072366_c167_2005 annual report_12603370_22,a072366_c167_2005 annual report_12603370.json,22,surface electrical geophysical methods (ip and em) may provide techniques for rapidly screening significant portions of the project area for sulphide mineralisation.,1,mineralisation,2,"potential, mineralisation","the principal activities conducted during the year are: establishment of the abra camp and airstrip compilation of historical datasets diamond drilling ten holes at abra and two holes at bizarre geophysics o a regional surface gravity survey o surface em and ip orientation surveys o petrophysical logging of the diamond drillholes o geophysical modelling petrographic descriptions of selected core samples sampling for preliminary metallurgical tests continued exploration and evaluation work is warranted based on the current geological understanding. financial modelling based on the potential deposit characteristics should be undertaken to assist decision making. at the abra deposit, geological investigations suggest that the deposit is open in all directions, however the best results in drilling are to the south and southwest of the current drilling. surface electrical geophysical methods (ip and em) may provide techniques for rapidly screening significant portions of the project area for sulphide mineralisation. abra mining limited annual report mulgul project c167 2005 page 27 of 29 all diamond core was geologically and structurally logged prior to sampling.",,,0,,"sulphide, diamond",southwest,
a072366_c167_2005 annual report_12603370_33,a072366_c167_2005 annual report_12603370.json,33,stratabound mineralisation is present in the woodlands and manganese range areas.,1,mineralisation,1,mineralisation,"occasional low ripple marks are observed as are veins and layers of haematite and jaspilite. gw5 is similar in character to gw3 and gw6 and consists of laminated siltstone and arenite. ripple marks and planar cross beds are common. stratabound mineralisation is present in the woodlands and manganese range areas. abra mining limited annual report mulgul project c167 2005 page 12 of 29 gw4 is referred to as the woodlands arenite member and is typically mineralised in barite, chalcopyrite and magnetite. the arenite bedding is massive with some planar cross bedding and is manganiferous.","arenite, jaspilite, siltstone",,0,woodlands arenite member,"barite, chalcopyrite, magnetite, manganese",,
a072366_c167_2005 annual report_12603370_59,a072366_c167_2005 annual report_12603370.json,59,"the em survey was undertaken to refresh the historic survey data, which had also detected a response consistent with the mineralisation, using current equipment and a surface configuration that was considered more appropriate given the new drillhole data that has been acquired.",1,mineralisation,1,mineralisation,"the formation was variably interpreted as a strand line or barrier island deposit, a delta fan deposit and a turbidite trough sequence, although it has also been suggested that all these environments may be present. a barrier island setting was interpreted at the western end of the sub basin and with turbidite deposition at the eastern end. a 1.35km long time domain em traverse was in progress at the time of writing and will be reported in the 2007 annual report. the em survey was undertaken to refresh the historic survey data, which had also detected a response consistent with the mineralisation, using current equipment and a surface configuration that was considered more appropriate given the new drillhole data that has been acquired. the survey is not discussed in this report. the footwall sediments consist of laminated medium to coarse grained lithic sandstone.","sediments, sandstone, turbidite",,0,,,long,
a072366_c167_2005 annual report_12603370_77,a072366_c167_2005 annual report_12603370.json,77,"the flotation response of the copper, gold and zinc mineralisation was not assessed in the earlier tests.",1,mineralisation,1,mineralisation,"abra mining limited annual report mulgul project c167 2005 page 10 of 29 three drillcore samples were collected for comminution and flotation testwork. the samples were selected to complement historic testwork where flotation recoveries of approximately 98% were achieved. the flotation response of the copper, gold and zinc mineralisation was not assessed in the earlier tests. no final report has been received in regard to the test work and the specifics are therefore not included in this report. to complement the geological logging, six polished thin sections were prepared from drill core samples.",,,0,,"gold, zinc, copper",,
a072366_c167_2005 annual report_12603370_83,a072366_c167_2005 annual report_12603370.json,83,"the constituent grains are mainly quartz, jasper, siltstone and possible barite.",1,possible,1,possible,"the polished thin sections were petrographically described by pontifex and associates with an emphasis on the mineralogy, textural relationships of the minerals and the micro structures observed (appendix 1). abra mining limited annual report mulgul project c167 2005 page 20 of 29 the conglomerate unit varies between absent and 37.6 metres thick and from very coarse grained sand to a pebbly conglomerate. the constituent grains are mainly quartz, jasper, siltstone and possible barite. the unit becomes increasingly altered towards the underlying red banded zone as red staining of matrix and riming individual grains. a list of the lithological codes used in logging, geological logs and structural logs is given in appendix 1.","sand, conglomerate, siltstone",,0,,"jasper, quartz, barite",,
a072366_c167_2005 annual report_12603370_93,a072366_c167_2005 annual report_12603370.json,93,this unit overlies the main abra mineralisation within the mulgul project area.,1,mineralisation,1,mineralisation,"the base of the formation is taken as the first regionally continuous chert horizon at any locality. the discovery chert conformably overlies the jillawarra formation and locally is a locus for the intrusion of dolerite sills. the discovery chert has been interpreted as representing a restricted marine basin with poor water circulation and low clastic input. this unit overlies the main abra mineralisation within the mulgul project area. the total thickness of the west creek formation as intersected in drilling exceeds 400m. the unit consists of sandstone and siltstone with four main sedimentary packages identified as follows: massive bedded, medium or coarse grained quartz rich lithic arenite with beds typically greater than 1 metre thick.","dolerite, chert, sandstone, siltstone, lithic arenite",,0,"discovery chert, jillawarra formation, west creek formation",quartz,,
a072366_c167_2005 annual report_12603370_102,a072366_c167_2005 annual report_12603370.json,102,"two diamond drill holes were designed to test a positive residual gravity anomaly at bizarre, located approximately 500m to the south of the known abra mineralisation.",1,mineralisation,1,mineralisation,"these units are concentrated in the lower section of the west creek formation near the contact with the underlying conglomerate unit. abra mining limited annual report mulgul project c167 2005 page 14 of 29 abra mining limited annual report mulgul project c167 2005 page 15 of 29 voght (1995) describes the stratigraphy of the jillawarra sub basin as follows (from top to bottom): two diamond drill holes were designed to test a positive residual gravity anomaly at bizarre, located approximately 500m to the south of the known abra mineralisation. modelling suggested the anomaly could be due to the presence of geological units with similar density to the abra mineralisation but occurring at a relatively shallow depth, or to the presence of a steep, north dipping body with high mass at greater depth, indicative of mineralisation in a fault. the drillholes were oriented toward the south to test both of these models.",conglomerate,,0,west creek formation,diamond,,
a072366_c167_2005 annual report_12603370_126,a072366_c167_2005 annual report_12603370.json,126,abra mining limited annual report mulgul project c167 2005 page 17 of 29 grey alteration (xbx) dominated by strong to intense (complete) silicairon oxide barite veining hosting variable galena mineralisation.,1,mineralisation,1,mineralisation,"textures within clasts range from ghosting to massive replacement chloritisation. historically, these rocks have typically been logged as siltstone reflecting the lack of textures due to alteration. the matrix to clasts is fine grained chlorite. abra mining limited annual report mulgul project c167 2005 page 17 of 29 grey alteration (xbx) dominated by strong to intense (complete) silicairon oxide barite veining hosting variable galena mineralisation. the vein alteration does not show a strong preferred orientation and varies widely in angle to the core axis. veining typically shows textures including laminations to crustiform and colloform banding formed with the minerals quartz, barite, iron oxide, galena, minor chalcopyrite and pyrite and rarely dark brown dolomite.",siltstone,,0,,"quartz, dolomite, chlorite, barite, pyrite, oxide, iron, chalcopyrite","grey, galena",
a072366_c167_2005 annual report_12603370_134,a072366_c167_2005 annual report_12603370.json,134,extensive exploration activities had been carried out within the project area from the early 1980s through until the late 1990s.,1,extensive,1,extensive,"demountable kitchen and accommodation huts were located to site, the existing fresh water bore reestablished, grading of the unsealed airstrip undertaken and core logging, cutting and storage facilities put in place. satellite based communications were installed at the camp for voice fax and internet access. during the field season up to three geologists, three field assistants and ten drilling contract staff were on site at any time. extensive exploration activities had been carried out within the project area from the early 1980s through until the late 1990s. these activities included drilling, geophysics (both surface and downhole), geochemistry, metallurgical tests, mapping and targeting generation. to enable efficient new exploration activities, the historical work was compiled into digital form, as follows; the drilling, assaying and geology from the drilling was compiled into an acquire database.",,,0,,,,
a072366_c167_2005 annual report_12603370_138,a072366_c167_2005 annual report_12603370.json,138,geological interpretations were undertaken to gain a better understanding of the mineralisation and the stratigraphic sequence for target generation and interpretative work in conjunction with the geophysical modelling.,1,mineralisation,1,mineralisation,"these activities included drilling, geophysics (both surface and downhole), geochemistry, metallurgical tests, mapping and targeting generation. to enable efficient new exploration activities, the historical work was compiled into digital form, as follows; the drilling, assaying and geology from the drilling was compiled into an acquire database. historical geological maps and interpretations were either scanned or digitised into a gis format. geological interpretations were undertaken to gain a better understanding of the mineralisation and the stratigraphic sequence for target generation and interpretative work in conjunction with the geophysical modelling. samples were assayed for lead, copper, zinc, barium, silver, gold, bismuth, iron and manganese by genalysis laboratories in perth (table 4.4_1). five percent of samples were despatched to als chemex in perth for umpire analysis by various methods (table 4.4_1.",,,0,,"silver, lead, gold, zinc, iron, manganese, copper, bismuth",perth,
a072366_c167_2005 annual report_12603370_154,a072366_c167_2005 annual report_12603370.json,154,"a broad correlation exists between the gap well formation of the jillawarra sub basin and the irregully, gooragoora and blue billy formations of the greater bangemall supergroup, however members 4 and 6 of the gap well formation have not been mapped regionally.",1,broad,1,broad,"the arkose was interpreted as a coarse fan glomerate deposit and locally includes exposures of rhyolite plugs or flows. a comparison has been done at a local scale within the abra deposit and the stratigraphy of the jillawarra sub basin and the western section of the bangmall supergroup. the main focus for the correlation between the local and regional scale stratigraphy is within the gap well and west creek formations. a broad correlation exists between the gap well formation of the jillawarra sub basin and the irregully, gooragoora and blue billy formations of the greater bangemall supergroup, however members 4 and 6 of the gap well formation have not been mapped regionally. the cheyne springs formation of the bangemall supergroup also does not appear in the jillawarra subbasin and is restricted to the ashburton region. the west creek formation appears to correlate with the kiangi creek formation and the muntharra formation is described as correlating to the upper section of the jillawarra formation.","arkose, rhyolite",,0,"cheyne springs formation, west creek formation, jillawarra formation, muntharra formation, bangemall supergroup, gap well formation, blue billy formations, kiangi creek formation, west creek formations",,,
a072366_c167_2005 annual report_12603370_159,a072366_c167_2005 annual report_12603370.json,159,"prior to undertaking the drilling program, work area and work program clearances were conducted over all potential drill sites.",1,potential,1,potential,"the west creek formation appears to correlate with the kiangi creek formation and the muntharra formation is described as correlating to the upper section of the jillawarra formation. the remainder of the basin is equivalent to the regional formations. abra mining limited annual report mulgul project c167 2005 page 13 of 29 prior to undertaking the drilling program, work area and work program clearances were conducted over all potential drill sites. the rbz is present in all drillholes that penetrated the west creek formation. three distinct sub types are identified in most drill holes, comprising; laminated red and white rock comprising red iron oxide and fine grained quartz.",,,0,"muntharra formation, kiangi creek formation, jillawarra formation, west creek formation","oxide, quartz, iron",,
a072366_c167_2005 annual report_12603370_171,a072366_c167_2005 annual report_12603370.json,171,"while the abundance of sulphide in the rbz is typically low, drillhole ab31 contains a significant interval of leadcopper zinc mineralisation.",1,mineralisation,1,mineralisation,"massive, coarsely crystalline white barite zones are commonly associated with amorphous quartz. intense barite alteration zones typically also are overprinted by fine dolomite veining. sulphides in the rbz occur as disseminated to blebby sulphides including galena, pyrite and minor chalcopyrite. while the abundance of sulphide in the rbz is typically low, drillhole ab31 contains a significant interval of leadcopper zinc mineralisation. abra mining limited annual report mulgul project c167 2005 page 16 of 29 remnant conglomerate within the rbz is not present in every drillhole, however ghosting of clasts is observed in all drillholes. remnant conglomerates intervals are typically between 20cm and 40cm in thickness, but range up to 6 metres thickness.","conglomerate, conglomerates",,0,,"sulphides, quartz, sulphide, dolomite, zinc, pyrite, barite, chalcopyrite",galena,
a072366_c167_2005 annual report_12603370_181,a072366_c167_2005 annual report_12603370.json,181,the unit is with associated weak to moderate galenapyritechalcopyrite mineralisation.,1,mineralisation,1,mineralisation,"this zone consists of laminated magnetite, hematite, sulphides, amorphous silica and barite. the unit is distinguished from the rbz by the absence of conglomerate precursor units and by the presence of grey hematite and magnetite rather than red hematite. there is an overall increase in the silica content toward the base of the unit where thick bands of silica barite are present. the unit is with associated weak to moderate galenapyritechalcopyrite mineralisation. in one drillhole (ab24), the lower portion of the unit contains significant pale brown sphalerite within banded zones. eighteen holes were geophysically probed to determine the in situ properties of the geological units.",conglomerate,,0,,"sulphides, hematite, magnetite, silica, sphalerite, barite",grey,
a072366_c167_2005 annual report_12603370_194,a072366_c167_2005 annual report_12603370.json,194,"the core was placed into core trays, cleaned and core recovery estimated prior to moving the core to the abra core yard where the core was marked up including orientating the core (where possible), then logged both structurally and geologically.",1,possible,1,possible,"holes were drilled by diamond techniques from surface, reflecting the hard nature of the rock types. holes were collared with pq diameter rods to below the depth of oxidation and drilled to within 20m of the anticipated the target zone using standard hq diameter core. the drillholes were completed to final depth using nq diameter rods. the core was placed into core trays, cleaned and core recovery estimated prior to moving the core to the abra core yard where the core was marked up including orientating the core (where possible), then logged both structurally and geologically. the barren upper part of some holes, within the west creek formation, were not collected or placed in core trays. this barren core was laid on the ground at the drill site for a summary geological log.",,,0,west creek formation,diamond,,
a072832_e37-695_ tommy well_p 2006_k095-4_ 6368_15887727_22,a072832_e37-695_ tommy well_p 2006_k095-4_ 6368_15887727.json,22,"3.0 previous exploration exploration activities conducted in the vicinity of exploration licence e37 695 over the past 30 years have investigated the potential for a range of commodities including diamonds, nickel and gold.",1,potential,1,potential,"hale e1 sandstone, banded iron formation and shale e2 sandstone, dolomite legend tommy well e37 695_ k095 4_p_ 2006_6368.doc the yandal belt is bound to the west by the mt mclure lineament and the celia lineament to the east. a series of internal north trending regional scale structures transect the yandal belt. within the tommy well tenement, outcrop is limited as the area is covered by a variable thickness of alluvium, soil and aeolian sands. 3.0 previous exploration exploration activities conducted in the vicinity of exploration licence e37 695 over the past 30 years have investigated the potential for a range of commodities including diamonds, nickel and gold. a brief outline of previous exploration history of the area is provided below: swiss aluminium mining pty ltd melrose yandal project.","banded iron formation, sands, sandstone, shale, alluvium",,0,,"diamonds, gold, aluminium, dolomite, nickel",,
a072888_e25_271_2006_a_10559505_32,a072888_e25_271_2006_a_10559505.json,32,"in australia, this style of mineralisation is the single most important source of gold with annual production in 1994 close to 180 t from approximately 100 mines.",1,mineralisation,1,mineralisation,"exploration activities had been severely impacted by the lake sediments, and a large number of magnetic anomalies on this tenement remain untested. 4.0 overview of archaean lode gold geology the following is adapted from yeats and vanderhor, 1998. archaean lode gold deposits are sited in the greenstone belts of all archaean shield belts areas (roberts 1987). in australia, this style of mineralisation is the single most important source of gold with annual production in 1994 close to 180 t from approximately 100 mines. the majority of australian deposits are located in the yilgarn craton of western australia. however a small but significant number of deposits also occur in the pilbara craton and in small archaean outliers between the yilgarn and pilbara cratons.",sediments,archaean,0,greenstone belts,gold,"pilbara craton, australia, western australia, pilbara, yilgarn craton","gold deposits, lode"
a072888_e25_271_2006_a_10559505_46,a072888_e25_271_2006_a_10559505.json,46,"despite this large scale relationship, gold mineralisation is rarely hosted in first order structures, and deposits are instead hosted in second and lower order structures, which may or may not show a direct geometric relationship to the large scale deformation zones (e.g.",1,mineralisation,1,mineralisation,"within the pilbara craton examples exist of bif and sedimentary gold lodes. there is a gross relationship between the location of archaean lode gold deposits and crustal scale deformation zones in the yilgarn craton. a similar relationship has been noted in canada (robert 1990). despite this large scale relationship, gold mineralisation is rarely hosted in first order structures, and deposits are instead hosted in second and lower order structures, which may or may not show a direct geometric relationship to the large scale deformation zones (e.g. eisenlohr et al. the general lack of mineralisation within the major structures suggest that, if the structures are interlinked and the major structures acted as fluid conduits, they did so at deeper crustal levels than those currently exposed in most gold deposits.",bif,archaean,0,,gold,"yilgarn craton, pilbara craton","lode, gold deposits, lodes"
a072888_e25_271_2006_a_10559505_52,a072888_e25_271_2006_a_10559505.json,52,kalgoorlie) and ductile shear zone hosted mineralisation at amphibolites and granulite facies conditions (e.g.,1,mineralisation,1,mineralisation,"the structural styles of individual gold deposits broadly reflect the metamorphic conditions under which they formed. at low metamorphic grades, brittle tensional quartz veins and breccias dominate (e.g. these give way to brittle ductile laminated quartz veins at mid to upper greenschist facies conditions (e.g. kalgoorlie) and ductile shear zone hosted mineralisation at amphibolites and granulite facies conditions (e.g. southern cross). gold mineralisation occurs syn to post peak regional metamorphism and is synchronous with major fault or shear zone movement.","breccias, quartz veins, granulite, greenschist, amphibolites",,0,,gold,"kalgoorlie, southern cross",gold deposits
a072888_e25_271_2006_a_10559505_91,a072888_e25_271_2006_a_10559505.json,91,crustal scale shear zones and their significance to archaean gold mineralisation in western australia.,1,mineralisation,1,mineralisation,"unfortunately these samples appear to have been lost, and attempts are being made to relocate them. further exploration will require the ground testing and a soils programme for this area has been planned. it will also require adequate weather conditions to provide access onto the lake bed. crustal scale shear zones and their significance to archaean gold mineralisation in western australia. geological survey of western australia, 2003. combined east yligarn geoscience data package.",,archaean,0,,gold,western australia,
a073251_c63-2005_2006a_15560474_8,a073251_c63-2005_2006a_15560474.json,8,"some of the main prospects identified within the grants creek mining centre are; perseverance star of kimberley moodys gold mineralisation occurs in association with silver, lead, zinc, and minor copper.",1,mineralisation,1,mineralisation,"the eight tenements form a contiguous block, details of which are tabulated below in table 1. a simplified interpretative geology plan is presented as figure 4. figure 4 regional geology interpretation the mineralised structures identified to date lie within an east north east trending link formation between two splays of the major regional north east trending halls creek fault. some of the main prospects identified within the grants creek mining centre are; perseverance star of kimberley moodys gold mineralisation occurs in association with silver, lead, zinc, and minor copper. historically, extraction by amalgamation was inhibited by the mineralogy but recent metallurgical testing has shown that cyanidation gives recoveries in the order of 90%. the rc drilling outlining the currently known resources was designed to test the historic discoveries.",,,0,,"silver, lead, gold, zinc, copper","halls creek, kimberley, perseverance",
a073251_c63-2005_2006a_15560474_12,a073251_c63-2005_2006a_15560474.json,12,only superficial exploration has been carried out away from these main shows in an area that have been proven to contain high grade gold mineralisation.,1,mineralisation,3,"favourable, potential, mineralisation","historically, extraction by amalgamation was inhibited by the mineralogy but recent metallurgical testing has shown that cyanidation gives recoveries in the order of 90%. the rc drilling outlining the currently known resources was designed to test the historic discoveries. most was carried out in 1983, 1984, and 1988, with minor additional drilling being carried out in mid 1994 and a further program of 36 holes being completed by pma later that year. only superficial exploration has been carried out away from these main shows in an area that have been proven to contain high grade gold mineralisation. there is substantial potential within the tenements to locate a favourable structural settings, capable of hosting a much larger bodies of mineralisation. to further enhance the knowledge of the structural controls of the grants creek region, interpretation of various geophysical images was undertaken.",,,0,,gold,,
a073251_c63-2005_2006a_15560474_21,a073251_c63-2005_2006a_15560474.json,21,"doir approval has been granted for the drilling, and it is expected to commence at the earliest possible convenience.",1,possible,1,possible,"southern geoscience consultants (sgc) provided government airborne data (400m line spacing) which provided good regional geophysical images. these maps are presented as appendix 1. based on the results from soil samples collected during previous reporting periods, a rab aircore drilling program has been planned. doir approval has been granted for the drilling, and it is expected to commence at the earliest possible convenience. figure 9 tenement plan with proposed lines of rab aircore drilling. 5 future work recommendations complete planned rab aircore drilling program over the gold arsenic anomaly.",,,0,,"arsenic, gold",,
a073618_2006 arcadia  e51-361annual report_14196767_2,a073618_2006 arcadia  e51-361annual report_14196767.json,2,"this work included ground magnetic surveys to identify magnetic anomalies for drill testing and preliminary rc drilling of 39 holes for 2663 metres designed to investigate the depth of superficial cover, 8 the possible presence of a buried greenstone succession and supergene dispersed low level gold occurrence.",1,possible,2,"possible, encouraging","prior to the early 1990s, no material modern gold exploration was recorded for the arcadia property. 6.1 exploration from1993 to 1998 by wmc resources ltd regional exploration work was initially carried out to generate drilling targets based on airborne magnetic data that demonstrated that the property was underlain by a greenstone succession largely covered by superficial alluvial sediments. this work included ground magnetic surveys to identify magnetic anomalies for drill testing and preliminary rc drilling of 39 holes for 2663 metres designed to investigate the depth of superficial cover, 8 the possible presence of a buried greenstone succession and supergene dispersed low level gold occurrence. following encouraging results, an airborne magnetometry survey was flown in 1994 over an area of some 7400 square kilometres at a line spacing of 50 metres and sensor height of 80 metres better to identify structure and magnetic lithological units. several areas of structural dislocation based on interpreted faulting and or granite intrusive contacts within the greenstone succession and magnetic anomalies were selected for aircore reconnaissance drilling.","sediments, granite, greenstone",,0,,gold,,
a073618_2006 arcadia  e51-361annual report_14196767_24,a073618_2006 arcadia  e51-361annual report_14196767.json,24,down hole resistivity surveys were carried out on four of the core holes to test for possible copper gold silver mineralisation related to sulphide alteration zones.,2,"possible, mineralisation",2,"possible, mineralisation","geochemically elevated results were obtained from the western part of the area with a maximum of 79 ppb gold. 6.3 exploration from 1998 to 2005 by tantalum australia n.l.1998 to 2005 investigation continued over the two kilometre discovery zone at hope river below the level of intense weathering by the drilling of 43 easterly inclined rc holes for 4178 metres and six core holes comprising 602 metres of rc precollar and 650.5 metres of nq core. overall, these programmes improved drilling density to 20 metre centres on drill traverse lines spaced 80 or 160 metres apart. down hole resistivity surveys were carried out on four of the core holes to test for possible copper gold silver mineralisation related to sulphide alteration zones. no new geophysical targets were detected by these surveys. rc drill samples were collected as 5 metre composites and analysed for gold.",,,0,,"silver, copper, sulphide, gold",australia,
a073618_2006 arcadia  e51-361annual report_14196767_29,a073618_2006 arcadia  e51-361annual report_14196767.json,29,drilling results showed extensive supergene gold mineralisation within the weathered zone of up to 8 metres at 3.89 g t gold from 57 metres and 7 metres at 1.02 g t gold from 77 metres.,2,"mineralisation, extensive",2,"mineralisation, extensive","rc drill samples were collected as 5 metre composites and analysed for gold. samples returning values above 0.2 ppm were re sampled over one metre intervals and analysed. selected sections of core samples were analysed for gold, copper, silver and zinc. drilling results showed extensive supergene gold mineralisation within the weathered zone of up to 8 metres at 3.89 g t gold from 57 metres and 7 metres at 1.02 g t gold from 77 metres. within the sulphide zone, gold intercepts ranged up to 8 metre at 4.24 g t from 161 metres with broader zones of mineralisation such as 12 metres at 1.70 g t gold from 57 metres and 3 metres at 5.93 g t from 69 metres. elevated copper and silver results over northern portions of the prospect were obtained such as 16 metres at 0.33% copper and 7.1 g t silver from 160 metres and 26 metres at 0.45% copper and 9.6 g t silver from 121 metres.",,,0,,"silver, sulphide, gold, zinc, copper",,
a073618_2006 arcadia  e51-361annual report_14196767_37,a073618_2006 arcadia  e51-361annual report_14196767.json,37,there is certainly a general enrichment of gold mineralisation in the supergene zone and there is some correlation with elevated copper and silver mineralisation in the sulphide zone.,1,mineralisation,1,mineralisation,"all dimensions are in metres. gold grades are in g t. an assessment of the drilling data found that gold values do not necessarily correlate with the incidence of quartz veining or with zones of elevated copper, silver and zinc. there is certainly a general enrichment of gold mineralisation in the supergene zone and there is some correlation with elevated copper and silver mineralisation in the sulphide zone. the drilling results and down hole geophysical data were interpreted as showing that anomalous gold, copper and zinc values are associated with a southerly trending mylonitised quartz dolerite alteration zone dipping at 70 to 80 east. based on this interpretation, it was concluded that future drilling should be inclined in a westerly direction and that the previous inclined drilling had been down dip.",dolerite,,0,,"silver, quartz, gold, sulphide, zinc, copper",,
a073618_2006 arcadia  e51-361annual report_14196767_43,a073618_2006 arcadia  e51-361annual report_14196767.json,43,the mineralisation appears to be structurally controlled and related to the south trending hope river shear zone that extended beyond the then limits of drilling.,1,mineralisation,2,"further drilling, mineralisation","mineralised intersections commonly exceed 20 metres down hole and occur within an elongate 1.5 to 2 kilometres long, north south striking corridor within strongly altered quartz dolerites containing less than 10% sulphides as disseminations and veinlets of chalcopyrite, pyrite and pyrrhotite. felsic porphyries are common in the host greenstone sequence. these are probably related to nearby granites. the mineralisation appears to be structurally controlled and related to the south trending hope river shear zone that extended beyond the then limits of drilling. depth of oxidation is 80 metres or more below surface. subsequently in 2003 4, further drilling was undertaken on a target some 400 metres to the west of the previously drilled area.","greenstone, granites, dolerites",,0,,"sulphides, quartz, pyrrhotite, pyrite, chalcopyrite",long,
a073618_2006 arcadia  e51-361annual report_14196767_48,a073618_2006 arcadia  e51-361annual report_14196767.json,48,11 narrow low grade mineralisation was intersected with the best result being 10 metres at 1.0 g t gold.,2,"low grade, mineralisation",3,"low grade, further drilling, mineralisation","subsequently in 2003 4, further drilling was undertaken on a target some 400 metres to the west of the previously drilled area. rc drilling was undertaken on three traverses with 19 holes being completed for 1427 metres. composite samples were collected over 5 metres and analysed for gold with intervals of more than 0.3 g t being resampled over 1 metre intervals and analysed. 11 narrow low grade mineralisation was intersected with the best result being 10 metres at 1.0 g t gold. the abernethy exploration licence was granted to western mining corporation on 15th september 1992. it expired on the 14th september 1999.",,,0,,gold,,
a073618_2006 arcadia  e51-361annual report_14196767_76,a073618_2006 arcadia  e51-361annual report_14196767.json,76,his comments are below: magnetic target ar1 this is described as lying within the highly prospective mount hope shear and covers a zone where it is cut by an east trending mafic dyke and is considered as a possible focal point for gold mineralisation.,2,"possible, mineralisation",2,"possible, mineralisation","for further details see g. elliotts report on the enclosed cd. 7.2 field visit to the aeromagnetic targets a site visit was made by consultant geologist h.e. davies to the four gold targets discovered by the aeromagnetic interpretation. his comments are below: magnetic target ar1 this is described as lying within the highly prospective mount hope shear and covers a zone where it is cut by an east trending mafic dyke and is considered as a possible focal point for gold mineralisation. the linear magnetic zone bifurcates into two, possibly due to a felsic intrusive, and it is conjectured that this may be subsequently folded. there is also evidence of fault dislocation along a north west trending fault zone.",,,0,,gold,,
a073618_2006 arcadia  e51-361annual report_14196767_80,a073618_2006 arcadia  e51-361annual report_14196767.json,80,"the soils are probably impervious, deep and transported negating the use of soil geochemistry, but rab or airtrack drilling is possible as access is reasonable under dry conditions.",1,possible,1,possible,"the linear magnetic zone bifurcates into two, possibly due to a felsic intrusive, and it is conjectured that this may be subsequently folded. there is also evidence of fault dislocation along a north west trending fault zone. 12 the anomaly flanks lake annean and is covered by red clay soils hosting salt bush and other scrub. the soils are probably impervious, deep and transported negating the use of soil geochemistry, but rab or airtrack drilling is possible as access is reasonable under dry conditions. ground water is close to surface however and at the time of examination, the lake was under water. there was no visible evidence of exploration having been carried out in the area.",clay,,0,,salt,,
a073618_2006 arcadia  e51-361annual report_14196767_91,a073618_2006 arcadia  e51-361annual report_14196767.json,91,magnetic target ar4 this was identified as a magnetic lithology defined around the eastern margin of a granitoid and as a focal point for possible mineralisation where this point has been dislocated by a north west trending fault.,2,"possible, mineralisation",2,"possible, mineralisation","rare foliation trends confirmed the south closing nature of the fold nose which extends into the basalt, and dip directions of these were consistent with a steep synclinal structure. the basalt forms a prominent hill in an area of otherwise flat terrain. the hill is truncated to the north, possibly along an east trending break, and on the landsat imagery the fold is aligned within, or flanks, a strong north orientated lineament which controls one of the main lake drainage feeders. magnetic target ar4 this was identified as a magnetic lithology defined around the eastern margin of a granitoid and as a focal point for possible mineralisation where this point has been dislocated by a north west trending fault. it lies under lake sediments and is currently flooded. 7.3 remote sensing study 13 following on from the field visit it was decided to carry out a remote sensing interpretation to supplement the findings of the aeromagnetic interpretation.","basalt, sediments, granitoid",,0,,,,
a073618_2006 arcadia  e51-361annual report_14196767_126,a073618_2006 arcadia  e51-361annual report_14196767.json,126,the aeromagnetic study identified four possible areas for gold enrichment.,1,possible,1,possible,"it is associated with quartz dolerite intrusions. a description of previous work carried out principally by wmc resources corporation and tantalum australia nl is given. work during this year has included an aeromagnetic study, a site visit to the various aeromagnetic generated targets, a remote sensing study and an update of the existing drill database. the aeromagnetic study identified four possible areas for gold enrichment. all four areas are associated with distinctive structural features. the remote sensing study identified one possible target area which coincides with one of the aeromagnetic targets.",dolerite intrusions,,0,,"quartz, gold",australia,
a073618_2006 arcadia  e51-361annual report_14196767_131,a073618_2006 arcadia  e51-361annual report_14196767.json,131,the aeromagnetic interpretation and the remote sensing study have outlined five possible gold targets.,1,possible,1,possible,"the remote sensing study identified one possible target area which coincides with one of the aeromagnetic targets. the various targets identified from work this year can now be tested by drilling. in some cases access may be a problem as some of the targets are on or close to lake annean, a salt lake. the aeromagnetic interpretation and the remote sensing study have outlined five possible gold targets. subject to suitable access a rab drill will be used to test these targets. (unpublished).",,,0,,"gold, salt",,
